,atlas,classifier,dataset,iter_shuffle_split,measure,n_regions,scores,dimensionality
1596,ho_cort_symm_split,svc_l1,ADNI,59,partial correlation,NA,0.49166667,96
1597,ho_cort_symm_split,svc_l2,ADNI,59,partial correlation,NA,0.65416667,96
1598,ho_cort_symm_split,ridge,ADNI,59,partial correlation,NA,0.66666667,96
1599,ho_cort_symm_split,svc_l1,ADNI,59,tangent,NA,0.6,96
1600,ho_cort_symm_split,svc_l2,ADNI,59,tangent,NA,0.72083333,96
1601,ho_cort_symm_split,ridge,ADNI,59,tangent,NA,0.73333333,96
1602,aal_spm12,svc_l1,ADNI,59,correlation,NA,0.50416667,117
1603,aal_spm12,svc_l2,ADNI,59,correlation,NA,0.59166667,117
1604,aal_spm12,ridge,ADNI,59,correlation,NA,0.63333333,117
1605,aal_spm12,svc_l1,ADNI,59,partial correlation,NA,0.4625,117
1606,aal_spm12,svc_l2,ADNI,59,partial correlation,NA,0.45,117
1607,aal_spm12,ridge,ADNI,59,partial correlation,NA,0.45,117
1608,aal_spm12,svc_l1,ADNI,59,tangent,NA,0.44583333,117
1609,aal_spm12,svc_l2,ADNI,59,tangent,NA,0.575,117
1610,aal_spm12,ridge,ADNI,59,tangent,NA,0.55833333,117
1611,basc_scale122,svc_l1,ADNI,59,correlation,NA,0.70416667,122
1612,basc_scale122,svc_l2,ADNI,59,correlation,NA,0.74166667,122
1613,basc_scale122,ridge,ADNI,59,correlation,NA,0.74583333,122
1614,basc_scale122,svc_l1,ADNI,59,partial correlation,NA,0.58333333,122
1615,basc_scale122,svc_l2,ADNI,59,partial correlation,NA,0.45,122
1616,basc_scale122,ridge,ADNI,59,partial correlation,NA,0.45416667,122
1617,basc_scale122,svc_l1,ADNI,59,tangent,NA,0.61666667,122
1618,basc_scale122,svc_l2,ADNI,59,tangent,NA,0.60416667,122
1619,basc_scale122,ridge,ADNI,59,tangent,NA,0.62916667,122
1620,ho_cort_symm_split,svc_l1,ADNI,60,correlation,NA,0.54166667,96
1621,ho_cort_symm_split,svc_l2,ADNI,60,correlation,NA,0.74166667,96
1622,ho_cort_symm_split,ridge,ADNI,60,correlation,NA,0.7375,96
1623,ho_cort_symm_split,svc_l1,ADNI,60,partial correlation,NA,0.35833333,96
1624,ho_cort_symm_split,svc_l2,ADNI,60,partial correlation,NA,0.5,96
1625,ho_cort_symm_split,ridge,ADNI,60,partial correlation,NA,0.5,96
1626,ho_cort_symm_split,svc_l1,ADNI,60,tangent,NA,0.56666667,96
1627,ho_cort_symm_split,svc_l2,ADNI,60,tangent,NA,0.69583333,96
1628,ho_cort_symm_split,ridge,ADNI,60,tangent,NA,0.70416667,96
1629,aal_spm12,svc_l1,ADNI,60,correlation,NA,0.75833333,117
1630,aal_spm12,svc_l2,ADNI,60,correlation,NA,0.78333333,117
1631,aal_spm12,ridge,ADNI,60,correlation,NA,0.77083333,117
1632,aal_spm12,svc_l1,ADNI,60,partial correlation,NA,0.5125,117
1633,aal_spm12,svc_l2,ADNI,60,partial correlation,NA,0.4375,117
1634,aal_spm12,ridge,ADNI,60,partial correlation,NA,0.4375,117
1635,aal_spm12,svc_l1,ADNI,60,tangent,NA,0.39166667,117
1636,aal_spm12,svc_l2,ADNI,60,tangent,NA,0.63333333,117
1637,aal_spm12,ridge,ADNI,60,tangent,NA,0.6625,117
1638,basc_scale122,svc_l1,ADNI,60,correlation,NA,0.69583333,122
1639,basc_scale122,svc_l2,ADNI,60,correlation,NA,0.75,122
1640,basc_scale122,ridge,ADNI,60,correlation,NA,0.7375,122
1641,basc_scale122,svc_l1,ADNI,60,partial correlation,NA,0.40416667,122
1642,basc_scale122,svc_l2,ADNI,60,partial correlation,NA,0.65,122
1643,basc_scale122,ridge,ADNI,60,partial correlation,NA,0.64583333,122
1644,basc_scale122,svc_l1,ADNI,60,tangent,NA,0.80416667,122
1645,basc_scale122,svc_l2,ADNI,60,tangent,NA,0.75416667,122
1646,basc_scale122,ridge,ADNI,60,tangent,NA,0.78333333,122
1647,ho_cort_symm_split,svc_l1,ADNI,61,correlation,NA,0.75,96
1648,ho_cort_symm_split,svc_l2,ADNI,61,correlation,NA,0.69583333,96
1649,ho_cort_symm_split,ridge,ADNI,61,correlation,NA,0.6875,96
1650,ho_cort_symm_split,svc_l1,ADNI,61,partial correlation,NA,0.575,96
1651,ho_cort_symm_split,svc_l2,ADNI,61,partial correlation,NA,0.71666667,96
1652,ho_cort_symm_split,ridge,ADNI,61,partial correlation,NA,0.71666667,96
1653,ho_cort_symm_split,svc_l1,ADNI,61,tangent,NA,0.75,96
1654,ho_cort_symm_split,svc_l2,ADNI,61,tangent,NA,0.67083333,96
1655,ho_cort_symm_split,ridge,ADNI,61,tangent,NA,0.67083333,96
1656,aal_spm12,svc_l1,ADNI,61,correlation,NA,0.5375,117
1657,aal_spm12,svc_l2,ADNI,61,correlation,NA,0.58333333,117
1658,aal_spm12,ridge,ADNI,61,correlation,NA,0.575,117
1659,aal_spm12,svc_l1,ADNI,61,partial correlation,NA,0.6375,117
1660,aal_spm12,svc_l2,ADNI,61,partial correlation,NA,0.6,117
1661,aal_spm12,ridge,ADNI,61,partial correlation,NA,0.6,117
1662,aal_spm12,svc_l1,ADNI,61,tangent,NA,0.63333333,117
1663,aal_spm12,svc_l2,ADNI,61,tangent,NA,0.65,117
1664,aal_spm12,ridge,ADNI,61,tangent,NA,0.625,117
1665,basc_scale122,svc_l1,ADNI,61,correlation,NA,0.72916667,122
1666,basc_scale122,svc_l2,ADNI,61,correlation,NA,0.7875,122
1667,basc_scale122,ridge,ADNI,61,correlation,NA,0.79166667,122
1668,basc_scale122,svc_l1,ADNI,61,partial correlation,NA,0.5125,122
1669,basc_scale122,svc_l2,ADNI,61,partial correlation,NA,0.68333333,122
1670,basc_scale122,ridge,ADNI,61,partial correlation,NA,0.68333333,122
1671,basc_scale122,svc_l1,ADNI,61,tangent,NA,0.75,122
1672,basc_scale122,svc_l2,ADNI,61,tangent,NA,0.775,122
1673,basc_scale122,ridge,ADNI,61,tangent,NA,0.75,122
1674,ho_cort_symm_split,svc_l1,ADNI,62,correlation,NA,0.675,96
1675,ho_cort_symm_split,svc_l2,ADNI,62,correlation,NA,0.68333333,96
1676,ho_cort_symm_split,ridge,ADNI,62,correlation,NA,0.6875,96
1677,ho_cort_symm_split,svc_l1,ADNI,62,partial correlation,NA,0.6625,96
1678,ho_cort_symm_split,svc_l2,ADNI,62,partial correlation,NA,0.71666667,96
1679,ho_cort_symm_split,ridge,ADNI,62,partial correlation,NA,0.71666667,96
1680,ho_cort_symm_split,svc_l1,ADNI,62,tangent,NA,0.64583333,96
1681,ho_cort_symm_split,svc_l2,ADNI,62,tangent,NA,0.64583333,96
1682,ho_cort_symm_split,ridge,ADNI,62,tangent,NA,0.64583333,96
1683,aal_spm12,svc_l1,ADNI,62,correlation,NA,0.725,117
1684,aal_spm12,svc_l2,ADNI,62,correlation,NA,0.64583333,117
1685,aal_spm12,ridge,ADNI,62,correlation,NA,0.65,117
1686,aal_spm12,svc_l1,ADNI,62,partial correlation,NA,0.525,117
1687,aal_spm12,svc_l2,ADNI,62,partial correlation,NA,0.6625,117
1688,aal_spm12,ridge,ADNI,62,partial correlation,NA,0.6625,117
1689,aal_spm12,svc_l1,ADNI,62,tangent,NA,0.625,117
1690,aal_spm12,svc_l2,ADNI,62,tangent,NA,0.70833333,117
1691,aal_spm12,ridge,ADNI,62,tangent,NA,0.7,117
1692,basc_scale122,svc_l1,ADNI,62,correlation,NA,0.69583333,122
1693,basc_scale122,svc_l2,ADNI,62,correlation,NA,0.7,122
1694,basc_scale122,ridge,ADNI,62,correlation,NA,0.67083333,122
1695,basc_scale122,svc_l1,ADNI,62,partial correlation,NA,0.46666667,122
1696,basc_scale122,svc_l2,ADNI,62,partial correlation,NA,0.65,122
1697,basc_scale122,ridge,ADNI,62,partial correlation,NA,0.64583333,122
1698,basc_scale122,svc_l1,ADNI,62,tangent,NA,0.59166667,122
1699,basc_scale122,svc_l2,ADNI,62,tangent,NA,0.8,122
1700,basc_scale122,ridge,ADNI,62,tangent,NA,0.77916667,122
1701,ho_cort_symm_split,svc_l1,ADNI,63,correlation,NA,0.47916667,96
1702,ho_cort_symm_split,svc_l2,ADNI,63,correlation,NA,0.55833333,96
1703,ho_cort_symm_split,ridge,ADNI,63,correlation,NA,0.55833333,96
1704,ho_cort_symm_split,svc_l1,ADNI,63,partial correlation,NA,0.54583333,96
1705,ho_cort_symm_split,svc_l2,ADNI,63,partial correlation,NA,0.6375,96
1706,ho_cort_symm_split,ridge,ADNI,63,partial correlation,NA,0.6375,96
1707,ho_cort_symm_split,svc_l1,ADNI,63,tangent,NA,0.7125,96
1708,ho_cort_symm_split,svc_l2,ADNI,63,tangent,NA,0.75833333,96
1709,ho_cort_symm_split,ridge,ADNI,63,tangent,NA,0.76666667,96
1710,aal_spm12,svc_l1,ADNI,63,correlation,NA,0.59583333,117
1711,aal_spm12,svc_l2,ADNI,63,correlation,NA,0.5625,117
1712,aal_spm12,ridge,ADNI,63,correlation,NA,0.57916667,117
1713,aal_spm12,svc_l1,ADNI,63,partial correlation,NA,0.56666667,117
1714,aal_spm12,svc_l2,ADNI,63,partial correlation,NA,0.67083333,117
1715,aal_spm12,ridge,ADNI,63,partial correlation,NA,0.66666667,117
1716,aal_spm12,svc_l1,ADNI,63,tangent,NA,0.62916667,117
1717,aal_spm12,svc_l2,ADNI,63,tangent,NA,0.70416667,117
1718,aal_spm12,ridge,ADNI,63,tangent,NA,0.70416667,117
1719,basc_scale122,svc_l1,ADNI,63,correlation,NA,0.67083333,122
1720,basc_scale122,svc_l2,ADNI,63,correlation,NA,0.75416667,122
1721,basc_scale122,ridge,ADNI,63,correlation,NA,0.74583333,122
1722,basc_scale122,svc_l1,ADNI,63,partial correlation,NA,0.67083333,122
1723,basc_scale122,svc_l2,ADNI,63,partial correlation,NA,0.69166667,122
1724,basc_scale122,ridge,ADNI,63,partial correlation,NA,0.69166667,122
1725,basc_scale122,svc_l1,ADNI,63,tangent,NA,0.60833333,122
1726,basc_scale122,svc_l2,ADNI,63,tangent,NA,0.8,122
1727,basc_scale122,ridge,ADNI,63,tangent,NA,0.8375,122
1728,ho_cort_symm_split,svc_l1,ADNI,64,correlation,NA,0.625,96
1729,ho_cort_symm_split,svc_l2,ADNI,64,correlation,NA,0.69166667,96
1730,ho_cort_symm_split,ridge,ADNI,64,correlation,NA,0.64583333,96
1731,ho_cort_symm_split,svc_l1,ADNI,64,partial correlation,NA,0.26666667,96
1732,ho_cort_symm_split,svc_l2,ADNI,64,partial correlation,NA,0.52916667,96
1733,ho_cort_symm_split,ridge,ADNI,64,partial correlation,NA,0.52916667,96
1734,ho_cort_symm_split,svc_l1,ADNI,64,tangent,NA,0.6,96
1735,ho_cort_symm_split,svc_l2,ADNI,64,tangent,NA,0.5125,96
1736,ho_cort_symm_split,ridge,ADNI,64,tangent,NA,0.50416667,96
1737,aal_spm12,svc_l1,ADNI,64,correlation,NA,0.74583333,117
1738,aal_spm12,svc_l2,ADNI,64,correlation,NA,0.62916667,117
1739,aal_spm12,ridge,ADNI,64,correlation,NA,0.6375,117
1740,aal_spm12,svc_l1,ADNI,64,partial correlation,NA,0.74166667,117
1741,aal_spm12,svc_l2,ADNI,64,partial correlation,NA,0.56666667,117
1742,aal_spm12,ridge,ADNI,64,partial correlation,NA,0.5625,117
1743,aal_spm12,svc_l1,ADNI,64,tangent,NA,0.69166667,117
1744,aal_spm12,svc_l2,ADNI,64,tangent,NA,0.60416667,117
1745,aal_spm12,ridge,ADNI,64,tangent,NA,0.575,117
1746,basc_scale122,svc_l1,ADNI,64,correlation,NA,0.72083333,122
1747,basc_scale122,svc_l2,ADNI,64,correlation,NA,0.73333333,122
1748,basc_scale122,ridge,ADNI,64,correlation,NA,0.70833333,122
1749,basc_scale122,svc_l1,ADNI,64,partial correlation,NA,0.59166667,122
1750,basc_scale122,svc_l2,ADNI,64,partial correlation,NA,0.59166667,122
1751,basc_scale122,ridge,ADNI,64,partial correlation,NA,0.59583333,122
1752,basc_scale122,svc_l1,ADNI,64,tangent,NA,0.675,122
1753,basc_scale122,svc_l2,ADNI,64,tangent,NA,0.71666667,122
1754,basc_scale122,ridge,ADNI,64,tangent,NA,0.64166667,122
1755,ho_cort_symm_split,svc_l1,ADNI,65,correlation,NA,0.44583333,96
1756,ho_cort_symm_split,svc_l2,ADNI,65,correlation,NA,0.4,96
1757,ho_cort_symm_split,ridge,ADNI,65,correlation,NA,0.4125,96
1758,ho_cort_symm_split,svc_l1,ADNI,65,partial correlation,NA,0.45,96
1759,ho_cort_symm_split,svc_l2,ADNI,65,partial correlation,NA,0.50416667,96
1760,ho_cort_symm_split,ridge,ADNI,65,partial correlation,NA,0.50416667,96
1761,ho_cort_symm_split,svc_l1,ADNI,65,tangent,NA,0.5125,96
1762,ho_cort_symm_split,svc_l2,ADNI,65,tangent,NA,0.47083333,96
1763,ho_cort_symm_split,ridge,ADNI,65,tangent,NA,0.475,96
1764,aal_spm12,svc_l1,ADNI,65,correlation,NA,0.625,117
1765,aal_spm12,svc_l2,ADNI,65,correlation,NA,0.5625,117
1766,aal_spm12,ridge,ADNI,65,correlation,NA,0.5625,117
1767,aal_spm12,svc_l1,ADNI,65,partial correlation,NA,0.67916667,117
1768,aal_spm12,svc_l2,ADNI,65,partial correlation,NA,0.59166667,117
1769,aal_spm12,ridge,ADNI,65,partial correlation,NA,0.59583333,117
1770,aal_spm12,svc_l1,ADNI,65,tangent,NA,0.55,117
1771,aal_spm12,svc_l2,ADNI,65,tangent,NA,0.58333333,117
1772,aal_spm12,ridge,ADNI,65,tangent,NA,0.575,117
1773,basc_scale122,svc_l1,ADNI,65,correlation,NA,0.61666667,122
1774,basc_scale122,svc_l2,ADNI,65,correlation,NA,0.62916667,122
1775,basc_scale122,ridge,ADNI,65,correlation,NA,0.62916667,122
1776,basc_scale122,svc_l1,ADNI,65,partial correlation,NA,0.77083333,122
1777,basc_scale122,svc_l2,ADNI,65,partial correlation,NA,0.50416667,122
1778,basc_scale122,ridge,ADNI,65,partial correlation,NA,0.50416667,122
1779,basc_scale122,svc_l1,ADNI,65,tangent,NA,0.71666667,122
1780,basc_scale122,svc_l2,ADNI,65,tangent,NA,0.6,122
1781,basc_scale122,ridge,ADNI,65,tangent,NA,0.57916667,122
1782,ho_cort_symm_split,svc_l1,ADNI,66,correlation,NA,0.54583333,96
1783,ho_cort_symm_split,svc_l2,ADNI,66,correlation,NA,0.62916667,96
1784,ho_cort_symm_split,ridge,ADNI,66,correlation,NA,0.63333333,96
1785,ho_cort_symm_split,svc_l1,ADNI,66,partial correlation,NA,0.4375,96
1786,ho_cort_symm_split,svc_l2,ADNI,66,partial correlation,NA,0.74583333,96
1787,ho_cort_symm_split,ridge,ADNI,66,partial correlation,NA,0.74166667,96
1788,ho_cort_symm_split,svc_l1,ADNI,66,tangent,NA,0.59166667,96
1789,ho_cort_symm_split,svc_l2,ADNI,66,tangent,NA,0.725,96
1790,ho_cort_symm_split,ridge,ADNI,66,tangent,NA,0.70416667,96
1791,aal_spm12,svc_l1,ADNI,66,correlation,NA,0.65833333,117
1792,aal_spm12,svc_l2,ADNI,66,correlation,NA,0.575,117
1793,aal_spm12,ridge,ADNI,66,correlation,NA,0.5875,117
1794,aal_spm12,svc_l1,ADNI,66,partial correlation,NA,0.49583333,117
1795,aal_spm12,svc_l2,ADNI,66,partial correlation,NA,0.47083333,117
1796,aal_spm12,ridge,ADNI,66,partial correlation,NA,0.47916667,117
1797,aal_spm12,svc_l1,ADNI,66,tangent,NA,0.56666667,117
1798,aal_spm12,svc_l2,ADNI,66,tangent,NA,0.45833333,117
1799,aal_spm12,ridge,ADNI,66,tangent,NA,0.45416667,117
1800,basc_scale122,svc_l1,ADNI,66,correlation,NA,0.81666667,122
1801,basc_scale122,svc_l2,ADNI,66,correlation,NA,0.775,122
1802,basc_scale122,ridge,ADNI,66,correlation,NA,0.76666667,122
1803,basc_scale122,svc_l1,ADNI,66,partial correlation,NA,0.5125,122
1804,basc_scale122,svc_l2,ADNI,66,partial correlation,NA,0.6875,122
1805,basc_scale122,ridge,ADNI,66,partial correlation,NA,0.69166667,122
1806,basc_scale122,svc_l1,ADNI,66,tangent,NA,0.76666667,122
1807,basc_scale122,svc_l2,ADNI,66,tangent,NA,0.74583333,122
1808,basc_scale122,ridge,ADNI,66,tangent,NA,0.69166667,122
1809,ho_cort_symm_split,svc_l1,ADNI,67,correlation,NA,0.7,96
1810,ho_cort_symm_split,svc_l2,ADNI,67,correlation,NA,0.70833333,96
1811,ho_cort_symm_split,ridge,ADNI,67,correlation,NA,0.7125,96
1812,ho_cort_symm_split,svc_l1,ADNI,67,partial correlation,NA,0.46666667,96
1813,ho_cort_symm_split,svc_l2,ADNI,67,partial correlation,NA,0.54583333,96
1814,ho_cort_symm_split,ridge,ADNI,67,partial correlation,NA,0.54166667,96
1815,ho_cort_symm_split,svc_l1,ADNI,67,tangent,NA,0.60416667,96
1816,ho_cort_symm_split,svc_l2,ADNI,67,tangent,NA,0.70416667,96
1817,ho_cort_symm_split,ridge,ADNI,67,tangent,NA,0.6875,96
1818,aal_spm12,svc_l1,ADNI,67,correlation,NA,0.75,117
1819,aal_spm12,svc_l2,ADNI,67,correlation,NA,0.59166667,117
1820,aal_spm12,ridge,ADNI,67,correlation,NA,0.575,117
1821,aal_spm12,svc_l1,ADNI,67,partial correlation,NA,0.56666667,117
1822,aal_spm12,svc_l2,ADNI,67,partial correlation,NA,0.7125,117
1823,aal_spm12,ridge,ADNI,67,partial correlation,NA,0.72083333,117
1824,aal_spm12,svc_l1,ADNI,67,tangent,NA,0.65416667,117
1825,aal_spm12,svc_l2,ADNI,67,tangent,NA,0.76666667,117
1826,aal_spm12,ridge,ADNI,67,tangent,NA,0.77083333,117
1827,basc_scale122,svc_l1,ADNI,67,correlation,NA,0.74166667,122
1828,basc_scale122,svc_l2,ADNI,67,correlation,NA,0.63333333,122
1829,basc_scale122,ridge,ADNI,67,correlation,NA,0.63333333,122
1830,basc_scale122,svc_l1,ADNI,67,partial correlation,NA,0.43333333,122
1831,basc_scale122,svc_l2,ADNI,67,partial correlation,NA,0.51666667,122
1832,basc_scale122,ridge,ADNI,67,partial correlation,NA,0.52083333,122
1833,basc_scale122,svc_l1,ADNI,67,tangent,NA,0.67083333,122
1834,basc_scale122,svc_l2,ADNI,67,tangent,NA,0.63333333,122
1835,basc_scale122,ridge,ADNI,67,tangent,NA,0.64583333,122
1836,ho_cort_symm_split,svc_l1,ADNI,68,correlation,NA,0.69166667,96
1837,ho_cort_symm_split,svc_l2,ADNI,68,correlation,NA,0.71666667,96
1838,ho_cort_symm_split,ridge,ADNI,68,correlation,NA,0.69583333,96
1839,ho_cort_symm_split,svc_l1,ADNI,68,partial correlation,NA,0.42916667,96
1840,ho_cort_symm_split,svc_l2,ADNI,68,partial correlation,NA,0.60833333,96
1841,ho_cort_symm_split,ridge,ADNI,68,partial correlation,NA,0.60416667,96
1842,ho_cort_symm_split,svc_l1,ADNI,68,tangent,NA,0.40416667,96
1843,ho_cort_symm_split,svc_l2,ADNI,68,tangent,NA,0.75416667,96
1844,ho_cort_symm_split,ridge,ADNI,68,tangent,NA,0.76666667,96
1845,aal_spm12,svc_l1,ADNI,68,correlation,NA,0.63333333,117
1846,aal_spm12,svc_l2,ADNI,68,correlation,NA,0.7,117
1847,aal_spm12,ridge,ADNI,68,correlation,NA,0.70416667,117
1848,aal_spm12,svc_l1,ADNI,68,partial correlation,NA,0.54166667,117
1849,aal_spm12,svc_l2,ADNI,68,partial correlation,NA,0.55416667,117
1850,aal_spm12,ridge,ADNI,68,partial correlation,NA,0.5625,117
1851,aal_spm12,svc_l1,ADNI,68,tangent,NA,0.4625,117
1852,aal_spm12,svc_l2,ADNI,68,tangent,NA,0.65833333,117
1853,aal_spm12,ridge,ADNI,68,tangent,NA,0.65,117
1854,basc_scale122,svc_l1,ADNI,68,correlation,NA,0.6,122
1855,basc_scale122,svc_l2,ADNI,68,correlation,NA,0.73333333,122
1856,basc_scale122,ridge,ADNI,68,correlation,NA,0.72916667,122
1857,basc_scale122,svc_l1,ADNI,68,partial correlation,NA,0.59166667,122
1858,basc_scale122,svc_l2,ADNI,68,partial correlation,NA,0.67083333,122
1859,basc_scale122,ridge,ADNI,68,partial correlation,NA,0.66666667,122
1860,basc_scale122,svc_l1,ADNI,68,tangent,NA,0.70416667,122
1861,basc_scale122,svc_l2,ADNI,68,tangent,NA,0.7875,122
1862,basc_scale122,ridge,ADNI,68,tangent,NA,0.78333333,122
1863,ho_cort_symm_split,svc_l1,ADNI,69,correlation,NA,0.5625,96
1864,ho_cort_symm_split,svc_l2,ADNI,69,correlation,NA,0.58333333,96
1865,ho_cort_symm_split,ridge,ADNI,69,correlation,NA,0.5875,96
1866,ho_cort_symm_split,svc_l1,ADNI,69,partial correlation,NA,0.39166667,96
1867,ho_cort_symm_split,svc_l2,ADNI,69,partial correlation,NA,0.62083333,96
1868,ho_cort_symm_split,ridge,ADNI,69,partial correlation,NA,0.62083333,96
1869,ho_cort_symm_split,svc_l1,ADNI,69,tangent,NA,0.5625,96
1870,ho_cort_symm_split,svc_l2,ADNI,69,tangent,NA,0.62916667,96
1871,ho_cort_symm_split,ridge,ADNI,69,tangent,NA,0.61666667,96
1872,aal_spm12,svc_l1,ADNI,69,correlation,NA,0.69583333,117
1873,aal_spm12,svc_l2,ADNI,69,correlation,NA,0.65833333,117
1874,aal_spm12,ridge,ADNI,69,correlation,NA,0.65416667,117
1875,aal_spm12,svc_l1,ADNI,69,partial correlation,NA,0.55,117
1876,aal_spm12,svc_l2,ADNI,69,partial correlation,NA,0.5625,117
1877,aal_spm12,ridge,ADNI,69,partial correlation,NA,0.56666667,117
1878,aal_spm12,svc_l1,ADNI,69,tangent,NA,0.55,117
1879,aal_spm12,svc_l2,ADNI,69,tangent,NA,0.69166667,117
1880,aal_spm12,ridge,ADNI,69,tangent,NA,0.66666667,117
1881,basc_scale122,svc_l1,ADNI,69,correlation,NA,0.76666667,122
1882,basc_scale122,svc_l2,ADNI,69,correlation,NA,0.725,122
1883,basc_scale122,ridge,ADNI,69,correlation,NA,0.74166667,122
1884,basc_scale122,svc_l1,ADNI,69,partial correlation,NA,0.6,122
1885,basc_scale122,svc_l2,ADNI,69,partial correlation,NA,0.62083333,122
1886,basc_scale122,ridge,ADNI,69,partial correlation,NA,0.61666667,122
1887,basc_scale122,svc_l1,ADNI,69,tangent,NA,0.675,122
1888,basc_scale122,svc_l2,ADNI,69,tangent,NA,0.69583333,122
1889,basc_scale122,ridge,ADNI,69,tangent,NA,0.68333333,122
1890,ho_cort_symm_split,svc_l1,ADNI,70,correlation,NA,0.45,96
1891,ho_cort_symm_split,svc_l2,ADNI,70,correlation,NA,0.60833333,96
1892,ho_cort_symm_split,ridge,ADNI,70,correlation,NA,0.60416667,96
1893,ho_cort_symm_split,svc_l1,ADNI,70,partial correlation,NA,0.46666667,96
1894,ho_cort_symm_split,svc_l2,ADNI,70,partial correlation,NA,0.53333333,96
1895,ho_cort_symm_split,ridge,ADNI,70,partial correlation,NA,0.5375,96
1896,ho_cort_symm_split,svc_l1,ADNI,70,tangent,NA,0.57916667,96
1897,ho_cort_symm_split,svc_l2,ADNI,70,tangent,NA,0.6,96
1898,ho_cort_symm_split,ridge,ADNI,70,tangent,NA,0.6125,96
1899,aal_spm12,svc_l1,ADNI,70,correlation,NA,0.6625,117
1900,aal_spm12,svc_l2,ADNI,70,correlation,NA,0.675,117
1901,aal_spm12,ridge,ADNI,70,correlation,NA,0.6875,117
1902,aal_spm12,svc_l1,ADNI,70,partial correlation,NA,0.55,117
1903,aal_spm12,svc_l2,ADNI,70,partial correlation,NA,0.5375,117
1904,aal_spm12,ridge,ADNI,70,partial correlation,NA,0.5375,117
1905,aal_spm12,svc_l1,ADNI,70,tangent,NA,0.68333333,117
1906,aal_spm12,svc_l2,ADNI,70,tangent,NA,0.65,117
1907,aal_spm12,ridge,ADNI,70,tangent,NA,0.675,117
1908,basc_scale122,svc_l1,ADNI,70,correlation,NA,0.5875,122
1909,basc_scale122,svc_l2,ADNI,70,correlation,NA,0.60833333,122
1910,basc_scale122,ridge,ADNI,70,correlation,NA,0.6375,122
1911,basc_scale122,svc_l1,ADNI,70,partial correlation,NA,0.40833333,122
1912,basc_scale122,svc_l2,ADNI,70,partial correlation,NA,0.65416667,122
1913,basc_scale122,ridge,ADNI,70,partial correlation,NA,0.65416667,122
1914,basc_scale122,svc_l1,ADNI,70,tangent,NA,0.77083333,122
1915,basc_scale122,svc_l2,ADNI,70,tangent,NA,0.74583333,122
1916,basc_scale122,ridge,ADNI,70,tangent,NA,0.7625,122
1917,ho_cort_symm_split,svc_l1,ADNI,71,correlation,NA,0.56666667,96
1918,ho_cort_symm_split,svc_l2,ADNI,71,correlation,NA,0.73333333,96
1919,ho_cort_symm_split,ridge,ADNI,71,correlation,NA,0.74583333,96
1920,ho_cort_symm_split,svc_l1,ADNI,71,partial correlation,NA,0.45833333,96
1921,ho_cort_symm_split,svc_l2,ADNI,71,partial correlation,NA,0.45833333,96
1922,ho_cort_symm_split,ridge,ADNI,71,partial correlation,NA,0.46666667,96
1923,ho_cort_symm_split,svc_l1,ADNI,71,tangent,NA,0.72916667,96
1924,ho_cort_symm_split,svc_l2,ADNI,71,tangent,NA,0.61666667,96
1925,ho_cort_symm_split,ridge,ADNI,71,tangent,NA,0.63333333,96
1926,aal_spm12,svc_l1,ADNI,71,correlation,NA,0.81666667,117
1927,aal_spm12,svc_l2,ADNI,71,correlation,NA,0.84166667,117
1928,aal_spm12,ridge,ADNI,71,correlation,NA,0.85416667,117
1929,aal_spm12,svc_l1,ADNI,71,partial correlation,NA,0.625,117
1930,aal_spm12,svc_l2,ADNI,71,partial correlation,NA,0.42083333,117
1931,aal_spm12,ridge,ADNI,71,partial correlation,NA,0.425,117
1932,aal_spm12,svc_l1,ADNI,71,tangent,NA,0.57083333,117
1933,aal_spm12,svc_l2,ADNI,71,tangent,NA,0.55,117
1934,aal_spm12,ridge,ADNI,71,tangent,NA,0.56666667,117
1935,basc_scale122,svc_l1,ADNI,71,correlation,NA,0.72916667,122
1936,basc_scale122,svc_l2,ADNI,71,correlation,NA,0.825,122
1937,basc_scale122,ridge,ADNI,71,correlation,NA,0.8375,122
1938,basc_scale122,svc_l1,ADNI,71,partial correlation,NA,0.55833333,122
1939,basc_scale122,svc_l2,ADNI,71,partial correlation,NA,0.63333333,122
1940,basc_scale122,ridge,ADNI,71,partial correlation,NA,0.6375,122
1941,basc_scale122,svc_l1,ADNI,71,tangent,NA,0.66666667,122
1942,basc_scale122,svc_l2,ADNI,71,tangent,NA,0.77916667,122
1943,basc_scale122,ridge,ADNI,71,tangent,NA,0.81666667,122
1944,ho_cort_symm_split,svc_l1,ADNI,72,correlation,NA,0.65,96
1945,ho_cort_symm_split,svc_l2,ADNI,72,correlation,NA,0.49166667,96
1946,ho_cort_symm_split,ridge,ADNI,72,correlation,NA,0.5,96
1947,ho_cort_symm_split,svc_l1,ADNI,72,partial correlation,NA,0.41666667,96
1948,ho_cort_symm_split,svc_l2,ADNI,72,partial correlation,NA,0.82083333,96
1949,ho_cort_symm_split,ridge,ADNI,72,partial correlation,NA,0.82083333,96
1950,ho_cort_symm_split,svc_l1,ADNI,72,tangent,NA,0.52916667,96
1951,ho_cort_symm_split,svc_l2,ADNI,72,tangent,NA,0.75833333,96
1952,ho_cort_symm_split,ridge,ADNI,72,tangent,NA,0.74583333,96
1953,aal_spm12,svc_l1,ADNI,72,correlation,NA,0.475,117
1954,aal_spm12,svc_l2,ADNI,72,correlation,NA,0.5375,117
