,contrast,sign,task,x,y,z
492,reward,neg,hcp_gambling,27.0,-97.5,-15.0
493,reward,neg,hcp_gambling,33.0,-96.0,-6.0
494,reward,neg,hcp_gambling,-15.0,18.0,12.0
495,reward,neg,hcp_gambling,-9.0,13.5,13.5
496,reward,neg,hcp_gambling,-10.5,16.5,12.0
497,reward,neg,hcp_gambling,4.5,21.0,7.5
498,reward,neg,hcp_gambling,0.0,13.5,7.5
499,reward,neg,hcp_gambling,0.0,15.0,13.5
500,reward,neg,hcp_gambling,-49.5,36.0,12.0
501,reward,neg,hcp_gambling,-52.5,37.5,7.5
502,reward,neg,hcp_gambling,36.0,6.0,13.5
503,reward,neg,hcp_gambling,40.5,10.5,7.5
504,reward,neg,hcp_gambling,-36.0,-36.0,21.0
505,reward,neg,hcp_gambling,-42.0,-36.0,25.5
506,reward,neg,hcp_gambling,-34.5,3.0,13.5
507,reward,neg,hcp_gambling,12.0,46.5,24.0
508,reward,neg,hcp_gambling,10.5,51.0,25.5
509,reward,neg,hcp_gambling,-21.0,-43.5,-27.0
510,reward,neg,hcp_gambling,-57.0,-16.5,-28.5
511,reward,neg,hcp_gambling,-61.5,-22.5,-27.0
512,reward,neg,hcp_gambling,-60.0,-18.0,-24.0
513,reward,neg,hcp_gambling,-63.0,-51.0,34.5
514,reward,neg,hcp_gambling,-10.5,12.0,-3.0
515,reward,neg,hcp_gambling,-12.0,15.0,-10.5
516,reward,neg,hcp_gambling,-57.0,-7.5,30.0
517,reward,neg,hcp_gambling,52.5,-31.5,3.0
518,reward,neg,hcp_gambling,-16.5,30.0,1.42108547152e-14
519,reward,neg,hcp_gambling,57.0,15.0,-10.5
520,reward,neg,hcp_gambling,-10.5,3.0,39.0
521,reward,neg,hcp_gambling,-31.5,16.5,61.5
522,reward,neg,hcp_gambling,-28.5,18.0,54.0
523,reward,neg,hcp_gambling,60.0,-55.5,13.5
524,reward,neg,hcp_gambling,-31.5,18.0,-34.5
525,reward,neg,hcp_gambling,3.0,-1.5,1.42108547152e-14
526,reward,neg,hcp_gambling,4.5,-1.5,3.0
527,reward,neg,hcp_gambling,43.5,31.5,1.42108547152e-14
528,reward,neg,hcp_gambling,-6.0,-67.5,49.5
529,reward,neg,hcp_gambling,0.0,-66.0,-36.0
530,reward,neg,hcp_gambling,13.5,37.5,18.0
531,reward,neg,hcp_gambling,-30.0,34.5,31.5
532,reward,neg,hcp_gambling,28.5,18.0,-37.5
533,reward,neg,hcp_gambling,55.5,31.5,1.42108547152e-14
534,reward,neg,hcp_gambling,52.5,33.0,-1.5
535,reward,neg,hcp_gambling,-28.5,-40.5,-7.5
536,reward,neg,hcp_gambling,-27.0,-40.5,-12.0
537,reward,neg,hcp_gambling,-43.5,-27.0,24.0
538,reward,neg,hcp_gambling,-40.5,-27.0,21.0
539,reward,neg,hcp_gambling,-12.0,-6.0,21.0
540,reward,neg,hcp_gambling,60.0,-16.5,-33.0
541,reward,neg,hcp_gambling,-4.5,19.5,-4.5
542,reward,neg,hcp_gambling,-52.5,-15.0,54.0
543,reward,neg,hcp_gambling,-3.0,-2.84217094304e-14,-9.0
544,reward,neg,hcp_gambling,-36.0,-13.5,18.0
545,reward,neg,hcp_gambling,-39.0,-15.0,19.5
546,reward,neg,hcp_gambling,40.5,-54.0,18.0
547,reward,neg,hcp_gambling,42.0,-54.0,21.0
548,reward,neg,hcp_gambling,37.5,18.0,51.0
549,reward,neg,hcp_gambling,36.0,19.5,54.0
550,reward,neg,hcp_gambling,57.0,-27.0,40.5
551,reward,neg,hcp_gambling,-43.5,-15.0,36.0
552,reward,neg,hcp_gambling,-39.0,-15.0,34.5
553,reward,neg,hcp_gambling,6.0,-52.5,-48.0
554,reward,neg,hcp_gambling,15.0,-12.0,21.0
555,reward,neg,hcp_gambling,-7.5,-4.5,-10.5
556,reward,neg,hcp_gambling,-10.5,-49.5,-42.0
557,reward,neg,hcp_gambling,-34.5,6.0,-36.0
558,left_foot-avg,pos,hcp_motor,4.5,-22.5,73.5
559,left_foot-avg,pos,hcp_motor,7.5,-30.0,75.0
560,left_foot-avg,pos,hcp_motor,9.0,-18.0,78.0
561,left_foot-avg,pos,hcp_motor,12.0,-21.0,75.0
562,left_foot-avg,pos,hcp_motor,-9.0,-43.5,-24.0
563,left_foot-avg,pos,hcp_motor,-24.0,-34.5,-31.5
564,left_foot-avg,pos,hcp_motor,-13.5,-36.0,-25.5
565,left_foot-avg,pos,hcp_motor,-13.5,-39.0,-25.5
566,left_foot-avg,pos,hcp_motor,40.5,-25.5,19.5
567,left_foot-avg,pos,hcp_motor,48.0,-24.0,13.5
568,left_foot-avg,pos,hcp_motor,36.0,-24.0,15.0
569,left_foot-avg,pos,hcp_motor,63.0,-28.5,18.0
570,left_foot-avg,pos,hcp_motor,9.0,-15.0,49.5
571,left_foot-avg,pos,hcp_motor,6.0,-13.5,52.5
572,left_foot-avg,pos,hcp_motor,6.0,-6.0,51.0
573,left_foot-avg,pos,hcp_motor,4.5,3.0,51.0
574,left_foot-avg,pos,hcp_motor,-4.5,34.5,21.0
575,left_foot-avg,pos,hcp_motor,3.0,30.0,16.5
576,left_foot-avg,pos,hcp_motor,0.0,33.0,13.5
577,left_foot-avg,pos,hcp_motor,-3.0,31.5,10.5
578,left_foot-avg,pos,hcp_motor,-3.0,54.0,36.0
579,left_foot-avg,pos,hcp_motor,-3.0,51.0,45.0
580,left_foot-avg,pos,hcp_motor,-58.5,-39.0,19.5
581,left_foot-avg,pos,hcp_motor,-51.0,-36.0,16.5
582,left_foot-avg,pos,hcp_motor,-51.0,-31.5,16.5
583,left_foot-avg,pos,hcp_motor,-36.0,22.5,-15.0
584,left_foot-avg,pos,hcp_motor,1.5,45.0,12.0
585,left_foot-avg,pos,hcp_motor,-3.0,43.5,10.5
586,left_foot-avg,pos,hcp_motor,-1.5,34.5,34.5
587,left_foot-avg,pos,hcp_motor,-1.5,31.5,39.0
588,left_foot-avg,pos,hcp_motor,-4.5,37.5,36.0
589,left_foot-avg,pos,hcp_motor,-58.5,-46.5,25.5
590,left_foot-avg,pos,hcp_motor,-55.5,-48.0,30.0
591,left_foot-avg,pos,hcp_motor,-40.5,-90.0,4.5
592,left_foot-avg,pos,hcp_motor,12.0,12.0,16.5
593,left_foot-avg,pos,hcp_motor,15.0,7.5,16.5
594,left_foot-avg,pos,hcp_motor,-7.5,27.0,34.5
595,left_foot-avg,pos,hcp_motor,-1.5,21.0,33.0
596,left_foot-avg,pos,hcp_motor,-7.5,22.5,33.0
597,left_foot-avg,pos,hcp_motor,-28.5,43.5,36.0
598,left_foot-avg,pos,hcp_motor,3.0,15.0,63.0
599,left_foot-avg,pos,hcp_motor,3.0,13.5,60.0
600,left_foot-avg,pos,hcp_motor,3.0,15.0,57.0
601,left_foot-avg,pos,hcp_motor,-57.0,3.0,3.0
602,left_foot-avg,pos,hcp_motor,-54.0,7.5,7.5
603,left_foot-avg,pos,hcp_motor,4.5,36.0,55.5
604,left_foot-avg,pos,hcp_motor,4.5,37.5,49.5
605,left_foot-avg,pos,hcp_motor,4.5,37.5,45.0
606,left_foot-avg,pos,hcp_motor,10.5,-40.5,55.5
607,left_foot-avg,pos,hcp_motor,10.5,-37.5,57.0
608,left_foot-avg,pos,hcp_motor,1.5,24.0,34.5
609,left_foot-avg,pos,hcp_motor,3.0,27.0,30.0
610,left_foot-avg,pos,hcp_motor,1.5,-46.5,27.0
611,left_foot-avg,pos,hcp_motor,1.5,-51.0,31.5
612,left_foot-avg,pos,hcp_motor,-1.5,18.0,24.0
613,left_foot-avg,pos,hcp_motor,0.0,21.0,18.0
614,left_foot-avg,pos,hcp_motor,49.5,-3.0,4.5
615,left_foot-avg,pos,hcp_motor,51.0,3.0,6.0
616,left_foot-avg,pos,hcp_motor,45.0,-15.0,4.5
617,left_foot-avg,pos,hcp_motor,-4.5,16.5,51.0
618,left_foot-avg,pos,hcp_motor,-6.0,19.5,54.0
619,left_foot-avg,pos,hcp_motor,42.0,34.5,33.0
620,left_foot-avg,pos,hcp_motor,-51.0,9.0,3.0
621,left_foot-avg,pos,hcp_motor,4.5,12.0,30.0
622,left_foot-avg,pos,hcp_motor,-48.0,-3.0,6.0
623,left_foot-avg,pos,hcp_motor,4.5,39.0,-9.0
624,left_foot-avg,pos,hcp_motor,-10.5,-49.5,7.5
625,left_foot-avg,pos,hcp_motor,-9.0,-2.84217094304e-14,37.5
626,left_foot-avg,pos,hcp_motor,-10.5,4.5,36.0
627,left_foot-avg,neg,hcp_motor,18.0,-55.5,-10.5
628,left_foot-avg,neg,hcp_motor,19.5,-52.5,-28.5
629,left_foot-avg,neg,hcp_motor,13.5,-63.0,-21.0
630,left_foot-avg,neg,hcp_motor,24.0,-54.0,-24.0
631,left_foot-avg,neg,hcp_motor,-63.0,-18.0,33.0
632,left_foot-avg,neg,hcp_motor,-60.0,-21.0,37.5
633,left_foot-avg,neg,hcp_motor,-67.5,-13.5,24.0
634,left_foot-avg,neg,hcp_motor,-66.0,-16.5,28.5
635,left_foot-avg,neg,hcp_motor,60.0,-16.5,37.5
636,left_foot-avg,neg,hcp_motor,60.0,-6.0,25.5
637,left_foot-avg,neg,hcp_motor,52.5,-4.5,30.0
638,left_foot-avg,neg,hcp_motor,61.5,-9.0,25.5
639,left_foot-avg,neg,hcp_motor,-16.5,-63.0,-28.5
640,left_foot-avg,neg,hcp_motor,-19.5,-60.0,-21.0
641,left_foot-avg,neg,hcp_motor,-10.5,-57.0,-15.0
642,left_foot-avg,neg,hcp_motor,-21.0,-67.5,-18.0
643,left_foot-avg,neg,hcp_motor,34.5,-22.5,51.0
644,left_foot-avg,neg,hcp_motor,37.5,-27.0,64.5
645,left_foot-avg,neg,hcp_motor,43.5,-19.5,63.0
646,left_foot-avg,neg,hcp_motor,46.5,-16.5,61.5
647,left_foot-avg,neg,hcp_motor,-36.0,-31.5,57.0
648,left_foot-avg,neg,hcp_motor,-39.0,-30.0,51.0
649,left_foot-avg,neg,hcp_motor,24.0,-81.0,-16.5
650,left_foot-avg,neg,hcp_motor,25.5,-87.0,-19.5
651,left_foot-avg,neg,hcp_motor,-36.0,-15.0,69.0
652,left_foot-avg,neg,hcp_motor,-33.0,-18.0,70.5
653,left_foot-avg,neg,hcp_motor,-43.5,-21.0,60.0
654,left_foot-avg,neg,hcp_motor,25.5,54.0,-3.0
655,left_foot-avg,neg,hcp_motor,-10.5,-39.0,73.5
656,left_foot-avg,neg,hcp_motor,-4.5,-34.5,73.5
657,left_foot-avg,neg,hcp_motor,-33.0,-28.5,64.5
658,left_foot-avg,neg,hcp_motor,-34.5,-24.0,64.5
659,left_foot-avg,neg,hcp_motor,-37.5,-22.5,67.5
660,left_foot-avg,neg,hcp_motor,40.5,-40.5,52.5
661,left_foot-avg,neg,hcp_motor,-55.5,-25.5,54.0
662,left_foot-avg,neg,hcp_motor,-52.5,-25.5,54.0
663,left_foot-avg,neg,hcp_motor,34.5,-30.0,46.5
664,left_foot-avg,neg,hcp_motor,-39.0,-12.0,60.0
665,left_foot-avg,neg,hcp_motor,25.5,-12.0,-18.0
666,left_foot-avg,neg,hcp_motor,63.0,-45.0,1.42108547152e-14
667,left_hand-avg,pos,hcp_motor,33.0,-27.0,55.5
668,left_hand-avg,pos,hcp_motor,51.0,-24.0,52.5
669,left_hand-avg,pos,hcp_motor,51.0,-22.5,55.5
670,left_hand-avg,pos,hcp_motor,40.5,-25.5,60.0
671,left_hand-avg,pos,hcp_motor,-27.0,-48.0,-28.5
672,left_hand-avg,pos,hcp_motor,-22.5,-51.0,-24.0
673,left_hand-avg,pos,hcp_motor,-3.0,-64.5,-21.0
674,left_hand-avg,pos,hcp_motor,-12.0,-51.0,-7.5
675,left_hand-avg,pos,hcp_motor,-6.0,-69.0,-39.0
676,left_hand-avg,pos,hcp_motor,-45.0,-70.5,-7.5
677,left_hand-avg,pos,hcp_motor,42.0,-18.0,19.5
678,left_hand-avg,pos,hcp_motor,-30.0,-79.5,-24.0
679,left_hand-avg,pos,hcp_motor,-46.5,-81.0,-13.5
680,left_hand-avg,neg,hcp_motor,-58.5,-7.5,12.0
681,left_hand-avg,neg,hcp_motor,-57.0,-9.0,33.0
682,left_hand-avg,neg,hcp_motor,-58.5,-6.0,34.5
683,left_hand-avg,neg,hcp_motor,-58.5,-12.0,33.0
684,left_hand-avg,neg,hcp_motor,-15.0,-51.0,73.5
685,left_hand-avg,neg,hcp_motor,-22.5,-58.5,69.0
686,left_hand-avg,neg,hcp_motor,-13.5,-46.5,78.0
687,left_hand-avg,neg,hcp_motor,-33.0,-28.5,61.5
688,left_hand-avg,neg,hcp_motor,54.0,-7.5,33.0
689,left_hand-avg,neg,hcp_motor,60.0,-9.0,28.5
690,left_hand-avg,neg,hcp_motor,61.5,-1.5,34.5
691,left_hand-avg,neg,hcp_motor,55.5,-10.5,30.0
692,left_hand-avg,neg,hcp_motor,-18.0,-22.5,75.0
693,left_hand-avg,neg,hcp_motor,-1.5,-19.5,70.5
694,left_hand-avg,neg,hcp_motor,-10.5,-21.0,78.0
695,left_hand-avg,neg,hcp_motor,-7.5,-15.0,76.5
696,left_hand-avg,neg,hcp_motor,-31.5,-39.0,64.5
697,left_hand-avg,neg,hcp_motor,-27.0,-46.5,69.0
698,left_hand-avg,neg,hcp_motor,-30.0,-42.0,63.0
699,left_hand-avg,neg,hcp_motor,-31.5,-33.0,61.5
700,left_hand-avg,neg,hcp_motor,-57.0,-24.0,13.5
701,left_hand-avg,neg,hcp_motor,16.5,-61.5,-21.0
702,left_hand-avg,neg,hcp_motor,10.5,-58.5,-13.5
703,left_hand-avg,neg,hcp_motor,21.0,-61.5,-22.5
704,left_hand-avg,neg,hcp_motor,9.0,-64.5,-22.5
705,left_hand-avg,neg,hcp_motor,-22.5,-60.0,58.5
706,left_hand-avg,neg,hcp_motor,-30.0,-61.5,58.5
707,left_hand-avg,neg,hcp_motor,-27.0,-69.0,58.5
708,left_hand-avg,neg,hcp_motor,18.0,-40.5,-19.5
709,left_hand-avg,neg,hcp_motor,25.5,-43.5,-27.0
710,left_hand-avg,neg,hcp_motor,22.5,-48.0,-22.5
711,left_hand-avg,neg,hcp_motor,15.0,-46.5,-19.5
712,left_hand-avg,neg,hcp_motor,-46.5,-34.5,19.5
713,left_hand-avg,neg,hcp_motor,-51.0,-34.5,18.0
714,left_hand-avg,neg,hcp_motor,-25.5,-19.5,72.0
715,left_hand-avg,neg,hcp_motor,-19.5,-16.5,67.5
716,left_hand-avg,neg,hcp_motor,55.5,9.0,7.5
717,left_hand-avg,neg,hcp_motor,57.0,6.0,3.0
718,left_hand-avg,neg,hcp_motor,-33.0,-9.0,-7.5
719,left_hand-avg,neg,hcp_motor,-48.0,-24.0,18.0
720,left_hand-avg,neg,hcp_motor,-40.5,-25.5,18.0
721,left_hand-avg,neg,hcp_motor,-42.0,-21.0,19.5
722,left_hand-avg,neg,hcp_motor,-42.0,-9.0,6.0
723,left_hand-avg,neg,hcp_motor,-40.5,-6.0,1.5
724,left_hand-avg,neg,hcp_motor,-42.0,-61.5,33.0
725,left_hand-avg,neg,hcp_motor,-39.0,-60.0,37.5
726,left_hand-avg,neg,hcp_motor,-42.0,-60.0,39.0
727,left_hand-avg,neg,hcp_motor,16.5,-64.5,57.0
728,left_hand-avg,neg,hcp_motor,15.0,-64.5,64.5
729,left_hand-avg,neg,hcp_motor,-13.5,10.5,64.5
730,left_hand-avg,neg,hcp_motor,-4.5,-46.5,-18.0
731,left_hand-avg,neg,hcp_motor,-6.0,-45.0,-22.5
732,left_hand-avg,neg,hcp_motor,9.0,-52.5,70.5
733,left_hand-avg,neg,hcp_motor,-36.0,-24.0,12.0
734,left_hand-avg,neg,hcp_motor,-37.5,6.0,42.0
735,left_hand-avg,neg,hcp_motor,42.0,52.5,4.5
736,left_hand-avg,neg,hcp_motor,-21.0,4.5,63.0
737,left_hand-avg,neg,hcp_motor,-4.5,1.5,48.0
738,left_hand-avg,neg,hcp_motor,-48.0,-46.5,25.5
739,left_hand-avg,neg,hcp_motor,55.5,3.0,-22.5
740,left_hand-avg,neg,hcp_motor,-39.0,-58.5,49.5
741,left_hand-avg,neg,hcp_motor,4.5,-45.0,70.5
742,right_foot-avg,pos,hcp_motor,-7.5,-48.0,75.0
743,right_foot-avg,pos,hcp_motor,-10.5,-46.5,72.0
744,right_foot-avg,pos,hcp_motor,-4.5,-28.5,76.5
745,right_foot-avg,pos,hcp_motor,-3.0,-36.0,70.5
746,right_foot-avg,pos,hcp_motor,27.0,-34.5,-31.5
747,right_foot-avg,pos,hcp_motor,18.0,-37.5,-24.0
748,right_foot-avg,pos,hcp_motor,12.0,-42.0,-25.5
749,right_foot-avg,pos,hcp_motor,28.5,-40.5,-28.5
750,right_foot-avg,pos,hcp_motor,-61.5,-30.0,15.0
751,right_foot-avg,pos,hcp_motor,-57.0,-25.5,12.0
752,right_foot-avg,pos,hcp_motor,-51.0,-27.0,15.0
753,right_foot-avg,pos,hcp_motor,-48.0,-30.0,19.5
754,right_foot-avg,pos,hcp_motor,-4.5,-7.5,49.5
755,right_foot-avg,pos,hcp_motor,-4.5,1.5,51.0
756,right_foot-avg,pos,hcp_motor,-51.0,-3.0,7.5
757,right_foot-avg,pos,hcp_motor,-39.0,-1.5,13.5
758,right_foot-avg,pos,hcp_motor,-36.0,1.5,10.5
759,right_foot-avg,pos,hcp_motor,-51.0,-4.26325641456e-14,3.0
760,right_foot-avg,pos,hcp_motor,27.0,-94.5,12.0
761,right_foot-avg,pos,hcp_motor,25.5,-97.5,18.0
762,right_foot-avg,pos,hcp_motor,28.5,-90.0,9.0
763,right_foot-avg,pos,hcp_motor,28.5,-88.5,22.5
764,right_foot-avg,pos,hcp_motor,27.0,-88.5,27.0
765,right_foot-avg,pos,hcp_motor,28.5,-84.0,27.0
766,right_foot-avg,pos,hcp_motor,19.5,-82.5,40.5
767,right_foot-avg,pos,hcp_motor,21.0,-82.5,45.0
768,right_foot-avg,pos,hcp_motor,-48.0,-34.5,24.0
769,right_foot-avg,pos,hcp_motor,-7.5,-75.0,21.0
770,right_foot-avg,pos,hcp_motor,-7.5,-76.5,18.0
771,right_foot-avg,pos,hcp_motor,-7.5,-73.5,18.0
772,right_foot-avg,pos,hcp_motor,-43.5,-46.5,-39.0
773,right_foot-avg,pos,hcp_motor,48.0,-58.5,-34.5
774,right_foot-avg,pos,hcp_motor,-10.5,-78.0,9.0
775,right_foot-avg,pos,hcp_motor,-9.0,-75.0,-4.5
776,right_foot-avg,pos,hcp_motor,1.5,-55.5,-18.0
777,right_foot-avg,pos,hcp_motor,4.5,-51.0,-15.0
778,right_foot-avg,pos,hcp_motor,12.0,-78.0,-7.5
779,right_foot-avg,pos,hcp_motor,7.5,-78.0,-7.5
780,right_foot-avg,pos,hcp_motor,0.0,-76.5,-30.0
781,right_foot-avg,pos,hcp_motor,-9.0,-39.0,49.5
782,right_foot-avg,pos,hcp_motor,-7.5,-42.0,49.5
783,right_foot-avg,pos,hcp_motor,49.5,-31.5,21.0
784,right_foot-avg,neg,hcp_motor,39.0,-22.5,52.5
785,right_foot-avg,neg,hcp_motor,57.0,-19.5,48.0
786,right_foot-avg,neg,hcp_motor,66.0,-10.5,28.5
787,right_foot-avg,neg,hcp_motor,45.0,-15.0,58.5
788,right_foot-avg,neg,hcp_motor,-54.0,-9.0,31.5
789,right_foot-avg,neg,hcp_motor,-60.0,-15.0,37.5
790,right_foot-avg,neg,hcp_motor,-57.0,-12.0,31.5
791,right_foot-avg,neg,hcp_motor,-54.0,-13.5,28.5
792,right_foot-avg,neg,hcp_motor,-19.5,-60.0,-19.5
793,right_foot-avg,neg,hcp_motor,-15.0,-66.0,-19.5
794,right_foot-avg,neg,hcp_motor,-16.5,-66.0,-24.0
795,right_foot-avg,neg,hcp_motor,-15.0,-61.5,-19.5
796,right_foot-avg,neg,hcp_motor,-40.5,-30.0,66.0
797,right_foot-avg,neg,hcp_motor,-43.5,-28.5,58.5
798,right_foot-avg,neg,hcp_motor,-39.0,-24.0,63.0
799,right_foot-avg,neg,hcp_motor,-39.0,-31.5,58.5
800,right_foot-avg,neg,hcp_motor,18.0,-55.5,-18.0
801,right_foot-avg,neg,hcp_motor,16.5,-58.5,-22.5
802,right_foot-avg,neg,hcp_motor,21.0,-52.5,-19.5
803,right_foot-avg,neg,hcp_motor,24.0,-58.5,-25.5
804,right_foot-avg,neg,hcp_motor,-1.5,-66.0,-16.5
805,right_foot-avg,neg,hcp_motor,-34.5,15.0,54.0
806,right_foot-avg,neg,hcp_motor,-36.0,16.5,57.0
807,right_foot-avg,neg,hcp_motor,16.5,-67.5,-19.5
808,right_foot-avg,neg,hcp_motor,-54.0,-67.5,24.0
809,right_foot-avg,neg,hcp_motor,33.0,-48.0,58.5
810,right_foot-avg,neg,hcp_motor,-60.0,-39.0,-15.0
811,right_foot-avg,neg,hcp_motor,37.5,-10.5,13.5
812,right_foot-avg,neg,hcp_motor,37.5,-34.5,43.5
813,right_foot-avg,neg,hcp_motor,-48.0,13.5,46.5
814,right_foot-avg,neg,hcp_motor,49.5,-10.5,7.5
815,right_foot-avg,neg,hcp_motor,34.5,-46.5,66.0
816,right_foot-avg,neg,hcp_motor,-33.0,42.0,-10.5
817,right_hand-avg,pos,hcp_motor,-36.0,-33.0,63.0
818,right_hand-avg,pos,hcp_motor,-42.0,-22.5,58.5
819,right_hand-avg,pos,hcp_motor,-45.0,-27.0,60.0
820,right_hand-avg,pos,hcp_motor,-37.5,-28.5,69.0
821,right_hand-avg,pos,hcp_motor,18.0,-49.5,-22.5
822,right_hand-avg,pos,hcp_motor,33.0,-45.0,-30.0
823,right_hand-avg,pos,hcp_motor,25.5,-51.0,-25.5
824,right_hand-avg,pos,hcp_motor,12.0,-55.5,-13.5
825,right_hand-avg,pos,hcp_motor,6.0,-63.0,-36.0
826,right_hand-avg,pos,hcp_motor,10.5,-64.5,-48.0
827,right_hand-avg,pos,hcp_motor,9.0,-63.0,-43.5
828,right_hand-avg,pos,hcp_motor,7.5,-57.0,-46.5
829,right_hand-avg,pos,hcp_motor,-4.5,-16.5,57.0
830,right_hand-avg,pos,hcp_motor,-3.0,-24.0,55.5
831,right_hand-avg,pos,hcp_motor,-1.5,-84.0,-15.0
832,right_hand-avg,pos,hcp_motor,-3.0,-88.5,-12.0
833,right_hand-avg,pos,hcp_motor,3.0,-63.0,30.0
834,right_hand-avg,pos,hcp_motor,4.5,-58.5,31.5
835,right_hand-avg,pos,hcp_motor,-12.0,-22.5,10.5
836,right_hand-avg,pos,hcp_motor,-15.0,-25.5,7.5
837,right_hand-avg,pos,hcp_motor,-43.5,-21.0,18.0
838,right_hand-avg,pos,hcp_motor,-48.0,-19.5,18.0
839,right_hand-avg,pos,hcp_motor,24.0,-79.5,-18.0
840,right_hand-avg,pos,hcp_motor,22.5,-57.0,-46.5
841,right_hand-avg,pos,hcp_motor,3.0,25.5,-12.0
842,right_hand-avg,pos,hcp_motor,1.5,28.5,-15.0
843,right_hand-avg,pos,hcp_motor,-6.0,46.5,-24.0
844,right_hand-avg,pos,hcp_motor,45.0,-43.5,-36.0
845,right_hand-avg,pos,hcp_motor,46.5,-46.5,-36.0
846,right_hand-avg,neg,hcp_motor,52.5,-9.0,34.5
847,right_hand-avg,neg,hcp_motor,55.5,-7.5,34.5
848,right_hand-avg,neg,hcp_motor,61.5,-4.5,31.5
849,right_hand-avg,neg,hcp_motor,61.5,-3.0,25.5
850,right_hand-avg,neg,hcp_motor,-55.5,-10.5,37.5
851,right_hand-avg,neg,hcp_motor,-45.0,-12.0,34.5
852,right_hand-avg,neg,hcp_motor,-58.5,3.0,27.0
853,right_hand-avg,neg,hcp_motor,-66.0,-13.5,28.5
854,right_hand-avg,neg,hcp_motor,9.0,-55.5,67.5
855,right_hand-avg,neg,hcp_motor,9.0,-55.5,72.0
856,right_hand-avg,neg,hcp_motor,24.0,-43.5,66.0
857,right_hand-avg,neg,hcp_motor,24.0,-40.5,60.0
858,right_hand-avg,neg,hcp_motor,-19.5,-66.0,-21.0
859,right_hand-avg,neg,hcp_motor,-13.5,-64.5,-18.0
860,right_hand-avg,neg,hcp_motor,-15.0,-61.5,-25.5
861,right_hand-avg,neg,hcp_motor,-24.0,-61.5,-30.0
862,right_hand-avg,neg,hcp_motor,48.0,-33.0,21.0
863,right_hand-avg,neg,hcp_motor,48.0,-25.5,25.5
864,right_hand-avg,neg,hcp_motor,54.0,-28.5,13.5
865,right_hand-avg,neg,hcp_motor,54.0,-24.0,15.0
866,right_hand-avg,neg,hcp_motor,7.5,-19.5,78.0
867,right_hand-avg,neg,hcp_motor,3.0,-30.0,75.0
868,right_hand-avg,neg,hcp_motor,9.0,-24.0,75.0
869,right_hand-avg,neg,hcp_motor,7.5,-13.5,72.0
870,right_hand-avg,neg,hcp_motor,66.0,-30.0,16.5
871,right_hand-avg,neg,hcp_motor,-13.5,-48.0,70.5
872,right_hand-avg,neg,hcp_motor,-9.0,-42.0,69.0
873,right_hand-avg,neg,hcp_motor,-7.5,-48.0,75.0
874,right_hand-avg,neg,hcp_motor,-7.5,-46.5,70.5
875,right_hand-avg,neg,hcp_motor,33.0,-33.0,54.0
876,right_hand-avg,neg,hcp_motor,34.5,-28.5,60.0
877,right_hand-avg,neg,hcp_motor,36.0,-30.0,63.0
878,right_hand-avg,neg,hcp_motor,36.0,-33.0,61.5
879,right_hand-avg,neg,hcp_motor,-24.0,-42.0,-22.5
880,right_hand-avg,neg,hcp_motor,-22.5,-33.0,-21.0
881,right_hand-avg,neg,hcp_motor,27.0,-25.5,66.0
882,right_hand-avg,neg,hcp_motor,31.5,-31.5,72.0
883,right_hand-avg,neg,hcp_motor,-15.0,-69.0,64.5
884,right_hand-avg,neg,hcp_motor,-16.5,-66.0,58.5
885,right_hand-avg,neg,hcp_motor,-15.0,-70.5,60.0
886,right_hand-avg,neg,hcp_motor,16.5,-37.5,-24.0
887,right_hand-avg,neg,hcp_motor,10.5,-64.5,-49.5
888,right_hand-avg,neg,hcp_motor,7.5,-57.0,-49.5
889,right_hand-avg,neg,hcp_motor,28.5,18.0,-37.5
890,right_hand-avg,neg,hcp_motor,33.0,13.5,-34.5
891,right_hand-avg,neg,hcp_motor,60.0,1.5,3.0
892,right_hand-avg,neg,hcp_motor,54.0,3.0,1.5
893,right_hand-avg,neg,hcp_motor,-43.5,40.5,-15.0
894,right_hand-avg,neg,hcp_motor,39.0,-1.5,-4.5
895,right_hand-avg,neg,hcp_motor,-27.0,-34.5,-31.5
896,right_hand-avg,neg,hcp_motor,33.0,-25.5,-19.5
897,right_hand-avg,neg,hcp_motor,-52.5,-1.5,6.0
898,right_hand-avg,neg,hcp_motor,6.0,-13.5,51.0
899,right_hand-avg,neg,hcp_motor,42.0,19.5,-33.0
900,right_hand-avg,neg,hcp_motor,43.5,24.0,-33.0
901,tongue-avg,pos,hcp_motor,-58.5,-12.0,31.5
902,tongue-avg,pos,hcp_motor,-55.5,-9.0,31.5
903,tongue-avg,pos,hcp_motor,-60.0,-16.5,31.5
904,tongue-avg,pos,hcp_motor,-55.5,-9.0,36.0
905,tongue-avg,pos,hcp_motor,58.5,-10.5,28.5
906,tongue-avg,pos,hcp_motor,63.0,-13.5,33.0
907,tongue-avg,pos,hcp_motor,67.5,-10.5,15.0
908,tongue-avg,pos,hcp_motor,67.5,-10.5,18.0
909,tongue-avg,pos,hcp_motor,-16.5,-66.0,-21.0
910,tongue-avg,pos,hcp_motor,-21.0,-63.0,-24.0
911,tongue-avg,pos,hcp_motor,-22.5,-70.5,-22.5
912,tongue-avg,pos,hcp_motor,-25.5,-66.0,-30.0
913,tongue-avg,pos,hcp_motor,19.5,-66.0,-19.5
914,tongue-avg,pos,hcp_motor,15.0,-67.5,-19.5
