,Unnamed: 0,atlas,classifier,compcor_10,connectome_regress,dataset,dimensionality,iter_shuffle_split,measure,min_region_size_in_mm3,motion_regress,n_regions,region_extraction,scores,scoring,smoothing_fwhm
596,596,dictlearn,ridge,yes,no,COBRE,40,66,correlation,1500,yes,100,yes,[ 0.890625],roc_auc,6.0
597,597,dictlearn,svc_l1,yes,no,COBRE,40,66,partial correlation,1500,yes,100,yes,[ 0.471875],roc_auc,6.0
598,598,dictlearn,svc_l2,yes,no,COBRE,40,66,partial correlation,1500,yes,100,yes,[ 0.79375],roc_auc,6.0
599,599,dictlearn,ridge,yes,no,COBRE,40,66,partial correlation,1500,yes,100,yes,[ 0.796875],roc_auc,6.0
600,600,dictlearn,svc_l1,yes,no,COBRE,40,66,tangent,1500,yes,100,yes,[ 0.6375],roc_auc,6.0
601,601,dictlearn,svc_l2,yes,no,COBRE,40,66,tangent,1500,yes,100,yes,[ 0.9375],roc_auc,6.0
602,602,dictlearn,ridge,yes,no,COBRE,40,66,tangent,1500,yes,100,yes,[ 0.9375],roc_auc,6.0
603,603,dictlearn,svc_l1,yes,no,COBRE,40,67,correlation,1500,yes,107,yes,[ 0.759375],roc_auc,6.0
604,604,dictlearn,svc_l2,yes,no,COBRE,40,67,correlation,1500,yes,107,yes,[ 0.803125],roc_auc,6.0
605,605,dictlearn,ridge,yes,no,COBRE,40,67,correlation,1500,yes,107,yes,[ 0.8],roc_auc,6.0
606,606,dictlearn,svc_l1,yes,no,COBRE,40,67,partial correlation,1500,yes,107,yes,[ 0.765625],roc_auc,6.0
607,607,dictlearn,svc_l2,yes,no,COBRE,40,67,partial correlation,1500,yes,107,yes,[ 0.753125],roc_auc,6.0
608,608,dictlearn,ridge,yes,no,COBRE,40,67,partial correlation,1500,yes,107,yes,[ 0.753125],roc_auc,6.0
609,609,dictlearn,svc_l1,yes,no,COBRE,40,67,tangent,1500,yes,107,yes,[ 0.73125],roc_auc,6.0
610,610,dictlearn,svc_l2,yes,no,COBRE,40,67,tangent,1500,yes,107,yes,[ 0.821875],roc_auc,6.0
611,611,dictlearn,ridge,yes,no,COBRE,40,67,tangent,1500,yes,107,yes,[ 0.821875],roc_auc,6.0
612,612,dictlearn,svc_l1,yes,no,COBRE,40,68,correlation,1500,yes,115,yes,[ 0.728125],roc_auc,6.0
613,613,dictlearn,svc_l2,yes,no,COBRE,40,68,correlation,1500,yes,115,yes,[ 0.771875],roc_auc,6.0
614,614,dictlearn,ridge,yes,no,COBRE,40,68,correlation,1500,yes,115,yes,[ 0.771875],roc_auc,6.0
615,615,dictlearn,svc_l1,yes,no,COBRE,40,68,partial correlation,1500,yes,115,yes,[ 0.55625],roc_auc,6.0
616,616,dictlearn,svc_l2,yes,no,COBRE,40,68,partial correlation,1500,yes,115,yes,[ 0.875],roc_auc,6.0
617,617,dictlearn,ridge,yes,no,COBRE,40,68,partial correlation,1500,yes,115,yes,[ 0.875],roc_auc,6.0
618,618,dictlearn,svc_l1,yes,no,COBRE,40,68,tangent,1500,yes,115,yes,[ 0.534375],roc_auc,6.0
619,619,dictlearn,svc_l2,yes,no,COBRE,40,68,tangent,1500,yes,115,yes,[ 0.853125],roc_auc,6.0
620,620,dictlearn,ridge,yes,no,COBRE,40,68,tangent,1500,yes,115,yes,[ 0.853125],roc_auc,6.0
621,621,dictlearn,svc_l1,yes,no,COBRE,40,69,correlation,1500,yes,114,yes,[ 0.721875],roc_auc,6.0
622,622,dictlearn,svc_l2,yes,no,COBRE,40,69,correlation,1500,yes,114,yes,[ 0.865625],roc_auc,6.0
623,623,dictlearn,ridge,yes,no,COBRE,40,69,correlation,1500,yes,114,yes,[ 0.86875],roc_auc,6.0
624,624,dictlearn,svc_l1,yes,no,COBRE,40,69,partial correlation,1500,yes,114,yes,[ 0.684375],roc_auc,6.0
625,625,dictlearn,svc_l2,yes,no,COBRE,40,69,partial correlation,1500,yes,114,yes,[ 0.915625],roc_auc,6.0
626,626,dictlearn,ridge,yes,no,COBRE,40,69,partial correlation,1500,yes,114,yes,[ 0.9125],roc_auc,6.0
627,627,dictlearn,svc_l1,yes,no,COBRE,40,69,tangent,1500,yes,114,yes,[ 0.675],roc_auc,6.0
628,628,dictlearn,svc_l2,yes,no,COBRE,40,69,tangent,1500,yes,114,yes,[ 0.946875],roc_auc,6.0
629,629,dictlearn,ridge,yes,no,COBRE,40,69,tangent,1500,yes,114,yes,[ 0.946875],roc_auc,6.0
630,630,dictlearn,svc_l1,yes,no,COBRE,40,70,correlation,1500,yes,110,yes,[ 0.73125],roc_auc,6.0
631,631,dictlearn,svc_l2,yes,no,COBRE,40,70,correlation,1500,yes,110,yes,[ 0.7875],roc_auc,6.0
632,632,dictlearn,ridge,yes,no,COBRE,40,70,correlation,1500,yes,110,yes,[ 0.778125],roc_auc,6.0
633,633,dictlearn,svc_l1,yes,no,COBRE,40,70,partial correlation,1500,yes,110,yes,[ 0.675],roc_auc,6.0
634,634,dictlearn,svc_l2,yes,no,COBRE,40,70,partial correlation,1500,yes,110,yes,[ 0.90625],roc_auc,6.0
635,635,dictlearn,ridge,yes,no,COBRE,40,70,partial correlation,1500,yes,110,yes,[ 0.909375],roc_auc,6.0
636,636,dictlearn,svc_l1,yes,no,COBRE,40,70,tangent,1500,yes,110,yes,[ 0.78125],roc_auc,6.0
637,637,dictlearn,svc_l2,yes,no,COBRE,40,70,tangent,1500,yes,110,yes,[ 0.91875],roc_auc,6.0
638,638,dictlearn,ridge,yes,no,COBRE,40,70,tangent,1500,yes,110,yes,[ 0.921875],roc_auc,6.0
639,639,dictlearn,svc_l1,yes,no,COBRE,40,71,correlation,1500,yes,101,yes,[ 0.74375],roc_auc,6.0
640,640,dictlearn,svc_l2,yes,no,COBRE,40,71,correlation,1500,yes,101,yes,[ 0.890625],roc_auc,6.0
641,641,dictlearn,ridge,yes,no,COBRE,40,71,correlation,1500,yes,101,yes,[ 0.88125],roc_auc,6.0
642,642,dictlearn,svc_l1,yes,no,COBRE,40,71,partial correlation,1500,yes,101,yes,[ 0.68125],roc_auc,6.0
643,643,dictlearn,svc_l2,yes,no,COBRE,40,71,partial correlation,1500,yes,101,yes,[ 0.896875],roc_auc,6.0
644,644,dictlearn,ridge,yes,no,COBRE,40,71,partial correlation,1500,yes,101,yes,[ 0.896875],roc_auc,6.0
645,645,dictlearn,svc_l1,yes,no,COBRE,40,71,tangent,1500,yes,101,yes,[ 0.75625],roc_auc,6.0
646,646,dictlearn,svc_l2,yes,no,COBRE,40,71,tangent,1500,yes,101,yes,[ 0.915625],roc_auc,6.0
647,647,dictlearn,ridge,yes,no,COBRE,40,71,tangent,1500,yes,101,yes,[ 0.9125],roc_auc,6.0
648,648,dictlearn,svc_l1,yes,no,COBRE,40,72,correlation,1500,yes,111,yes,[ 0.73125],roc_auc,6.0
649,649,dictlearn,svc_l2,yes,no,COBRE,40,72,correlation,1500,yes,111,yes,[ 0.7625],roc_auc,6.0
650,650,dictlearn,ridge,yes,no,COBRE,40,72,correlation,1500,yes,111,yes,[ 0.7625],roc_auc,6.0
651,651,dictlearn,svc_l1,yes,no,COBRE,40,72,partial correlation,1500,yes,111,yes,[ 0.6625],roc_auc,6.0
652,652,dictlearn,svc_l2,yes,no,COBRE,40,72,partial correlation,1500,yes,111,yes,[ 0.80625],roc_auc,6.0
653,653,dictlearn,ridge,yes,no,COBRE,40,72,partial correlation,1500,yes,111,yes,[ 0.80625],roc_auc,6.0
654,654,dictlearn,svc_l1,yes,no,COBRE,40,72,tangent,1500,yes,111,yes,[ 0.675],roc_auc,6.0
655,655,dictlearn,svc_l2,yes,no,COBRE,40,72,tangent,1500,yes,111,yes,[ 0.784375],roc_auc,6.0
656,656,dictlearn,ridge,yes,no,COBRE,40,72,tangent,1500,yes,111,yes,[ 0.7875],roc_auc,6.0
657,657,dictlearn,svc_l1,yes,no,COBRE,40,73,correlation,1500,yes,106,yes,[ 0.584375],roc_auc,6.0
658,658,dictlearn,svc_l2,yes,no,COBRE,40,73,correlation,1500,yes,106,yes,[ 0.646875],roc_auc,6.0
659,659,dictlearn,ridge,yes,no,COBRE,40,73,correlation,1500,yes,106,yes,[ 0.64375],roc_auc,6.0
660,660,dictlearn,svc_l1,yes,no,COBRE,40,73,partial correlation,1500,yes,106,yes,[ 0.565625],roc_auc,6.0
661,661,dictlearn,svc_l2,yes,no,COBRE,40,73,partial correlation,1500,yes,106,yes,[ 0.8125],roc_auc,6.0
662,662,dictlearn,ridge,yes,no,COBRE,40,73,partial correlation,1500,yes,106,yes,[ 0.81875],roc_auc,6.0
663,663,dictlearn,svc_l1,yes,no,COBRE,40,73,tangent,1500,yes,106,yes,[ 0.596875],roc_auc,6.0
664,664,dictlearn,svc_l2,yes,no,COBRE,40,73,tangent,1500,yes,106,yes,[ 0.75625],roc_auc,6.0
665,665,dictlearn,ridge,yes,no,COBRE,40,73,tangent,1500,yes,106,yes,[ 0.753125],roc_auc,6.0
666,666,dictlearn,svc_l1,yes,no,COBRE,40,74,correlation,1500,yes,109,yes,[ 0.6875],roc_auc,6.0
667,667,dictlearn,svc_l2,yes,no,COBRE,40,74,correlation,1500,yes,109,yes,[ 0.78125],roc_auc,6.0
668,668,dictlearn,ridge,yes,no,COBRE,40,74,correlation,1500,yes,109,yes,[ 0.784375],roc_auc,6.0
669,669,dictlearn,svc_l1,yes,no,COBRE,40,74,partial correlation,1500,yes,109,yes,[ 0.55],roc_auc,6.0
670,670,dictlearn,svc_l2,yes,no,COBRE,40,74,partial correlation,1500,yes,109,yes,[ 0.821875],roc_auc,6.0
671,671,dictlearn,ridge,yes,no,COBRE,40,74,partial correlation,1500,yes,109,yes,[ 0.821875],roc_auc,6.0
672,672,dictlearn,svc_l1,yes,no,COBRE,40,74,tangent,1500,yes,109,yes,[ 0.5625],roc_auc,6.0
673,673,dictlearn,svc_l2,yes,no,COBRE,40,74,tangent,1500,yes,109,yes,[ 0.8125],roc_auc,6.0
674,674,dictlearn,ridge,yes,no,COBRE,40,74,tangent,1500,yes,109,yes,[ 0.809375],roc_auc,6.0
675,675,dictlearn,svc_l1,yes,no,COBRE,40,75,correlation,1500,yes,108,yes,[ 0.728125],roc_auc,6.0
676,676,dictlearn,svc_l2,yes,no,COBRE,40,75,correlation,1500,yes,108,yes,[ 0.784375],roc_auc,6.0
677,677,dictlearn,ridge,yes,no,COBRE,40,75,correlation,1500,yes,108,yes,[ 0.78125],roc_auc,6.0
678,678,dictlearn,svc_l1,yes,no,COBRE,40,75,partial correlation,1500,yes,108,yes,[ 0.609375],roc_auc,6.0
679,679,dictlearn,svc_l2,yes,no,COBRE,40,75,partial correlation,1500,yes,108,yes,[ 0.753125],roc_auc,6.0
680,680,dictlearn,ridge,yes,no,COBRE,40,75,partial correlation,1500,yes,108,yes,[ 0.75],roc_auc,6.0
681,681,dictlearn,svc_l1,yes,no,COBRE,40,75,tangent,1500,yes,108,yes,[ 0.64375],roc_auc,6.0
682,682,dictlearn,svc_l2,yes,no,COBRE,40,75,tangent,1500,yes,108,yes,[ 0.759375],roc_auc,6.0
683,683,dictlearn,ridge,yes,no,COBRE,40,75,tangent,1500,yes,108,yes,[ 0.765625],roc_auc,6.0
684,684,dictlearn,svc_l1,yes,no,COBRE,40,76,correlation,1500,yes,107,yes,[ 0.709375],roc_auc,6.0
685,685,dictlearn,svc_l2,yes,no,COBRE,40,76,correlation,1500,yes,107,yes,[ 0.790625],roc_auc,6.0
686,686,dictlearn,ridge,yes,no,COBRE,40,76,correlation,1500,yes,107,yes,[ 0.7875],roc_auc,6.0
687,687,dictlearn,svc_l1,yes,no,COBRE,40,76,partial correlation,1500,yes,107,yes,[ 0.578125],roc_auc,6.0
688,688,dictlearn,svc_l2,yes,no,COBRE,40,76,partial correlation,1500,yes,107,yes,[ 0.8375],roc_auc,6.0
689,689,dictlearn,ridge,yes,no,COBRE,40,76,partial correlation,1500,yes,107,yes,[ 0.8375],roc_auc,6.0
690,690,dictlearn,svc_l1,yes,no,COBRE,40,76,tangent,1500,yes,107,yes,[ 0.640625],roc_auc,6.0
691,691,dictlearn,svc_l2,yes,no,COBRE,40,76,tangent,1500,yes,107,yes,[ 0.84375],roc_auc,6.0
692,692,dictlearn,ridge,yes,no,COBRE,40,76,tangent,1500,yes,107,yes,[ 0.840625],roc_auc,6.0
693,693,dictlearn,svc_l1,yes,no,COBRE,40,77,correlation,1500,yes,98,yes,[ 0.640625],roc_auc,6.0
694,694,dictlearn,svc_l2,yes,no,COBRE,40,77,correlation,1500,yes,98,yes,[ 0.8],roc_auc,6.0
695,695,dictlearn,ridge,yes,no,COBRE,40,77,correlation,1500,yes,98,yes,[ 0.803125],roc_auc,6.0
696,696,dictlearn,svc_l1,yes,no,COBRE,40,77,partial correlation,1500,yes,98,yes,[ 0.6875],roc_auc,6.0
697,697,dictlearn,svc_l2,yes,no,COBRE,40,77,partial correlation,1500,yes,98,yes,[ 0.784375],roc_auc,6.0
698,698,dictlearn,ridge,yes,no,COBRE,40,77,partial correlation,1500,yes,98,yes,[ 0.784375],roc_auc,6.0
699,699,dictlearn,svc_l1,yes,no,COBRE,40,77,tangent,1500,yes,98,yes,[ 0.778125],roc_auc,6.0
700,700,dictlearn,svc_l2,yes,no,COBRE,40,77,tangent,1500,yes,98,yes,[ 0.8375],roc_auc,6.0
701,701,dictlearn,ridge,yes,no,COBRE,40,77,tangent,1500,yes,98,yes,[ 0.8375],roc_auc,6.0
702,702,dictlearn,svc_l1,yes,no,COBRE,40,78,correlation,1500,yes,106,yes,[ 0.70625],roc_auc,6.0
703,703,dictlearn,svc_l2,yes,no,COBRE,40,78,correlation,1500,yes,106,yes,[ 0.828125],roc_auc,6.0
704,704,dictlearn,ridge,yes,no,COBRE,40,78,correlation,1500,yes,106,yes,[ 0.83125],roc_auc,6.0
705,705,dictlearn,svc_l1,yes,no,COBRE,40,78,partial correlation,1500,yes,106,yes,[ 0.609375],roc_auc,6.0
706,706,dictlearn,svc_l2,yes,no,COBRE,40,78,partial correlation,1500,yes,106,yes,[ 0.721875],roc_auc,6.0
707,707,dictlearn,ridge,yes,no,COBRE,40,78,partial correlation,1500,yes,106,yes,[ 0.728125],roc_auc,6.0
708,708,dictlearn,svc_l1,yes,no,COBRE,40,78,tangent,1500,yes,106,yes,[ 0.59375],roc_auc,6.0
709,709,dictlearn,svc_l2,yes,no,COBRE,40,78,tangent,1500,yes,106,yes,[ 0.790625],roc_auc,6.0
710,710,dictlearn,ridge,yes,no,COBRE,40,78,tangent,1500,yes,106,yes,[ 0.790625],roc_auc,6.0
711,711,dictlearn,svc_l1,yes,no,COBRE,40,79,correlation,1500,yes,101,yes,[ 0.665625],roc_auc,6.0
712,712,dictlearn,svc_l2,yes,no,COBRE,40,79,correlation,1500,yes,101,yes,[ 0.878125],roc_auc,6.0
713,713,dictlearn,ridge,yes,no,COBRE,40,79,correlation,1500,yes,101,yes,[ 0.875],roc_auc,6.0
714,714,dictlearn,svc_l1,yes,no,COBRE,40,79,partial correlation,1500,yes,101,yes,[ 0.59375],roc_auc,6.0
715,715,dictlearn,svc_l2,yes,no,COBRE,40,79,partial correlation,1500,yes,101,yes,[ 0.884375],roc_auc,6.0
716,716,dictlearn,ridge,yes,no,COBRE,40,79,partial correlation,1500,yes,101,yes,[ 0.884375],roc_auc,6.0
717,717,dictlearn,svc_l1,yes,no,COBRE,40,79,tangent,1500,yes,101,yes,[ 0.75625],roc_auc,6.0
718,718,dictlearn,svc_l2,yes,no,COBRE,40,79,tangent,1500,yes,101,yes,[ 0.890625],roc_auc,6.0
719,719,dictlearn,ridge,yes,no,COBRE,40,79,tangent,1500,yes,101,yes,[ 0.890625],roc_auc,6.0
720,720,dictlearn,svc_l1,yes,no,COBRE,40,80,correlation,1500,yes,115,yes,[ 0.565625],roc_auc,6.0
721,721,dictlearn,svc_l2,yes,no,COBRE,40,80,correlation,1500,yes,115,yes,[ 0.659375],roc_auc,6.0
722,722,dictlearn,ridge,yes,no,COBRE,40,80,correlation,1500,yes,115,yes,[ 0.653125],roc_auc,6.0
723,723,dictlearn,svc_l1,yes,no,COBRE,40,80,partial correlation,1500,yes,115,yes,[ 0.553125],roc_auc,6.0
724,724,dictlearn,svc_l2,yes,no,COBRE,40,80,partial correlation,1500,yes,115,yes,[ 0.728125],roc_auc,6.0
725,725,dictlearn,ridge,yes,no,COBRE,40,80,partial correlation,1500,yes,115,yes,[ 0.725],roc_auc,6.0
726,726,dictlearn,svc_l1,yes,no,COBRE,40,80,tangent,1500,yes,115,yes,[ 0.60625],roc_auc,6.0
727,727,dictlearn,svc_l2,yes,no,COBRE,40,80,tangent,1500,yes,115,yes,[ 0.75625],roc_auc,6.0
728,728,dictlearn,ridge,yes,no,COBRE,40,80,tangent,1500,yes,115,yes,[ 0.75625],roc_auc,6.0
729,729,dictlearn,svc_l1,yes,no,COBRE,40,81,correlation,1500,yes,109,yes,[ 0.6625],roc_auc,6.0
730,730,dictlearn,svc_l2,yes,no,COBRE,40,81,correlation,1500,yes,109,yes,[ 0.796875],roc_auc,6.0
731,731,dictlearn,ridge,yes,no,COBRE,40,81,correlation,1500,yes,109,yes,[ 0.796875],roc_auc,6.0
732,732,dictlearn,svc_l1,yes,no,COBRE,40,81,partial correlation,1500,yes,109,yes,[ 0.5375],roc_auc,6.0
733,733,dictlearn,svc_l2,yes,no,COBRE,40,81,partial correlation,1500,yes,109,yes,[ 0.821875],roc_auc,6.0
734,734,dictlearn,ridge,yes,no,COBRE,40,81,partial correlation,1500,yes,109,yes,[ 0.821875],roc_auc,6.0
735,735,dictlearn,svc_l1,yes,no,COBRE,40,81,tangent,1500,yes,109,yes,[ 0.421875],roc_auc,6.0
736,736,dictlearn,svc_l2,yes,no,COBRE,40,81,tangent,1500,yes,109,yes,[ 0.83125],roc_auc,6.0
737,737,dictlearn,ridge,yes,no,COBRE,40,81,tangent,1500,yes,109,yes,[ 0.83125],roc_auc,6.0
738,738,dictlearn,svc_l1,yes,no,COBRE,40,82,correlation,1500,yes,103,yes,[ 0.71875],roc_auc,6.0
739,739,dictlearn,svc_l2,yes,no,COBRE,40,82,correlation,1500,yes,103,yes,[ 0.7375],roc_auc,6.0
740,740,dictlearn,ridge,yes,no,COBRE,40,82,correlation,1500,yes,103,yes,[ 0.7375],roc_auc,6.0
741,741,dictlearn,svc_l1,yes,no,COBRE,40,82,partial correlation,1500,yes,103,yes,[ 0.375],roc_auc,6.0
742,742,dictlearn,svc_l2,yes,no,COBRE,40,82,partial correlation,1500,yes,103,yes,[ 0.765625],roc_auc,6.0
743,743,dictlearn,ridge,yes,no,COBRE,40,82,partial correlation,1500,yes,103,yes,[ 0.7625],roc_auc,6.0
744,744,dictlearn,svc_l1,yes,no,COBRE,40,82,tangent,1500,yes,103,yes,[ 0.721875],roc_auc,6.0
745,745,dictlearn,svc_l2,yes,no,COBRE,40,82,tangent,1500,yes,103,yes,[ 0.825],roc_auc,6.0
746,746,dictlearn,ridge,yes,no,COBRE,40,82,tangent,1500,yes,103,yes,[ 0.825],roc_auc,6.0
747,747,dictlearn,svc_l1,yes,no,COBRE,40,83,correlation,1500,yes,111,yes,[ 0.740625],roc_auc,6.0
748,748,dictlearn,svc_l2,yes,no,COBRE,40,83,correlation,1500,yes,111,yes,[ 0.803125],roc_auc,6.0
749,749,dictlearn,ridge,yes,no,COBRE,40,83,correlation,1500,yes,111,yes,[ 0.8],roc_auc,6.0
750,750,dictlearn,svc_l1,yes,no,COBRE,40,83,partial correlation,1500,yes,111,yes,[ 0.459375],roc_auc,6.0
751,751,dictlearn,svc_l2,yes,no,COBRE,40,83,partial correlation,1500,yes,111,yes,[ 0.76875],roc_auc,6.0
752,752,dictlearn,ridge,yes,no,COBRE,40,83,partial correlation,1500,yes,111,yes,[ 0.76875],roc_auc,6.0
753,753,dictlearn,svc_l1,yes,no,COBRE,40,83,tangent,1500,yes,111,yes,[ 0.590625],roc_auc,6.0
754,754,dictlearn,svc_l2,yes,no,COBRE,40,83,tangent,1500,yes,111,yes,[ 0.84375],roc_auc,6.0
755,755,dictlearn,ridge,yes,no,COBRE,40,83,tangent,1500,yes,111,yes,[ 0.840625],roc_auc,6.0
756,756,dictlearn,svc_l1,yes,no,COBRE,40,84,correlation,1500,yes,106,yes,[ 0.703125],roc_auc,6.0
757,757,dictlearn,svc_l2,yes,no,COBRE,40,84,correlation,1500,yes,106,yes,[ 0.725],roc_auc,6.0
758,758,dictlearn,ridge,yes,no,COBRE,40,84,correlation,1500,yes,106,yes,[ 0.7375],roc_auc,6.0
759,759,dictlearn,svc_l1,yes,no,COBRE,40,84,partial correlation,1500,yes,106,yes,[ 0.653125],roc_auc,6.0
760,760,dictlearn,svc_l2,yes,no,COBRE,40,84,partial correlation,1500,yes,106,yes,[ 0.8375],roc_auc,6.0
761,761,dictlearn,ridge,yes,no,COBRE,40,84,partial correlation,1500,yes,106,yes,[ 0.8375],roc_auc,6.0
762,762,dictlearn,svc_l1,yes,no,COBRE,40,84,tangent,1500,yes,106,yes,[ 0.659375],roc_auc,6.0
763,763,dictlearn,svc_l2,yes,no,COBRE,40,84,tangent,1500,yes,106,yes,[ 0.890625],roc_auc,6.0
764,764,dictlearn,ridge,yes,no,COBRE,40,84,tangent,1500,yes,106,yes,[ 0.884375],roc_auc,6.0
765,765,dictlearn,svc_l1,yes,no,COBRE,40,85,correlation,1500,yes,115,yes,[ 0.709375],roc_auc,6.0
766,766,dictlearn,svc_l2,yes,no,COBRE,40,85,correlation,1500,yes,115,yes,[ 0.815625],roc_auc,6.0
767,767,dictlearn,ridge,yes,no,COBRE,40,85,correlation,1500,yes,115,yes,[ 0.81875],roc_auc,6.0
768,768,dictlearn,svc_l1,yes,no,COBRE,40,85,partial correlation,1500,yes,115,yes,[ 0.81875],roc_auc,6.0
769,769,dictlearn,svc_l2,yes,no,COBRE,40,85,partial correlation,1500,yes,115,yes,[ 0.83125],roc_auc,6.0
770,770,dictlearn,ridge,yes,no,COBRE,40,85,partial correlation,1500,yes,115,yes,[ 0.83125],roc_auc,6.0
771,771,dictlearn,svc_l1,yes,no,COBRE,40,85,tangent,1500,yes,115,yes,[ 0.740625],roc_auc,6.0
772,772,dictlearn,svc_l2,yes,no,COBRE,40,85,tangent,1500,yes,115,yes,[ 0.871875],roc_auc,6.0
773,773,dictlearn,ridge,yes,no,COBRE,40,85,tangent,1500,yes,115,yes,[ 0.871875],roc_auc,6.0
774,774,dictlearn,svc_l1,yes,no,COBRE,40,86,correlation,1500,yes,106,yes,[ 0.753125],roc_auc,6.0
775,775,dictlearn,svc_l2,yes,no,COBRE,40,86,correlation,1500,yes,106,yes,[ 0.8],roc_auc,6.0
776,776,dictlearn,ridge,yes,no,COBRE,40,86,correlation,1500,yes,106,yes,[ 0.809375],roc_auc,6.0
777,777,dictlearn,svc_l1,yes,no,COBRE,40,86,partial correlation,1500,yes,106,yes,[ 0.66875],roc_auc,6.0
778,778,dictlearn,svc_l2,yes,no,COBRE,40,86,partial correlation,1500,yes,106,yes,[ 0.865625],roc_auc,6.0
779,779,dictlearn,ridge,yes,no,COBRE,40,86,partial correlation,1500,yes,106,yes,[ 0.865625],roc_auc,6.0
780,780,dictlearn,svc_l1,yes,no,COBRE,40,86,tangent,1500,yes,106,yes,[ 0.7],roc_auc,6.0
781,781,dictlearn,svc_l2,yes,no,COBRE,40,86,tangent,1500,yes,106,yes,[ 0.90625],roc_auc,6.0
782,782,dictlearn,ridge,yes,no,COBRE,40,86,tangent,1500,yes,106,yes,[ 0.909375],roc_auc,6.0
783,783,dictlearn,svc_l1,yes,no,COBRE,40,87,correlation,1500,yes,105,yes,[ 0.64375],roc_auc,6.0
784,784,dictlearn,svc_l2,yes,no,COBRE,40,87,correlation,1500,yes,105,yes,[ 0.671875],roc_auc,6.0
785,785,dictlearn,ridge,yes,no,COBRE,40,87,correlation,1500,yes,105,yes,[ 0.665625],roc_auc,6.0
786,786,dictlearn,svc_l1,yes,no,COBRE,40,87,partial correlation,1500,yes,105,yes,[ 0.49375],roc_auc,6.0
787,787,dictlearn,svc_l2,yes,no,COBRE,40,87,partial correlation,1500,yes,105,yes,[ 0.715625],roc_auc,6.0
788,788,dictlearn,ridge,yes,no,COBRE,40,87,partial correlation,1500,yes,105,yes,[ 0.71875],roc_auc,6.0
789,789,dictlearn,svc_l1,yes,no,COBRE,40,87,tangent,1500,yes,105,yes,[ 0.59375],roc_auc,6.0
790,790,dictlearn,svc_l2,yes,no,COBRE,40,87,tangent,1500,yes,105,yes,[ 0.7],roc_auc,6.0
791,791,dictlearn,ridge,yes,no,COBRE,40,87,tangent,1500,yes,105,yes,[ 0.696875],roc_auc,6.0
792,792,dictlearn,svc_l1,yes,no,COBRE,40,88,correlation,1500,yes,119,yes,[ 0.66875],roc_auc,6.0
793,793,dictlearn,svc_l2,yes,no,COBRE,40,88,correlation,1500,yes,119,yes,[ 0.73125],roc_auc,6.0
794,794,dictlearn,ridge,yes,no,COBRE,40,88,correlation,1500,yes,119,yes,[ 0.728125],roc_auc,6.0
795,795,dictlearn,svc_l1,yes,no,COBRE,40,88,partial correlation,1500,yes,119,yes,[ 0.65],roc_auc,6.0
796,796,dictlearn,svc_l2,yes,no,COBRE,40,88,partial correlation,1500,yes,119,yes,[ 0.809375],roc_auc,6.0
797,797,dictlearn,ridge,yes,no,COBRE,40,88,partial correlation,1500,yes,119,yes,[ 0.809375],roc_auc,6.0
798,798,dictlearn,svc_l1,yes,no,COBRE,40,88,tangent,1500,yes,119,yes,[ 0.796875],roc_auc,6.0
799,799,dictlearn,svc_l2,yes,no,COBRE,40,88,tangent,1500,yes,119,yes,[ 0.76875],roc_auc,6.0
800,800,dictlearn,ridge,yes,no,COBRE,40,88,tangent,1500,yes,119,yes,[ 0.771875],roc_auc,6.0
801,801,dictlearn,svc_l1,yes,no,COBRE,40,89,correlation,1500,yes,107,yes,[ 0.759375],roc_auc,6.0
802,802,dictlearn,svc_l2,yes,no,COBRE,40,89,correlation,1500,yes,107,yes,[ 0.8],roc_auc,6.0
803,803,dictlearn,ridge,yes,no,COBRE,40,89,correlation,1500,yes,107,yes,[ 0.8125],roc_auc,6.0
804,804,dictlearn,svc_l1,yes,no,COBRE,40,89,partial correlation,1500,yes,107,yes,[ 0.628125],roc_auc,6.0
805,805,dictlearn,svc_l2,yes,no,COBRE,40,89,partial correlation,1500,yes,107,yes,[ 0.7875],roc_auc,6.0
806,806,dictlearn,ridge,yes,no,COBRE,40,89,partial correlation,1500,yes,107,yes,[ 0.7875],roc_auc,6.0
807,807,dictlearn,svc_l1,yes,no,COBRE,40,89,tangent,1500,yes,107,yes,[ 0.6375],roc_auc,6.0
808,808,dictlearn,svc_l2,yes,no,COBRE,40,89,tangent,1500,yes,107,yes,[ 0.840625],roc_auc,6.0
809,809,dictlearn,ridge,yes,no,COBRE,40,89,tangent,1500,yes,107,yes,[ 0.846875],roc_auc,6.0
810,810,dictlearn,svc_l1,yes,no,COBRE,40,90,correlation,1500,yes,105,yes,[ 0.703125],roc_auc,6.0
811,811,dictlearn,svc_l2,yes,no,COBRE,40,90,correlation,1500,yes,105,yes,[ 0.721875],roc_auc,6.0
812,812,dictlearn,ridge,yes,no,COBRE,40,90,correlation,1500,yes,105,yes,[ 0.740625],roc_auc,6.0
813,813,dictlearn,svc_l1,yes,no,COBRE,40,90,partial correlation,1500,yes,105,yes,[ 0.56875],roc_auc,6.0
814,814,dictlearn,svc_l2,yes,no,COBRE,40,90,partial correlation,1500,yes,105,yes,[ 0.7875],roc_auc,6.0
815,815,dictlearn,ridge,yes,no,COBRE,40,90,partial correlation,1500,yes,105,yes,[ 0.7875],roc_auc,6.0
