,Unnamed: 0,atlas,classifier,compcor_10,connectome_regress,dataset,iter_shuffle_split,measure,motion_regress,n_clusters,n_components,n_iter,n_regions,scores,scoring,smoothing_fwhm
1324,1324,ho_cort_symm_split,svc_l2,yes,no,COBRE,49.0,correlation,yes,,,,96,[ 0.584375],roc_auc,6.0
1325,1325,ho_cort_symm_split,ridge,yes,no,COBRE,49.0,correlation,yes,,,,96,[ 0.59375],roc_auc,6.0
1326,1326,ho_cort_symm_split,svc_l1,yes,no,COBRE,49.0,partial correlation,yes,,,,96,[ 0.50625],roc_auc,6.0
1327,1327,ho_cort_symm_split,svc_l2,yes,no,COBRE,49.0,partial correlation,yes,,,,96,[ 0.60625],roc_auc,6.0
1328,1328,ho_cort_symm_split,ridge,yes,no,COBRE,49.0,partial correlation,yes,,,,96,[ 0.603125],roc_auc,6.0
1329,1329,ho_cort_symm_split,svc_l1,yes,no,COBRE,49.0,tangent,yes,,,,96,[ 0.5375],roc_auc,6.0
1330,1330,ho_cort_symm_split,svc_l2,yes,no,COBRE,49.0,tangent,yes,,,,96,[ 0.6875],roc_auc,6.0
1331,1331,ho_cort_symm_split,ridge,yes,no,COBRE,49.0,tangent,yes,,,,96,[ 0.7],roc_auc,6.0
1332,1332,aal_spm12,svc_l1,yes,no,COBRE,49.0,correlation,yes,,,,117,[ 0.65625],roc_auc,6.0
1333,1333,aal_spm12,svc_l2,yes,no,COBRE,49.0,correlation,yes,,,,117,[ 0.721875],roc_auc,6.0
1334,1334,aal_spm12,ridge,yes,no,COBRE,49.0,correlation,yes,,,,117,[ 0.71875],roc_auc,6.0
1335,1335,aal_spm12,svc_l1,yes,no,COBRE,49.0,partial correlation,yes,,,,117,[ 0.546875],roc_auc,6.0
1336,1336,aal_spm12,svc_l2,yes,no,COBRE,49.0,partial correlation,yes,,,,117,[ 0.821875],roc_auc,6.0
1337,1337,aal_spm12,ridge,yes,no,COBRE,49.0,partial correlation,yes,,,,117,[ 0.821875],roc_auc,6.0
1338,1338,aal_spm12,svc_l1,yes,no,COBRE,49.0,tangent,yes,,,,117,[ 0.640625],roc_auc,6.0
1339,1339,aal_spm12,svc_l2,yes,no,COBRE,49.0,tangent,yes,,,,117,[ 0.84375],roc_auc,6.0
1340,1340,aal_spm12,ridge,yes,no,COBRE,49.0,tangent,yes,,,,117,[ 0.85],roc_auc,6.0
1341,1341,basc_scale122,svc_l1,yes,no,COBRE,49.0,correlation,yes,,,,122,[ 0.71875],roc_auc,6.0
1342,1342,basc_scale122,svc_l2,yes,no,COBRE,49.0,correlation,yes,,,,122,[ 0.74375],roc_auc,6.0
1343,1343,basc_scale122,ridge,yes,no,COBRE,49.0,correlation,yes,,,,122,[ 0.7375],roc_auc,6.0
1344,1344,basc_scale122,svc_l1,yes,no,COBRE,49.0,partial correlation,yes,,,,122,[ 0.5625],roc_auc,6.0
1345,1345,basc_scale122,svc_l2,yes,no,COBRE,49.0,partial correlation,yes,,,,122,[ 0.846875],roc_auc,6.0
1346,1346,basc_scale122,ridge,yes,no,COBRE,49.0,partial correlation,yes,,,,122,[ 0.84375],roc_auc,6.0
1347,1347,basc_scale122,svc_l1,yes,no,COBRE,49.0,tangent,yes,,,,122,[ 0.628125],roc_auc,6.0
1348,1348,basc_scale122,svc_l2,yes,no,COBRE,49.0,tangent,yes,,,,122,[ 0.865625],roc_auc,6.0
1349,1349,basc_scale122,ridge,yes,no,COBRE,49.0,tangent,yes,,,,122,[ 0.859375],roc_auc,6.0
1350,1350,ho_cort_symm_split,svc_l1,yes,no,COBRE,50.0,correlation,yes,,,,96,[ 0.753125],roc_auc,6.0
1351,1351,ho_cort_symm_split,svc_l2,yes,no,COBRE,50.0,correlation,yes,,,,96,[ 0.678125],roc_auc,6.0
1352,1352,ho_cort_symm_split,ridge,yes,no,COBRE,50.0,correlation,yes,,,,96,[ 0.678125],roc_auc,6.0
1353,1353,ho_cort_symm_split,svc_l1,yes,no,COBRE,50.0,partial correlation,yes,,,,96,[ 0.571875],roc_auc,6.0
1354,1354,ho_cort_symm_split,svc_l2,yes,no,COBRE,50.0,partial correlation,yes,,,,96,[ 0.64375],roc_auc,6.0
1355,1355,ho_cort_symm_split,ridge,yes,no,COBRE,50.0,partial correlation,yes,,,,96,[ 0.65],roc_auc,6.0
1356,1356,ho_cort_symm_split,svc_l1,yes,no,COBRE,50.0,tangent,yes,,,,96,[ 0.671875],roc_auc,6.0
1357,1357,ho_cort_symm_split,svc_l2,yes,no,COBRE,50.0,tangent,yes,,,,96,[ 0.78125],roc_auc,6.0
1358,1358,ho_cort_symm_split,ridge,yes,no,COBRE,50.0,tangent,yes,,,,96,[ 0.78125],roc_auc,6.0
1359,1359,aal_spm12,svc_l1,yes,no,COBRE,50.0,correlation,yes,,,,117,[ 0.7125],roc_auc,6.0
1360,1360,aal_spm12,svc_l2,yes,no,COBRE,50.0,correlation,yes,,,,117,[ 0.728125],roc_auc,6.0
1361,1361,aal_spm12,ridge,yes,no,COBRE,50.0,correlation,yes,,,,117,[ 0.753125],roc_auc,6.0
1362,1362,aal_spm12,svc_l1,yes,no,COBRE,50.0,partial correlation,yes,,,,117,[ 0.646875],roc_auc,6.0
1363,1363,aal_spm12,svc_l2,yes,no,COBRE,50.0,partial correlation,yes,,,,117,[ 0.834375],roc_auc,6.0
1364,1364,aal_spm12,ridge,yes,no,COBRE,50.0,partial correlation,yes,,,,117,[ 0.8375],roc_auc,6.0
1365,1365,aal_spm12,svc_l1,yes,no,COBRE,50.0,tangent,yes,,,,117,[ 0.765625],roc_auc,6.0
1366,1366,aal_spm12,svc_l2,yes,no,COBRE,50.0,tangent,yes,,,,117,[ 0.834375],roc_auc,6.0
1367,1367,aal_spm12,ridge,yes,no,COBRE,50.0,tangent,yes,,,,117,[ 0.83125],roc_auc,6.0
1368,1368,basc_scale122,svc_l1,yes,no,COBRE,50.0,correlation,yes,,,,122,[ 0.475],roc_auc,6.0
1369,1369,basc_scale122,svc_l2,yes,no,COBRE,50.0,correlation,yes,,,,122,[ 0.690625],roc_auc,6.0
1370,1370,basc_scale122,ridge,yes,no,COBRE,50.0,correlation,yes,,,,122,[ 0.6875],roc_auc,6.0
1371,1371,basc_scale122,svc_l1,yes,no,COBRE,50.0,partial correlation,yes,,,,122,[ 0.6625],roc_auc,6.0
1372,1372,basc_scale122,svc_l2,yes,no,COBRE,50.0,partial correlation,yes,,,,122,[ 0.80625],roc_auc,6.0
1373,1373,basc_scale122,ridge,yes,no,COBRE,50.0,partial correlation,yes,,,,122,[ 0.80625],roc_auc,6.0
1374,1374,basc_scale122,svc_l1,yes,no,COBRE,50.0,tangent,yes,,,,122,[ 0.55625],roc_auc,6.0
1375,1375,basc_scale122,svc_l2,yes,no,COBRE,50.0,tangent,yes,,,,122,[ 0.81875],roc_auc,6.0
1376,1376,basc_scale122,ridge,yes,no,COBRE,50.0,tangent,yes,,,,122,[ 0.81875],roc_auc,6.0
1377,1377,ho_cort_symm_split,svc_l1,yes,no,COBRE,51.0,correlation,yes,,,,96,[ 0.625],roc_auc,6.0
1378,1378,ho_cort_symm_split,svc_l2,yes,no,COBRE,51.0,correlation,yes,,,,96,[ 0.740625],roc_auc,6.0
1379,1379,ho_cort_symm_split,ridge,yes,no,COBRE,51.0,correlation,yes,,,,96,[ 0.746875],roc_auc,6.0
1380,1380,ho_cort_symm_split,svc_l1,yes,no,COBRE,51.0,partial correlation,yes,,,,96,[ 0.55],roc_auc,6.0
1381,1381,ho_cort_symm_split,svc_l2,yes,no,COBRE,51.0,partial correlation,yes,,,,96,[ 0.746875],roc_auc,6.0
1382,1382,ho_cort_symm_split,ridge,yes,no,COBRE,51.0,partial correlation,yes,,,,96,[ 0.746875],roc_auc,6.0
1383,1383,ho_cort_symm_split,svc_l1,yes,no,COBRE,51.0,tangent,yes,,,,96,[ 0.678125],roc_auc,6.0
1384,1384,ho_cort_symm_split,svc_l2,yes,no,COBRE,51.0,tangent,yes,,,,96,[ 0.8375],roc_auc,6.0
1385,1385,ho_cort_symm_split,ridge,yes,no,COBRE,51.0,tangent,yes,,,,96,[ 0.8375],roc_auc,6.0
1386,1386,aal_spm12,svc_l1,yes,no,COBRE,51.0,correlation,yes,,,,117,[ 0.671875],roc_auc,6.0
1387,1387,aal_spm12,svc_l2,yes,no,COBRE,51.0,correlation,yes,,,,117,[ 0.79375],roc_auc,6.0
1388,1388,aal_spm12,ridge,yes,no,COBRE,51.0,correlation,yes,,,,117,[ 0.79375],roc_auc,6.0
1389,1389,aal_spm12,svc_l1,yes,no,COBRE,51.0,partial correlation,yes,,,,117,[ 0.50625],roc_auc,6.0
1390,1390,aal_spm12,svc_l2,yes,no,COBRE,51.0,partial correlation,yes,,,,117,[ 0.765625],roc_auc,6.0
1391,1391,aal_spm12,ridge,yes,no,COBRE,51.0,partial correlation,yes,,,,117,[ 0.765625],roc_auc,6.0
1392,1392,aal_spm12,svc_l1,yes,no,COBRE,51.0,tangent,yes,,,,117,[ 0.7875],roc_auc,6.0
1393,1393,aal_spm12,svc_l2,yes,no,COBRE,51.0,tangent,yes,,,,117,[ 0.875],roc_auc,6.0
1394,1394,aal_spm12,ridge,yes,no,COBRE,51.0,tangent,yes,,,,117,[ 0.878125],roc_auc,6.0
1395,1395,basc_scale122,svc_l1,yes,no,COBRE,51.0,correlation,yes,,,,122,[ 0.746875],roc_auc,6.0
1396,1396,basc_scale122,svc_l2,yes,no,COBRE,51.0,correlation,yes,,,,122,[ 0.759375],roc_auc,6.0
1397,1397,basc_scale122,ridge,yes,no,COBRE,51.0,correlation,yes,,,,122,[ 0.753125],roc_auc,6.0
1398,1398,basc_scale122,svc_l1,yes,no,COBRE,51.0,partial correlation,yes,,,,122,[ 0.625],roc_auc,6.0
1399,1399,basc_scale122,svc_l2,yes,no,COBRE,51.0,partial correlation,yes,,,,122,[ 0.834375],roc_auc,6.0
1400,1400,basc_scale122,ridge,yes,no,COBRE,51.0,partial correlation,yes,,,,122,[ 0.834375],roc_auc,6.0
1401,1401,basc_scale122,svc_l1,yes,no,COBRE,51.0,tangent,yes,,,,122,[ 0.8],roc_auc,6.0
1402,1402,basc_scale122,svc_l2,yes,no,COBRE,51.0,tangent,yes,,,,122,[ 0.878125],roc_auc,6.0
1403,1403,basc_scale122,ridge,yes,no,COBRE,51.0,tangent,yes,,,,122,[ 0.878125],roc_auc,6.0
1404,1404,ho_cort_symm_split,svc_l1,yes,no,COBRE,52.0,correlation,yes,,,,96,[ 0.440625],roc_auc,6.0
1405,1405,ho_cort_symm_split,svc_l2,yes,no,COBRE,52.0,correlation,yes,,,,96,[ 0.5125],roc_auc,6.0
1406,1406,ho_cort_symm_split,ridge,yes,no,COBRE,52.0,correlation,yes,,,,96,[ 0.53125],roc_auc,6.0
1407,1407,ho_cort_symm_split,svc_l1,yes,no,COBRE,52.0,partial correlation,yes,,,,96,[ 0.5375],roc_auc,6.0
1408,1408,ho_cort_symm_split,svc_l2,yes,no,COBRE,52.0,partial correlation,yes,,,,96,[ 0.6625],roc_auc,6.0
1409,1409,ho_cort_symm_split,ridge,yes,no,COBRE,52.0,partial correlation,yes,,,,96,[ 0.6625],roc_auc,6.0
1410,1410,ho_cort_symm_split,svc_l1,yes,no,COBRE,52.0,tangent,yes,,,,96,[ 0.571875],roc_auc,6.0
1411,1411,ho_cort_symm_split,svc_l2,yes,no,COBRE,52.0,tangent,yes,,,,96,[ 0.73125],roc_auc,6.0
1412,1412,ho_cort_symm_split,ridge,yes,no,COBRE,52.0,tangent,yes,,,,96,[ 0.728125],roc_auc,6.0
1413,1413,aal_spm12,svc_l1,yes,no,COBRE,52.0,correlation,yes,,,,117,[ 0.715625],roc_auc,6.0
1414,1414,aal_spm12,svc_l2,yes,no,COBRE,52.0,correlation,yes,,,,117,[ 0.696875],roc_auc,6.0
1415,1415,aal_spm12,ridge,yes,no,COBRE,52.0,correlation,yes,,,,117,[ 0.7125],roc_auc,6.0
1416,1416,aal_spm12,svc_l1,yes,no,COBRE,52.0,partial correlation,yes,,,,117,[ 0.575],roc_auc,6.0
1417,1417,aal_spm12,svc_l2,yes,no,COBRE,52.0,partial correlation,yes,,,,117,[ 0.73125],roc_auc,6.0
1418,1418,aal_spm12,ridge,yes,no,COBRE,52.0,partial correlation,yes,,,,117,[ 0.73125],roc_auc,6.0
1419,1419,aal_spm12,svc_l1,yes,no,COBRE,52.0,tangent,yes,,,,117,[ 0.63125],roc_auc,6.0
1420,1420,aal_spm12,svc_l2,yes,no,COBRE,52.0,tangent,yes,,,,117,[ 0.84375],roc_auc,6.0
1421,1421,aal_spm12,ridge,yes,no,COBRE,52.0,tangent,yes,,,,117,[ 0.840625],roc_auc,6.0
1422,1422,basc_scale122,svc_l1,yes,no,COBRE,52.0,correlation,yes,,,,122,[ 0.584375],roc_auc,6.0
1423,1423,basc_scale122,svc_l2,yes,no,COBRE,52.0,correlation,yes,,,,122,[ 0.65],roc_auc,6.0
1424,1424,basc_scale122,ridge,yes,no,COBRE,52.0,correlation,yes,,,,122,[ 0.659375],roc_auc,6.0
1425,1425,basc_scale122,svc_l1,yes,no,COBRE,52.0,partial correlation,yes,,,,122,[ 0.609375],roc_auc,6.0
1426,1426,basc_scale122,svc_l2,yes,no,COBRE,52.0,partial correlation,yes,,,,122,[ 0.759375],roc_auc,6.0
1427,1427,basc_scale122,ridge,yes,no,COBRE,52.0,partial correlation,yes,,,,122,[ 0.759375],roc_auc,6.0
1428,1428,basc_scale122,svc_l1,yes,no,COBRE,52.0,tangent,yes,,,,122,[ 0.79375],roc_auc,6.0
1429,1429,basc_scale122,svc_l2,yes,no,COBRE,52.0,tangent,yes,,,,122,[ 0.8375],roc_auc,6.0
1430,1430,basc_scale122,ridge,yes,no,COBRE,52.0,tangent,yes,,,,122,[ 0.8375],roc_auc,6.0
1431,1431,ho_cort_symm_split,svc_l1,yes,no,COBRE,53.0,correlation,yes,,,,96,[ 0.58125],roc_auc,6.0
1432,1432,ho_cort_symm_split,svc_l2,yes,no,COBRE,53.0,correlation,yes,,,,96,[ 0.559375],roc_auc,6.0
1433,1433,ho_cort_symm_split,ridge,yes,no,COBRE,53.0,correlation,yes,,,,96,[ 0.571875],roc_auc,6.0
1434,1434,ho_cort_symm_split,svc_l1,yes,no,COBRE,53.0,partial correlation,yes,,,,96,[ 0.43125],roc_auc,6.0
1435,1435,ho_cort_symm_split,svc_l2,yes,no,COBRE,53.0,partial correlation,yes,,,,96,[ 0.6125],roc_auc,6.0
1436,1436,ho_cort_symm_split,ridge,yes,no,COBRE,53.0,partial correlation,yes,,,,96,[ 0.609375],roc_auc,6.0
1437,1437,ho_cort_symm_split,svc_l1,yes,no,COBRE,53.0,tangent,yes,,,,96,[ 0.515625],roc_auc,6.0
1438,1438,ho_cort_symm_split,svc_l2,yes,no,COBRE,53.0,tangent,yes,,,,96,[ 0.634375],roc_auc,6.0
1439,1439,ho_cort_symm_split,ridge,yes,no,COBRE,53.0,tangent,yes,,,,96,[ 0.634375],roc_auc,6.0
1440,1440,aal_spm12,svc_l1,yes,no,COBRE,53.0,correlation,yes,,,,117,[ 0.5875],roc_auc,6.0
1441,1441,aal_spm12,svc_l2,yes,no,COBRE,53.0,correlation,yes,,,,117,[ 0.75625],roc_auc,6.0
1442,1442,aal_spm12,ridge,yes,no,COBRE,53.0,correlation,yes,,,,117,[ 0.75],roc_auc,6.0
1443,1443,aal_spm12,svc_l1,yes,no,COBRE,53.0,partial correlation,yes,,,,117,[ 0.615625],roc_auc,6.0
1444,1444,aal_spm12,svc_l2,yes,no,COBRE,53.0,partial correlation,yes,,,,117,[ 0.721875],roc_auc,6.0
1445,1445,aal_spm12,ridge,yes,no,COBRE,53.0,partial correlation,yes,,,,117,[ 0.715625],roc_auc,6.0
1446,1446,aal_spm12,svc_l1,yes,no,COBRE,53.0,tangent,yes,,,,117,[ 0.64375],roc_auc,6.0
1447,1447,aal_spm12,svc_l2,yes,no,COBRE,53.0,tangent,yes,,,,117,[ 0.76875],roc_auc,6.0
1448,1448,aal_spm12,ridge,yes,no,COBRE,53.0,tangent,yes,,,,117,[ 0.76875],roc_auc,6.0
1449,1449,basc_scale122,svc_l1,yes,no,COBRE,53.0,correlation,yes,,,,122,[ 0.6875],roc_auc,6.0
1450,1450,basc_scale122,svc_l2,yes,no,COBRE,53.0,correlation,yes,,,,122,[ 0.78125],roc_auc,6.0
1451,1451,basc_scale122,ridge,yes,no,COBRE,53.0,correlation,yes,,,,122,[ 0.784375],roc_auc,6.0
1452,1452,basc_scale122,svc_l1,yes,no,COBRE,53.0,partial correlation,yes,,,,122,[ 0.48125],roc_auc,6.0
1453,1453,basc_scale122,svc_l2,yes,no,COBRE,53.0,partial correlation,yes,,,,122,[ 0.771875],roc_auc,6.0
1454,1454,basc_scale122,ridge,yes,no,COBRE,53.0,partial correlation,yes,,,,122,[ 0.771875],roc_auc,6.0
1455,1455,basc_scale122,svc_l1,yes,no,COBRE,53.0,tangent,yes,,,,122,[ 0.7],roc_auc,6.0
1456,1456,basc_scale122,svc_l2,yes,no,COBRE,53.0,tangent,yes,,,,122,[ 0.8375],roc_auc,6.0
1457,1457,basc_scale122,ridge,yes,no,COBRE,53.0,tangent,yes,,,,122,[ 0.840625],roc_auc,6.0
1458,1458,ho_cort_symm_split,svc_l1,yes,no,COBRE,54.0,correlation,yes,,,,96,[ 0.65],roc_auc,6.0
1459,1459,ho_cort_symm_split,svc_l2,yes,no,COBRE,54.0,correlation,yes,,,,96,[ 0.721875],roc_auc,6.0
1460,1460,ho_cort_symm_split,ridge,yes,no,COBRE,54.0,correlation,yes,,,,96,[ 0.709375],roc_auc,6.0
1461,1461,ho_cort_symm_split,svc_l1,yes,no,COBRE,54.0,partial correlation,yes,,,,96,[ 0.690625],roc_auc,6.0
1462,1462,ho_cort_symm_split,svc_l2,yes,no,COBRE,54.0,partial correlation,yes,,,,96,[ 0.640625],roc_auc,6.0
1463,1463,ho_cort_symm_split,ridge,yes,no,COBRE,54.0,partial correlation,yes,,,,96,[ 0.6375],roc_auc,6.0
1464,1464,ho_cort_symm_split,svc_l1,yes,no,COBRE,54.0,tangent,yes,,,,96,[ 0.571875],roc_auc,6.0
1465,1465,ho_cort_symm_split,svc_l2,yes,no,COBRE,54.0,tangent,yes,,,,96,[ 0.596875],roc_auc,6.0
1466,1466,ho_cort_symm_split,ridge,yes,no,COBRE,54.0,tangent,yes,,,,96,[ 0.596875],roc_auc,6.0
1467,1467,aal_spm12,svc_l1,yes,no,COBRE,54.0,correlation,yes,,,,117,[ 0.6125],roc_auc,6.0
1468,1468,aal_spm12,svc_l2,yes,no,COBRE,54.0,correlation,yes,,,,117,[ 0.7375],roc_auc,6.0
1469,1469,aal_spm12,ridge,yes,no,COBRE,54.0,correlation,yes,,,,117,[ 0.725],roc_auc,6.0
1470,1470,aal_spm12,svc_l1,yes,no,COBRE,54.0,partial correlation,yes,,,,117,[ 0.465625],roc_auc,6.0
1471,1471,aal_spm12,svc_l2,yes,no,COBRE,54.0,partial correlation,yes,,,,117,[ 0.775],roc_auc,6.0
1472,1472,aal_spm12,ridge,yes,no,COBRE,54.0,partial correlation,yes,,,,117,[ 0.775],roc_auc,6.0
1473,1473,aal_spm12,svc_l1,yes,no,COBRE,54.0,tangent,yes,,,,117,[ 0.625],roc_auc,6.0
1474,1474,aal_spm12,svc_l2,yes,no,COBRE,54.0,tangent,yes,,,,117,[ 0.796875],roc_auc,6.0
1475,1475,aal_spm12,ridge,yes,no,COBRE,54.0,tangent,yes,,,,117,[ 0.796875],roc_auc,6.0
1476,1476,basc_scale122,svc_l1,yes,no,COBRE,54.0,correlation,yes,,,,122,[ 0.665625],roc_auc,6.0
1477,1477,basc_scale122,svc_l2,yes,no,COBRE,54.0,correlation,yes,,,,122,[ 0.75],roc_auc,6.0
1478,1478,basc_scale122,ridge,yes,no,COBRE,54.0,correlation,yes,,,,122,[ 0.7375],roc_auc,6.0
1479,1479,basc_scale122,svc_l1,yes,no,COBRE,54.0,partial correlation,yes,,,,122,[ 0.734375],roc_auc,6.0
1480,1480,basc_scale122,svc_l2,yes,no,COBRE,54.0,partial correlation,yes,,,,122,[ 0.8],roc_auc,6.0
1481,1481,basc_scale122,ridge,yes,no,COBRE,54.0,partial correlation,yes,,,,122,[ 0.8],roc_auc,6.0
1482,1482,basc_scale122,svc_l1,yes,no,COBRE,54.0,tangent,yes,,,,122,[ 0.640625],roc_auc,6.0
1483,1483,basc_scale122,svc_l2,yes,no,COBRE,54.0,tangent,yes,,,,122,[ 0.775],roc_auc,6.0
1484,1484,basc_scale122,ridge,yes,no,COBRE,54.0,tangent,yes,,,,122,[ 0.775],roc_auc,6.0
1485,1485,ho_cort_symm_split,svc_l1,yes,no,COBRE,55.0,correlation,yes,,,,96,[ 0.646875],roc_auc,6.0
1486,1486,ho_cort_symm_split,svc_l2,yes,no,COBRE,55.0,correlation,yes,,,,96,[ 0.61875],roc_auc,6.0
1487,1487,ho_cort_symm_split,ridge,yes,no,COBRE,55.0,correlation,yes,,,,96,[ 0.621875],roc_auc,6.0
1488,1488,ho_cort_symm_split,svc_l1,yes,no,COBRE,55.0,partial correlation,yes,,,,96,[ 0.65],roc_auc,6.0
1489,1489,ho_cort_symm_split,svc_l2,yes,no,COBRE,55.0,partial correlation,yes,,,,96,[ 0.63125],roc_auc,6.0
1490,1490,ho_cort_symm_split,ridge,yes,no,COBRE,55.0,partial correlation,yes,,,,96,[ 0.63125],roc_auc,6.0
1491,1491,ho_cort_symm_split,svc_l1,yes,no,COBRE,55.0,tangent,yes,,,,96,[ 0.61875],roc_auc,6.0
1492,1492,ho_cort_symm_split,svc_l2,yes,no,COBRE,55.0,tangent,yes,,,,96,[ 0.7],roc_auc,6.0
1493,1493,ho_cort_symm_split,ridge,yes,no,COBRE,55.0,tangent,yes,,,,96,[ 0.7],roc_auc,6.0
1494,1494,aal_spm12,svc_l1,yes,no,COBRE,55.0,correlation,yes,,,,117,[ 0.584375],roc_auc,6.0
1495,1495,aal_spm12,svc_l2,yes,no,COBRE,55.0,correlation,yes,,,,117,[ 0.61875],roc_auc,6.0
1496,1496,aal_spm12,ridge,yes,no,COBRE,55.0,correlation,yes,,,,117,[ 0.63125],roc_auc,6.0
1497,1497,aal_spm12,svc_l1,yes,no,COBRE,55.0,partial correlation,yes,,,,117,[ 0.671875],roc_auc,6.0
1498,1498,aal_spm12,svc_l2,yes,no,COBRE,55.0,partial correlation,yes,,,,117,[ 0.703125],roc_auc,6.0
1499,1499,aal_spm12,ridge,yes,no,COBRE,55.0,partial correlation,yes,,,,117,[ 0.70625],roc_auc,6.0
1500,1500,aal_spm12,svc_l1,yes,no,COBRE,55.0,tangent,yes,,,,117,[ 0.653125],roc_auc,6.0
1501,1501,aal_spm12,svc_l2,yes,no,COBRE,55.0,tangent,yes,,,,117,[ 0.7125],roc_auc,6.0
1502,1502,aal_spm12,ridge,yes,no,COBRE,55.0,tangent,yes,,,,117,[ 0.7125],roc_auc,6.0
1503,1503,basc_scale122,svc_l1,yes,no,COBRE,55.0,correlation,yes,,,,122,[ 0.5375],roc_auc,6.0
1504,1504,basc_scale122,svc_l2,yes,no,COBRE,55.0,correlation,yes,,,,122,[ 0.596875],roc_auc,6.0
1505,1505,basc_scale122,ridge,yes,no,COBRE,55.0,correlation,yes,,,,122,[ 0.609375],roc_auc,6.0
1506,1506,basc_scale122,svc_l1,yes,no,COBRE,55.0,partial correlation,yes,,,,122,[ 0.615625],roc_auc,6.0
1507,1507,basc_scale122,svc_l2,yes,no,COBRE,55.0,partial correlation,yes,,,,122,[ 0.690625],roc_auc,6.0
1508,1508,basc_scale122,ridge,yes,no,COBRE,55.0,partial correlation,yes,,,,122,[ 0.690625],roc_auc,6.0
1509,1509,basc_scale122,svc_l1,yes,no,COBRE,55.0,tangent,yes,,,,122,[ 0.728125],roc_auc,6.0
1510,1510,basc_scale122,svc_l2,yes,no,COBRE,55.0,tangent,yes,,,,122,[ 0.734375],roc_auc,6.0
1511,1511,basc_scale122,ridge,yes,no,COBRE,55.0,tangent,yes,,,,122,[ 0.73125],roc_auc,6.0
1512,1512,ho_cort_symm_split,svc_l1,yes,no,COBRE,56.0,correlation,yes,,,,96,[ 0.7125],roc_auc,6.0
1513,1513,ho_cort_symm_split,svc_l2,yes,no,COBRE,56.0,correlation,yes,,,,96,[ 0.725],roc_auc,6.0
1514,1514,ho_cort_symm_split,ridge,yes,no,COBRE,56.0,correlation,yes,,,,96,[ 0.715625],roc_auc,6.0
1515,1515,ho_cort_symm_split,svc_l1,yes,no,COBRE,56.0,partial correlation,yes,,,,96,[ 0.509375],roc_auc,6.0
1516,1516,ho_cort_symm_split,svc_l2,yes,no,COBRE,56.0,partial correlation,yes,,,,96,[ 0.703125],roc_auc,6.0
1517,1517,ho_cort_symm_split,ridge,yes,no,COBRE,56.0,partial correlation,yes,,,,96,[ 0.70625],roc_auc,6.0
1518,1518,ho_cort_symm_split,svc_l1,yes,no,COBRE,56.0,tangent,yes,,,,96,[ 0.665625],roc_auc,6.0
1519,1519,ho_cort_symm_split,svc_l2,yes,no,COBRE,56.0,tangent,yes,,,,96,[ 0.840625],roc_auc,6.0
1520,1520,ho_cort_symm_split,ridge,yes,no,COBRE,56.0,tangent,yes,,,,96,[ 0.8375],roc_auc,6.0
1521,1521,aal_spm12,svc_l1,yes,no,COBRE,56.0,correlation,yes,,,,117,[ 0.640625],roc_auc,6.0
1522,1522,aal_spm12,svc_l2,yes,no,COBRE,56.0,correlation,yes,,,,117,[ 0.68125],roc_auc,6.0
1523,1523,aal_spm12,ridge,yes,no,COBRE,56.0,correlation,yes,,,,117,[ 0.7125],roc_auc,6.0
1524,1524,aal_spm12,svc_l1,yes,no,COBRE,56.0,partial correlation,yes,,,,117,[ 0.55],roc_auc,6.0
1525,1525,aal_spm12,svc_l2,yes,no,COBRE,56.0,partial correlation,yes,,,,117,[ 0.784375],roc_auc,6.0
1526,1526,aal_spm12,ridge,yes,no,COBRE,56.0,partial correlation,yes,,,,117,[ 0.784375],roc_auc,6.0
1527,1527,aal_spm12,svc_l1,yes,no,COBRE,56.0,tangent,yes,,,,117,[ 0.53125],roc_auc,6.0
1528,1528,aal_spm12,svc_l2,yes,no,COBRE,56.0,tangent,yes,,,,117,[ 0.825],roc_auc,6.0
1529,1529,aal_spm12,ridge,yes,no,COBRE,56.0,tangent,yes,,,,117,[ 0.81875],roc_auc,6.0
1530,1530,basc_scale122,svc_l1,yes,no,COBRE,56.0,correlation,yes,,,,122,[ 0.665625],roc_auc,6.0
1531,1531,basc_scale122,svc_l2,yes,no,COBRE,56.0,correlation,yes,,,,122,[ 0.66875],roc_auc,6.0
1532,1532,basc_scale122,ridge,yes,no,COBRE,56.0,correlation,yes,,,,122,[ 0.678125],roc_auc,6.0
1533,1533,basc_scale122,svc_l1,yes,no,COBRE,56.0,partial correlation,yes,,,,122,[ 0.446875],roc_auc,6.0
1534,1534,basc_scale122,svc_l2,yes,no,COBRE,56.0,partial correlation,yes,,,,122,[ 0.784375],roc_auc,6.0
1535,1535,basc_scale122,ridge,yes,no,COBRE,56.0,partial correlation,yes,,,,122,[ 0.784375],roc_auc,6.0
1536,1536,basc_scale122,svc_l1,yes,no,COBRE,56.0,tangent,yes,,,,122,[ 0.771875],roc_auc,6.0
1537,1537,basc_scale122,svc_l2,yes,no,COBRE,56.0,tangent,yes,,,,122,[ 0.865625],roc_auc,6.0
1538,1538,basc_scale122,ridge,yes,no,COBRE,56.0,tangent,yes,,,,122,[ 0.86875],roc_auc,6.0
1539,1539,ho_cort_symm_split,svc_l1,yes,no,COBRE,57.0,correlation,yes,,,,96,[ 0.590625],roc_auc,6.0
