,Unnamed: 0,atlas,classifier,compcor_10,connectome_regress,dataset,iter_shuffle_split,measure,motion_regress,n_clusters,n_components,n_iter,n_regions,scores,scoring,smoothing_fwhm
453,453,ica,svc_l1,yes,no,COBRE,50.0,partial correlation,yes,,40.0,,106,[ 0.8375],roc_auc,6.0
454,454,ica,svc_l2,yes,no,COBRE,50.0,partial correlation,yes,,40.0,,106,[ 0.86875],roc_auc,6.0
455,455,ica,ridge,yes,no,COBRE,50.0,partial correlation,yes,,40.0,,106,[ 0.86875],roc_auc,6.0
456,456,ica,svc_l1,yes,no,COBRE,50.0,tangent,yes,,40.0,,106,[ 0.834375],roc_auc,6.0
457,457,ica,svc_l2,yes,no,COBRE,50.0,tangent,yes,,40.0,,106,[ 0.8375],roc_auc,6.0
458,458,ica,ridge,yes,no,COBRE,50.0,tangent,yes,,40.0,,106,[ 0.840625],roc_auc,6.0
459,459,ica,svc_l1,yes,no,COBRE,51.0,correlation,yes,,40.0,,112,[ 0.73125],roc_auc,6.0
460,460,ica,svc_l2,yes,no,COBRE,51.0,correlation,yes,,40.0,,112,[ 0.79375],roc_auc,6.0
461,461,ica,ridge,yes,no,COBRE,51.0,correlation,yes,,40.0,,112,[ 0.775],roc_auc,6.0
462,462,ica,svc_l1,yes,no,COBRE,51.0,partial correlation,yes,,40.0,,112,[ 0.5625],roc_auc,6.0
463,463,ica,svc_l2,yes,no,COBRE,51.0,partial correlation,yes,,40.0,,112,[ 0.809375],roc_auc,6.0
464,464,ica,ridge,yes,no,COBRE,51.0,partial correlation,yes,,40.0,,112,[ 0.8125],roc_auc,6.0
465,465,ica,svc_l1,yes,no,COBRE,51.0,tangent,yes,,40.0,,112,[ 0.75],roc_auc,6.0
466,466,ica,svc_l2,yes,no,COBRE,51.0,tangent,yes,,40.0,,112,[ 0.896875],roc_auc,6.0
467,467,ica,ridge,yes,no,COBRE,51.0,tangent,yes,,40.0,,112,[ 0.89375],roc_auc,6.0
468,468,ica,svc_l1,yes,no,COBRE,52.0,correlation,yes,,40.0,,104,[ 0.653125],roc_auc,6.0
469,469,ica,svc_l2,yes,no,COBRE,52.0,correlation,yes,,40.0,,104,[ 0.721875],roc_auc,6.0
470,470,ica,ridge,yes,no,COBRE,52.0,correlation,yes,,40.0,,104,[ 0.71875],roc_auc,6.0
471,471,ica,svc_l1,yes,no,COBRE,52.0,partial correlation,yes,,40.0,,104,[ 0.734375],roc_auc,6.0
472,472,ica,svc_l2,yes,no,COBRE,52.0,partial correlation,yes,,40.0,,104,[ 0.765625],roc_auc,6.0
473,473,ica,ridge,yes,no,COBRE,52.0,partial correlation,yes,,40.0,,104,[ 0.765625],roc_auc,6.0
474,474,ica,svc_l1,yes,no,COBRE,52.0,tangent,yes,,40.0,,104,[ 0.778125],roc_auc,6.0
475,475,ica,svc_l2,yes,no,COBRE,52.0,tangent,yes,,40.0,,104,[ 0.859375],roc_auc,6.0
476,476,ica,ridge,yes,no,COBRE,52.0,tangent,yes,,40.0,,104,[ 0.859375],roc_auc,6.0
477,477,ica,svc_l1,yes,no,COBRE,53.0,correlation,yes,,40.0,,107,[ 0.815625],roc_auc,6.0
478,478,ica,svc_l2,yes,no,COBRE,53.0,correlation,yes,,40.0,,107,[ 0.815625],roc_auc,6.0
479,479,ica,ridge,yes,no,COBRE,53.0,correlation,yes,,40.0,,107,[ 0.8125],roc_auc,6.0
480,480,ica,svc_l1,yes,no,COBRE,53.0,partial correlation,yes,,40.0,,107,[ 0.6125],roc_auc,6.0
481,481,ica,svc_l2,yes,no,COBRE,53.0,partial correlation,yes,,40.0,,107,[ 0.903125],roc_auc,6.0
482,482,ica,ridge,yes,no,COBRE,53.0,partial correlation,yes,,40.0,,107,[ 0.903125],roc_auc,6.0
483,483,ica,svc_l1,yes,no,COBRE,53.0,tangent,yes,,40.0,,107,[ 0.790625],roc_auc,6.0
484,484,ica,svc_l2,yes,no,COBRE,53.0,tangent,yes,,40.0,,107,[ 0.878125],roc_auc,6.0
485,485,ica,ridge,yes,no,COBRE,53.0,tangent,yes,,40.0,,107,[ 0.878125],roc_auc,6.0
486,486,ica,svc_l1,yes,no,COBRE,54.0,correlation,yes,,40.0,,113,[ 0.65625],roc_auc,6.0
487,487,ica,svc_l2,yes,no,COBRE,54.0,correlation,yes,,40.0,,113,[ 0.75],roc_auc,6.0
488,488,ica,ridge,yes,no,COBRE,54.0,correlation,yes,,40.0,,113,[ 0.734375],roc_auc,6.0
489,489,ica,svc_l1,yes,no,COBRE,54.0,partial correlation,yes,,40.0,,113,[ 0.590625],roc_auc,6.0
490,490,ica,svc_l2,yes,no,COBRE,54.0,partial correlation,yes,,40.0,,113,[ 0.7875],roc_auc,6.0
491,491,ica,ridge,yes,no,COBRE,54.0,partial correlation,yes,,40.0,,113,[ 0.7875],roc_auc,6.0
492,492,ica,svc_l1,yes,no,COBRE,54.0,tangent,yes,,40.0,,113,[ 0.628125],roc_auc,6.0
493,493,ica,svc_l2,yes,no,COBRE,54.0,tangent,yes,,40.0,,113,[ 0.796875],roc_auc,6.0
494,494,ica,ridge,yes,no,COBRE,54.0,tangent,yes,,40.0,,113,[ 0.79375],roc_auc,6.0
495,495,ica,svc_l1,yes,no,COBRE,55.0,correlation,yes,,40.0,,98,[ 0.5875],roc_auc,6.0
496,496,ica,svc_l2,yes,no,COBRE,55.0,correlation,yes,,40.0,,98,[ 0.7],roc_auc,6.0
497,497,ica,ridge,yes,no,COBRE,55.0,correlation,yes,,40.0,,98,[ 0.6875],roc_auc,6.0
498,498,ica,svc_l1,yes,no,COBRE,55.0,partial correlation,yes,,40.0,,98,[ 0.68125],roc_auc,6.0
499,499,ica,svc_l2,yes,no,COBRE,55.0,partial correlation,yes,,40.0,,98,[ 0.640625],roc_auc,6.0
500,500,ica,ridge,yes,no,COBRE,55.0,partial correlation,yes,,40.0,,98,[ 0.640625],roc_auc,6.0
501,501,ica,svc_l1,yes,no,COBRE,55.0,tangent,yes,,40.0,,98,[ 0.734375],roc_auc,6.0
502,502,ica,svc_l2,yes,no,COBRE,55.0,tangent,yes,,40.0,,98,[ 0.690625],roc_auc,6.0
503,503,ica,ridge,yes,no,COBRE,55.0,tangent,yes,,40.0,,98,[ 0.6875],roc_auc,6.0
504,504,ica,svc_l1,yes,no,COBRE,56.0,correlation,yes,,40.0,,107,[ 0.521875],roc_auc,6.0
505,505,ica,svc_l2,yes,no,COBRE,56.0,correlation,yes,,40.0,,107,[ 0.68125],roc_auc,6.0
506,506,ica,ridge,yes,no,COBRE,56.0,correlation,yes,,40.0,,107,[ 0.68125],roc_auc,6.0
507,507,ica,svc_l1,yes,no,COBRE,56.0,partial correlation,yes,,40.0,,107,[ 0.490625],roc_auc,6.0
508,508,ica,svc_l2,yes,no,COBRE,56.0,partial correlation,yes,,40.0,,107,[ 0.796875],roc_auc,6.0
509,509,ica,ridge,yes,no,COBRE,56.0,partial correlation,yes,,40.0,,107,[ 0.796875],roc_auc,6.0
510,510,ica,svc_l1,yes,no,COBRE,56.0,tangent,yes,,40.0,,107,[ 0.596875],roc_auc,6.0
511,511,ica,svc_l2,yes,no,COBRE,56.0,tangent,yes,,40.0,,107,[ 0.821875],roc_auc,6.0
512,512,ica,ridge,yes,no,COBRE,56.0,tangent,yes,,40.0,,107,[ 0.825],roc_auc,6.0
513,513,ica,svc_l1,yes,no,COBRE,57.0,correlation,yes,,40.0,,109,[ 0.66875],roc_auc,6.0
514,514,ica,svc_l2,yes,no,COBRE,57.0,correlation,yes,,40.0,,109,[ 0.759375],roc_auc,6.0
515,515,ica,ridge,yes,no,COBRE,57.0,correlation,yes,,40.0,,109,[ 0.753125],roc_auc,6.0
516,516,ica,svc_l1,yes,no,COBRE,57.0,partial correlation,yes,,40.0,,109,[ 0.534375],roc_auc,6.0
517,517,ica,svc_l2,yes,no,COBRE,57.0,partial correlation,yes,,40.0,,109,[ 0.60625],roc_auc,6.0
518,518,ica,ridge,yes,no,COBRE,57.0,partial correlation,yes,,40.0,,109,[ 0.609375],roc_auc,6.0
519,519,ica,svc_l1,yes,no,COBRE,57.0,tangent,yes,,40.0,,109,[ 0.665625],roc_auc,6.0
520,520,ica,svc_l2,yes,no,COBRE,57.0,tangent,yes,,40.0,,109,[ 0.771875],roc_auc,6.0
521,521,ica,ridge,yes,no,COBRE,57.0,tangent,yes,,40.0,,109,[ 0.765625],roc_auc,6.0
522,522,ica,svc_l1,yes,no,COBRE,58.0,correlation,yes,,40.0,,99,[ 0.665625],roc_auc,6.0
523,523,ica,svc_l2,yes,no,COBRE,58.0,correlation,yes,,40.0,,99,[ 0.8375],roc_auc,6.0
524,524,ica,ridge,yes,no,COBRE,58.0,correlation,yes,,40.0,,99,[ 0.828125],roc_auc,6.0
525,525,ica,svc_l1,yes,no,COBRE,58.0,partial correlation,yes,,40.0,,99,[ 0.45625],roc_auc,6.0
526,526,ica,svc_l2,yes,no,COBRE,58.0,partial correlation,yes,,40.0,,99,[ 0.625],roc_auc,6.0
527,527,ica,ridge,yes,no,COBRE,58.0,partial correlation,yes,,40.0,,99,[ 0.621875],roc_auc,6.0
528,528,ica,svc_l1,yes,no,COBRE,58.0,tangent,yes,,40.0,,99,[ 0.615625],roc_auc,6.0
529,529,ica,svc_l2,yes,no,COBRE,58.0,tangent,yes,,40.0,,99,[ 0.83125],roc_auc,6.0
530,530,ica,ridge,yes,no,COBRE,58.0,tangent,yes,,40.0,,99,[ 0.828125],roc_auc,6.0
531,531,ica,svc_l1,yes,no,COBRE,59.0,correlation,yes,,40.0,,112,[ 0.596875],roc_auc,6.0
532,532,ica,svc_l2,yes,no,COBRE,59.0,correlation,yes,,40.0,,112,[ 0.71875],roc_auc,6.0
533,533,ica,ridge,yes,no,COBRE,59.0,correlation,yes,,40.0,,112,[ 0.715625],roc_auc,6.0
534,534,ica,svc_l1,yes,no,COBRE,59.0,partial correlation,yes,,40.0,,112,[ 0.75625],roc_auc,6.0
535,535,ica,svc_l2,yes,no,COBRE,59.0,partial correlation,yes,,40.0,,112,[ 0.796875],roc_auc,6.0
536,536,ica,ridge,yes,no,COBRE,59.0,partial correlation,yes,,40.0,,112,[ 0.796875],roc_auc,6.0
537,537,ica,svc_l1,yes,no,COBRE,59.0,tangent,yes,,40.0,,112,[ 0.81875],roc_auc,6.0
538,538,ica,svc_l2,yes,no,COBRE,59.0,tangent,yes,,40.0,,112,[ 0.840625],roc_auc,6.0
539,539,ica,ridge,yes,no,COBRE,59.0,tangent,yes,,40.0,,112,[ 0.840625],roc_auc,6.0
540,540,ica,svc_l1,yes,no,COBRE,60.0,correlation,yes,,40.0,,108,[ 0.8375],roc_auc,6.0
541,541,ica,svc_l2,yes,no,COBRE,60.0,correlation,yes,,40.0,,108,[ 0.80625],roc_auc,6.0
542,542,ica,ridge,yes,no,COBRE,60.0,correlation,yes,,40.0,,108,[ 0.796875],roc_auc,6.0
543,543,ica,svc_l1,yes,no,COBRE,60.0,partial correlation,yes,,40.0,,108,[ 0.7625],roc_auc,6.0
544,544,ica,svc_l2,yes,no,COBRE,60.0,partial correlation,yes,,40.0,,108,[ 0.778125],roc_auc,6.0
545,545,ica,ridge,yes,no,COBRE,60.0,partial correlation,yes,,40.0,,108,[ 0.778125],roc_auc,6.0
546,546,ica,svc_l1,yes,no,COBRE,60.0,tangent,yes,,40.0,,108,[ 0.803125],roc_auc,6.0
547,547,ica,svc_l2,yes,no,COBRE,60.0,tangent,yes,,40.0,,108,[ 0.878125],roc_auc,6.0
548,548,ica,ridge,yes,no,COBRE,60.0,tangent,yes,,40.0,,108,[ 0.875],roc_auc,6.0
549,549,ica,svc_l1,yes,no,COBRE,61.0,correlation,yes,,40.0,,107,[ 0.721875],roc_auc,6.0
550,550,ica,svc_l2,yes,no,COBRE,61.0,correlation,yes,,40.0,,107,[ 0.725],roc_auc,6.0
551,551,ica,ridge,yes,no,COBRE,61.0,correlation,yes,,40.0,,107,[ 0.703125],roc_auc,6.0
552,552,ica,svc_l1,yes,no,COBRE,61.0,partial correlation,yes,,40.0,,107,[ 0.609375],roc_auc,6.0
553,553,ica,svc_l2,yes,no,COBRE,61.0,partial correlation,yes,,40.0,,107,[ 0.73125],roc_auc,6.0
554,554,ica,ridge,yes,no,COBRE,61.0,partial correlation,yes,,40.0,,107,[ 0.73125],roc_auc,6.0
555,555,ica,svc_l1,yes,no,COBRE,61.0,tangent,yes,,40.0,,107,[ 0.609375],roc_auc,6.0
556,556,ica,svc_l2,yes,no,COBRE,61.0,tangent,yes,,40.0,,107,[ 0.7375],roc_auc,6.0
557,557,ica,ridge,yes,no,COBRE,61.0,tangent,yes,,40.0,,107,[ 0.7375],roc_auc,6.0
558,558,ica,svc_l1,yes,no,COBRE,62.0,correlation,yes,,40.0,,114,[ 0.653125],roc_auc,6.0
559,559,ica,svc_l2,yes,no,COBRE,62.0,correlation,yes,,40.0,,114,[ 0.7875],roc_auc,6.0
560,560,ica,ridge,yes,no,COBRE,62.0,correlation,yes,,40.0,,114,[ 0.76875],roc_auc,6.0
561,561,ica,svc_l1,yes,no,COBRE,62.0,partial correlation,yes,,40.0,,114,[ 0.659375],roc_auc,6.0
562,562,ica,svc_l2,yes,no,COBRE,62.0,partial correlation,yes,,40.0,,114,[ 0.884375],roc_auc,6.0
563,563,ica,ridge,yes,no,COBRE,62.0,partial correlation,yes,,40.0,,114,[ 0.8875],roc_auc,6.0
564,564,ica,svc_l1,yes,no,COBRE,62.0,tangent,yes,,40.0,,114,[ 0.7375],roc_auc,6.0
565,565,ica,svc_l2,yes,no,COBRE,62.0,tangent,yes,,40.0,,114,[ 0.940625],roc_auc,6.0
566,566,ica,ridge,yes,no,COBRE,62.0,tangent,yes,,40.0,,114,[ 0.940625],roc_auc,6.0
567,567,ica,svc_l1,yes,no,COBRE,63.0,correlation,yes,,40.0,,101,[ 0.696875],roc_auc,6.0
568,568,ica,svc_l2,yes,no,COBRE,63.0,correlation,yes,,40.0,,101,[ 0.75625],roc_auc,6.0
569,569,ica,ridge,yes,no,COBRE,63.0,correlation,yes,,40.0,,101,[ 0.75],roc_auc,6.0
570,570,ica,svc_l1,yes,no,COBRE,63.0,partial correlation,yes,,40.0,,101,[ 0.609375],roc_auc,6.0
571,571,ica,svc_l2,yes,no,COBRE,63.0,partial correlation,yes,,40.0,,101,[ 0.79375],roc_auc,6.0
572,572,ica,ridge,yes,no,COBRE,63.0,partial correlation,yes,,40.0,,101,[ 0.79375],roc_auc,6.0
573,573,ica,svc_l1,yes,no,COBRE,63.0,tangent,yes,,40.0,,101,[ 0.73125],roc_auc,6.0
574,574,ica,svc_l2,yes,no,COBRE,63.0,tangent,yes,,40.0,,101,[ 0.840625],roc_auc,6.0
575,575,ica,ridge,yes,no,COBRE,63.0,tangent,yes,,40.0,,101,[ 0.840625],roc_auc,6.0
576,576,ica,svc_l1,yes,no,COBRE,64.0,correlation,yes,,40.0,,106,[ 0.725],roc_auc,6.0
577,577,ica,svc_l2,yes,no,COBRE,64.0,correlation,yes,,40.0,,106,[ 0.8],roc_auc,6.0
578,578,ica,ridge,yes,no,COBRE,64.0,correlation,yes,,40.0,,106,[ 0.8],roc_auc,6.0
579,579,ica,svc_l1,yes,no,COBRE,64.0,partial correlation,yes,,40.0,,106,[ 0.53125],roc_auc,6.0
580,580,ica,svc_l2,yes,no,COBRE,64.0,partial correlation,yes,,40.0,,106,[ 0.778125],roc_auc,6.0
581,581,ica,ridge,yes,no,COBRE,64.0,partial correlation,yes,,40.0,,106,[ 0.778125],roc_auc,6.0
582,582,ica,svc_l1,yes,no,COBRE,64.0,tangent,yes,,40.0,,106,[ 0.6875],roc_auc,6.0
583,583,ica,svc_l2,yes,no,COBRE,64.0,tangent,yes,,40.0,,106,[ 0.821875],roc_auc,6.0
584,584,ica,ridge,yes,no,COBRE,64.0,tangent,yes,,40.0,,106,[ 0.821875],roc_auc,6.0
585,585,ica,svc_l1,yes,no,COBRE,65.0,correlation,yes,,40.0,,106,[ 0.725],roc_auc,6.0
586,586,ica,svc_l2,yes,no,COBRE,65.0,correlation,yes,,40.0,,106,[ 0.78125],roc_auc,6.0
587,587,ica,ridge,yes,no,COBRE,65.0,correlation,yes,,40.0,,106,[ 0.778125],roc_auc,6.0
588,588,ica,svc_l1,yes,no,COBRE,65.0,partial correlation,yes,,40.0,,106,[ 0.646875],roc_auc,6.0
589,589,ica,svc_l2,yes,no,COBRE,65.0,partial correlation,yes,,40.0,,106,[ 0.83125],roc_auc,6.0
590,590,ica,ridge,yes,no,COBRE,65.0,partial correlation,yes,,40.0,,106,[ 0.83125],roc_auc,6.0
591,591,ica,svc_l1,yes,no,COBRE,65.0,tangent,yes,,40.0,,106,[ 0.69375],roc_auc,6.0
592,592,ica,svc_l2,yes,no,COBRE,65.0,tangent,yes,,40.0,,106,[ 0.85],roc_auc,6.0
593,593,ica,ridge,yes,no,COBRE,65.0,tangent,yes,,40.0,,106,[ 0.853125],roc_auc,6.0
594,594,ica,svc_l1,yes,no,COBRE,66.0,correlation,yes,,40.0,,108,[ 0.75625],roc_auc,6.0
595,595,ica,svc_l2,yes,no,COBRE,66.0,correlation,yes,,40.0,,108,[ 0.896875],roc_auc,6.0
596,596,ica,ridge,yes,no,COBRE,66.0,correlation,yes,,40.0,,108,[ 0.890625],roc_auc,6.0
597,597,ica,svc_l1,yes,no,COBRE,66.0,partial correlation,yes,,40.0,,108,[ 0.571875],roc_auc,6.0
598,598,ica,svc_l2,yes,no,COBRE,66.0,partial correlation,yes,,40.0,,108,[ 0.815625],roc_auc,6.0
599,599,ica,ridge,yes,no,COBRE,66.0,partial correlation,yes,,40.0,,108,[ 0.815625],roc_auc,6.0
600,600,ica,svc_l1,yes,no,COBRE,66.0,tangent,yes,,40.0,,108,[ 0.8125],roc_auc,6.0
601,601,ica,svc_l2,yes,no,COBRE,66.0,tangent,yes,,40.0,,108,[ 0.9375],roc_auc,6.0
602,602,ica,ridge,yes,no,COBRE,66.0,tangent,yes,,40.0,,108,[ 0.940625],roc_auc,6.0
603,603,ica,svc_l1,yes,no,COBRE,67.0,correlation,yes,,40.0,,108,[ 0.734375],roc_auc,6.0
604,604,ica,svc_l2,yes,no,COBRE,67.0,correlation,yes,,40.0,,108,[ 0.725],roc_auc,6.0
605,605,ica,ridge,yes,no,COBRE,67.0,correlation,yes,,40.0,,108,[ 0.7375],roc_auc,6.0
606,606,ica,svc_l1,yes,no,COBRE,67.0,partial correlation,yes,,40.0,,108,[ 0.625],roc_auc,6.0
607,607,ica,svc_l2,yes,no,COBRE,67.0,partial correlation,yes,,40.0,,108,[ 0.71875],roc_auc,6.0
608,608,ica,ridge,yes,no,COBRE,67.0,partial correlation,yes,,40.0,,108,[ 0.71875],roc_auc,6.0
609,609,ica,svc_l1,yes,no,COBRE,67.0,tangent,yes,,40.0,,108,[ 0.646875],roc_auc,6.0
610,610,ica,svc_l2,yes,no,COBRE,67.0,tangent,yes,,40.0,,108,[ 0.7875],roc_auc,6.0
611,611,ica,ridge,yes,no,COBRE,67.0,tangent,yes,,40.0,,108,[ 0.7875],roc_auc,6.0
612,612,ica,svc_l1,yes,no,COBRE,68.0,correlation,yes,,40.0,,99,[ 0.634375],roc_auc,6.0
613,613,ica,svc_l2,yes,no,COBRE,68.0,correlation,yes,,40.0,,99,[ 0.775],roc_auc,6.0
614,614,ica,ridge,yes,no,COBRE,68.0,correlation,yes,,40.0,,99,[ 0.765625],roc_auc,6.0
615,615,ica,svc_l1,yes,no,COBRE,68.0,partial correlation,yes,,40.0,,99,[ 0.49375],roc_auc,6.0
616,616,ica,svc_l2,yes,no,COBRE,68.0,partial correlation,yes,,40.0,,99,[ 0.803125],roc_auc,6.0
617,617,ica,ridge,yes,no,COBRE,68.0,partial correlation,yes,,40.0,,99,[ 0.803125],roc_auc,6.0
618,618,ica,svc_l1,yes,no,COBRE,68.0,tangent,yes,,40.0,,99,[ 0.64375],roc_auc,6.0
619,619,ica,svc_l2,yes,no,COBRE,68.0,tangent,yes,,40.0,,99,[ 0.896875],roc_auc,6.0
620,620,ica,ridge,yes,no,COBRE,68.0,tangent,yes,,40.0,,99,[ 0.89375],roc_auc,6.0
621,621,ica,svc_l1,yes,no,COBRE,69.0,correlation,yes,,40.0,,108,[ 0.821875],roc_auc,6.0
622,622,ica,svc_l2,yes,no,COBRE,69.0,correlation,yes,,40.0,,108,[ 0.88125],roc_auc,6.0
623,623,ica,ridge,yes,no,COBRE,69.0,correlation,yes,,40.0,,108,[ 0.88125],roc_auc,6.0
624,624,ica,svc_l1,yes,no,COBRE,69.0,partial correlation,yes,,40.0,,108,[ 0.625],roc_auc,6.0
625,625,ica,svc_l2,yes,no,COBRE,69.0,partial correlation,yes,,40.0,,108,[ 0.8125],roc_auc,6.0
626,626,ica,ridge,yes,no,COBRE,69.0,partial correlation,yes,,40.0,,108,[ 0.8125],roc_auc,6.0
627,627,ica,svc_l1,yes,no,COBRE,69.0,tangent,yes,,40.0,,108,[ 0.734375],roc_auc,6.0
628,628,ica,svc_l2,yes,no,COBRE,69.0,tangent,yes,,40.0,,108,[ 0.9125],roc_auc,6.0
629,629,ica,ridge,yes,no,COBRE,69.0,tangent,yes,,40.0,,108,[ 0.9125],roc_auc,6.0
630,630,ica,svc_l1,yes,no,COBRE,70.0,correlation,yes,,40.0,,103,[ 0.690625],roc_auc,6.0
631,631,ica,svc_l2,yes,no,COBRE,70.0,correlation,yes,,40.0,,103,[ 0.7375],roc_auc,6.0
632,632,ica,ridge,yes,no,COBRE,70.0,correlation,yes,,40.0,,103,[ 0.73125],roc_auc,6.0
633,633,ica,svc_l1,yes,no,COBRE,70.0,partial correlation,yes,,40.0,,103,[ 0.565625],roc_auc,6.0
634,634,ica,svc_l2,yes,no,COBRE,70.0,partial correlation,yes,,40.0,,103,[ 0.896875],roc_auc,6.0
635,635,ica,ridge,yes,no,COBRE,70.0,partial correlation,yes,,40.0,,103,[ 0.89375],roc_auc,6.0
636,636,ica,svc_l1,yes,no,COBRE,70.0,tangent,yes,,40.0,,103,[ 0.765625],roc_auc,6.0
637,637,ica,svc_l2,yes,no,COBRE,70.0,tangent,yes,,40.0,,103,[ 0.909375],roc_auc,6.0
638,638,ica,ridge,yes,no,COBRE,70.0,tangent,yes,,40.0,,103,[ 0.909375],roc_auc,6.0
639,639,ica,svc_l1,yes,no,COBRE,71.0,correlation,yes,,40.0,,108,[ 0.79375],roc_auc,6.0
640,640,ica,svc_l2,yes,no,COBRE,71.0,correlation,yes,,40.0,,108,[ 0.8],roc_auc,6.0
641,641,ica,ridge,yes,no,COBRE,71.0,correlation,yes,,40.0,,108,[ 0.80625],roc_auc,6.0
642,642,ica,svc_l1,yes,no,COBRE,71.0,partial correlation,yes,,40.0,,108,[ 0.53125],roc_auc,6.0
643,643,ica,svc_l2,yes,no,COBRE,71.0,partial correlation,yes,,40.0,,108,[ 0.909375],roc_auc,6.0
644,644,ica,ridge,yes,no,COBRE,71.0,partial correlation,yes,,40.0,,108,[ 0.909375],roc_auc,6.0
645,645,ica,svc_l1,yes,no,COBRE,71.0,tangent,yes,,40.0,,108,[ 0.7875],roc_auc,6.0
646,646,ica,svc_l2,yes,no,COBRE,71.0,tangent,yes,,40.0,,108,[ 0.9],roc_auc,6.0
647,647,ica,ridge,yes,no,COBRE,71.0,tangent,yes,,40.0,,108,[ 0.9],roc_auc,6.0
648,648,ica,svc_l1,yes,no,COBRE,72.0,correlation,yes,,40.0,,109,[ 0.590625],roc_auc,6.0
649,649,ica,svc_l2,yes,no,COBRE,72.0,correlation,yes,,40.0,,109,[ 0.6625],roc_auc,6.0
650,650,ica,ridge,yes,no,COBRE,72.0,correlation,yes,,40.0,,109,[ 0.659375],roc_auc,6.0
651,651,ica,svc_l1,yes,no,COBRE,72.0,partial correlation,yes,,40.0,,109,[ 0.621875],roc_auc,6.0
652,652,ica,svc_l2,yes,no,COBRE,72.0,partial correlation,yes,,40.0,,109,[ 0.7625],roc_auc,6.0
653,653,ica,ridge,yes,no,COBRE,72.0,partial correlation,yes,,40.0,,109,[ 0.7625],roc_auc,6.0
654,654,ica,svc_l1,yes,no,COBRE,72.0,tangent,yes,,40.0,,109,[ 0.546875],roc_auc,6.0
655,655,ica,svc_l2,yes,no,COBRE,72.0,tangent,yes,,40.0,,109,[ 0.796875],roc_auc,6.0
656,656,ica,ridge,yes,no,COBRE,72.0,tangent,yes,,40.0,,109,[ 0.796875],roc_auc,6.0
657,657,ica,svc_l1,yes,no,COBRE,73.0,correlation,yes,,40.0,,100,[ 0.528125],roc_auc,6.0
658,658,ica,svc_l2,yes,no,COBRE,73.0,correlation,yes,,40.0,,100,[ 0.603125],roc_auc,6.0
659,659,ica,ridge,yes,no,COBRE,73.0,correlation,yes,,40.0,,100,[ 0.5875],roc_auc,6.0
660,660,ica,svc_l1,yes,no,COBRE,73.0,partial correlation,yes,,40.0,,100,[ 0.7625],roc_auc,6.0
661,661,ica,svc_l2,yes,no,COBRE,73.0,partial correlation,yes,,40.0,,100,[ 0.81875],roc_auc,6.0
662,662,ica,ridge,yes,no,COBRE,73.0,partial correlation,yes,,40.0,,100,[ 0.81875],roc_auc,6.0
663,663,ica,svc_l1,yes,no,COBRE,73.0,tangent,yes,,40.0,,100,[ 0.7125],roc_auc,6.0
664,664,ica,svc_l2,yes,no,COBRE,73.0,tangent,yes,,40.0,,100,[ 0.778125],roc_auc,6.0
665,665,ica,ridge,yes,no,COBRE,73.0,tangent,yes,,40.0,,100,[ 0.78125],roc_auc,6.0
666,666,ica,svc_l1,yes,no,COBRE,74.0,correlation,yes,,40.0,,105,[ 0.85],roc_auc,6.0
667,667,ica,svc_l2,yes,no,COBRE,74.0,correlation,yes,,40.0,,105,[ 0.815625],roc_auc,6.0
668,668,ica,ridge,yes,no,COBRE,74.0,correlation,yes,,40.0,,105,[ 0.81875],roc_auc,6.0
669,669,ica,svc_l1,yes,no,COBRE,74.0,partial correlation,yes,,40.0,,105,[ 0.65625],roc_auc,6.0
670,670,ica,svc_l2,yes,no,COBRE,74.0,partial correlation,yes,,40.0,,105,[ 0.8375],roc_auc,6.0
671,671,ica,ridge,yes,no,COBRE,74.0,partial correlation,yes,,40.0,,105,[ 0.8375],roc_auc,6.0
672,672,ica,svc_l1,yes,no,COBRE,74.0,tangent,yes,,40.0,,105,[ 0.65625],roc_auc,6.0
673,673,ica,svc_l2,yes,no,COBRE,74.0,tangent,yes,,40.0,,105,[ 0.86875],roc_auc,6.0
674,674,ica,ridge,yes,no,COBRE,74.0,tangent,yes,,40.0,,105,[ 0.865625],roc_auc,6.0
675,675,ica,svc_l1,yes,no,COBRE,75.0,correlation,yes,,40.0,,107,[ 0.671875],roc_auc,6.0
676,676,ica,svc_l2,yes,no,COBRE,75.0,correlation,yes,,40.0,,107,[ 0.6375],roc_auc,6.0
677,677,ica,ridge,yes,no,COBRE,75.0,correlation,yes,,40.0,,107,[ 0.640625],roc_auc,6.0
678,678,ica,svc_l1,yes,no,COBRE,75.0,partial correlation,yes,,40.0,,107,[ 0.521875],roc_auc,6.0
679,679,ica,svc_l2,yes,no,COBRE,75.0,partial correlation,yes,,40.0,,107,[ 0.828125],roc_auc,6.0
680,680,ica,ridge,yes,no,COBRE,75.0,partial correlation,yes,,40.0,,107,[ 0.828125],roc_auc,6.0
681,681,ica,svc_l1,yes,no,COBRE,75.0,tangent,yes,,40.0,,107,[ 0.653125],roc_auc,6.0
682,682,ica,svc_l2,yes,no,COBRE,75.0,tangent,yes,,40.0,,107,[ 0.81875],roc_auc,6.0
683,683,ica,ridge,yes,no,COBRE,75.0,tangent,yes,,40.0,,107,[ 0.815625],roc_auc,6.0
684,684,ica,svc_l1,yes,no,COBRE,76.0,correlation,yes,,40.0,,107,[ 0.678125],roc_auc,6.0
