,atlas,classifier,dataset,measure,scores
483,aal_spm12,svc_l1,acpi,tangent,0.68359375
484,aal_spm12,svc_l2,acpi,tangent,0.60546875
485,aal_spm12,ridge,acpi,tangent,0.6015625
486,aal_spm12,svc_l1,acpi,correlation,0.515625
487,aal_spm12,svc_l2,acpi,correlation,0.46484375
488,aal_spm12,ridge,acpi,correlation,0.453125
489,aal_spm12,svc_l1,acpi,partial correlation,0.50390625
490,aal_spm12,svc_l2,acpi,partial correlation,0.46484375
491,aal_spm12,ridge,acpi,partial correlation,0.4453125
492,aal_spm12,svc_l1,acpi,tangent,0.4765625
493,aal_spm12,svc_l2,acpi,tangent,0.46484375
494,aal_spm12,ridge,acpi,tangent,0.47265625
495,aal_spm12,svc_l1,acpi,correlation,0.42578125
496,aal_spm12,svc_l2,acpi,correlation,0.44140625
497,aal_spm12,ridge,acpi,correlation,0.4375
498,aal_spm12,svc_l1,acpi,partial correlation,0.546875
499,aal_spm12,svc_l2,acpi,partial correlation,0.50390625
500,aal_spm12,ridge,acpi,partial correlation,0.4921875
501,aal_spm12,svc_l1,acpi,tangent,0.390625
502,aal_spm12,svc_l2,acpi,tangent,0.44921875
503,aal_spm12,ridge,acpi,tangent,0.44140625
504,aal_spm12,svc_l1,acpi,correlation,0.4296875
505,aal_spm12,svc_l2,acpi,correlation,0.515625
506,aal_spm12,ridge,acpi,correlation,0.51953125
507,aal_spm12,svc_l1,acpi,partial correlation,0.60546875
508,aal_spm12,svc_l2,acpi,partial correlation,0.5234375
509,aal_spm12,ridge,acpi,partial correlation,0.51953125
510,aal_spm12,svc_l1,acpi,tangent,0.7109375
511,aal_spm12,svc_l2,acpi,tangent,0.5390625
512,aal_spm12,ridge,acpi,tangent,0.54296875
513,aal_spm12,svc_l1,acpi,correlation,0.14453125
514,aal_spm12,svc_l2,acpi,correlation,0.23046875
515,aal_spm12,ridge,acpi,correlation,0.20703125
516,aal_spm12,svc_l1,acpi,partial correlation,0.61328125
517,aal_spm12,svc_l2,acpi,partial correlation,0.54296875
518,aal_spm12,ridge,acpi,partial correlation,0.52734375
519,aal_spm12,svc_l1,acpi,tangent,0.55859375
520,aal_spm12,svc_l2,acpi,tangent,0.44921875
521,aal_spm12,ridge,acpi,tangent,0.4375
522,aal_spm12,svc_l1,acpi,correlation,0.4140625
523,aal_spm12,svc_l2,acpi,correlation,0.40234375
524,aal_spm12,ridge,acpi,correlation,0.41015625
525,aal_spm12,svc_l1,acpi,partial correlation,0.4921875
526,aal_spm12,svc_l2,acpi,partial correlation,0.578125
527,aal_spm12,ridge,acpi,partial correlation,0.57421875
528,aal_spm12,svc_l1,acpi,tangent,0.5
529,aal_spm12,svc_l2,acpi,tangent,0.51953125
530,aal_spm12,ridge,acpi,tangent,0.5234375
531,aal_spm12,svc_l1,acpi,correlation,0.60546875
532,aal_spm12,svc_l2,acpi,correlation,0.61328125
533,aal_spm12,ridge,acpi,correlation,0.671875
534,aal_spm12,svc_l1,acpi,partial correlation,0.7578125
535,aal_spm12,svc_l2,acpi,partial correlation,0.75390625
536,aal_spm12,ridge,acpi,partial correlation,0.7578125
537,aal_spm12,svc_l1,acpi,tangent,0.6875
538,aal_spm12,svc_l2,acpi,tangent,0.75390625
539,aal_spm12,ridge,acpi,tangent,0.76171875
540,aal_spm12,svc_l1,acpi,correlation,0.390625
541,aal_spm12,svc_l2,acpi,correlation,0.390625
542,aal_spm12,ridge,acpi,correlation,0.390625
543,aal_spm12,svc_l1,acpi,partial correlation,0.51953125
544,aal_spm12,svc_l2,acpi,partial correlation,0.68359375
545,aal_spm12,ridge,acpi,partial correlation,0.6875
546,aal_spm12,svc_l1,acpi,tangent,0.57421875
547,aal_spm12,svc_l2,acpi,tangent,0.5859375
548,aal_spm12,ridge,acpi,tangent,0.59375
549,aal_spm12,svc_l1,acpi,correlation,0.234375
550,aal_spm12,svc_l2,acpi,correlation,0.26953125
551,aal_spm12,ridge,acpi,correlation,0.265625
552,aal_spm12,svc_l1,acpi,partial correlation,0.49609375
553,aal_spm12,svc_l2,acpi,partial correlation,0.546875
554,aal_spm12,ridge,acpi,partial correlation,0.546875
555,aal_spm12,svc_l1,acpi,tangent,0.4609375
556,aal_spm12,svc_l2,acpi,tangent,0.51171875
557,aal_spm12,ridge,acpi,tangent,0.50390625
558,aal_spm12,svc_l1,acpi,correlation,0.39453125
559,aal_spm12,svc_l2,acpi,correlation,0.40234375
560,aal_spm12,ridge,acpi,correlation,0.421875
561,aal_spm12,svc_l1,acpi,partial correlation,0.6015625
562,aal_spm12,svc_l2,acpi,partial correlation,0.6484375
563,aal_spm12,ridge,acpi,partial correlation,0.65234375
564,aal_spm12,svc_l1,acpi,tangent,0.59375
565,aal_spm12,svc_l2,acpi,tangent,0.5859375
566,aal_spm12,ridge,acpi,tangent,0.5859375
567,aal_spm12,svc_l1,acpi,correlation,0.54296875
568,aal_spm12,svc_l2,acpi,correlation,0.484375
569,aal_spm12,ridge,acpi,correlation,0.4765625
570,aal_spm12,svc_l1,acpi,partial correlation,0.39453125
571,aal_spm12,svc_l2,acpi,partial correlation,0.48828125
572,aal_spm12,ridge,acpi,partial correlation,0.48828125
573,aal_spm12,svc_l1,acpi,tangent,0.61328125
574,aal_spm12,svc_l2,acpi,tangent,0.546875
575,aal_spm12,ridge,acpi,tangent,0.54296875
576,aal_spm12,svc_l1,acpi,correlation,0.57421875
577,aal_spm12,svc_l2,acpi,correlation,0.43359375
578,aal_spm12,ridge,acpi,correlation,0.4375
579,aal_spm12,svc_l1,acpi,partial correlation,0.66015625
580,aal_spm12,svc_l2,acpi,partial correlation,0.5
581,aal_spm12,ridge,acpi,partial correlation,0.5078125
582,aal_spm12,svc_l1,acpi,tangent,0.375
583,aal_spm12,svc_l2,acpi,tangent,0.5234375
584,aal_spm12,ridge,acpi,tangent,0.5234375
585,aal_spm12,svc_l1,acpi,correlation,0.3125
586,aal_spm12,svc_l2,acpi,correlation,0.41015625
587,aal_spm12,ridge,acpi,correlation,0.40234375
588,aal_spm12,svc_l1,acpi,partial correlation,0.453125
589,aal_spm12,svc_l2,acpi,partial correlation,0.609375
590,aal_spm12,ridge,acpi,partial correlation,0.609375
591,aal_spm12,svc_l1,acpi,tangent,0.66796875
592,aal_spm12,svc_l2,acpi,tangent,0.5546875
593,aal_spm12,ridge,acpi,tangent,0.5625
594,aal_spm12,svc_l1,acpi,correlation,0.41796875
595,aal_spm12,svc_l2,acpi,correlation,0.45703125
596,aal_spm12,ridge,acpi,correlation,0.48828125
597,aal_spm12,svc_l1,acpi,partial correlation,0.65625
598,aal_spm12,svc_l2,acpi,partial correlation,0.64453125
599,aal_spm12,ridge,acpi,partial correlation,0.6171875
600,aal_spm12,svc_l1,acpi,tangent,0.578125
601,aal_spm12,svc_l2,acpi,tangent,0.61328125
602,aal_spm12,ridge,acpi,tangent,0.59375
603,aal_spm12,svc_l1,acpi,correlation,0.359375
604,aal_spm12,svc_l2,acpi,correlation,0.421875
605,aal_spm12,ridge,acpi,correlation,0.44921875
606,aal_spm12,svc_l1,acpi,partial correlation,0.5625
607,aal_spm12,svc_l2,acpi,partial correlation,0.515625
608,aal_spm12,ridge,acpi,partial correlation,0.5078125
609,aal_spm12,svc_l1,acpi,tangent,0.41796875
610,aal_spm12,svc_l2,acpi,tangent,0.4921875
611,aal_spm12,ridge,acpi,tangent,0.49609375
612,aal_spm12,svc_l1,acpi,correlation,0.61328125
613,aal_spm12,svc_l2,acpi,correlation,0.4609375
614,aal_spm12,ridge,acpi,correlation,0.48046875
615,aal_spm12,svc_l1,acpi,partial correlation,0.58984375
616,aal_spm12,svc_l2,acpi,partial correlation,0.5859375
617,aal_spm12,ridge,acpi,partial correlation,0.6171875
618,aal_spm12,svc_l1,acpi,tangent,0.4921875
619,aal_spm12,svc_l2,acpi,tangent,0.55078125
620,aal_spm12,ridge,acpi,tangent,0.58984375
621,aal_spm12,svc_l1,acpi,correlation,0.4765625
622,aal_spm12,svc_l2,acpi,correlation,0.546875
623,aal_spm12,ridge,acpi,correlation,0.52734375
624,aal_spm12,svc_l1,acpi,partial correlation,0.38671875
625,aal_spm12,svc_l2,acpi,partial correlation,0.58203125
626,aal_spm12,ridge,acpi,partial correlation,0.59765625
627,aal_spm12,svc_l1,acpi,tangent,0.41796875
628,aal_spm12,svc_l2,acpi,tangent,0.56640625
629,aal_spm12,ridge,acpi,tangent,0.55859375
630,aal_spm12,svc_l1,acpi,correlation,0.52734375
631,aal_spm12,svc_l2,acpi,correlation,0.5234375
632,aal_spm12,ridge,acpi,correlation,0.52734375
633,aal_spm12,svc_l1,acpi,partial correlation,0.4609375
634,aal_spm12,svc_l2,acpi,partial correlation,0.46484375
635,aal_spm12,ridge,acpi,partial correlation,0.44921875
636,aal_spm12,svc_l1,acpi,tangent,0.53515625
637,aal_spm12,svc_l2,acpi,tangent,0.5625
638,aal_spm12,ridge,acpi,tangent,0.5703125
639,aal_spm12,svc_l1,acpi,correlation,0.41015625
640,aal_spm12,svc_l2,acpi,correlation,0.41796875
641,aal_spm12,ridge,acpi,correlation,0.41796875
642,aal_spm12,svc_l1,acpi,partial correlation,0.48046875
643,aal_spm12,svc_l2,acpi,partial correlation,0.49609375
644,aal_spm12,ridge,acpi,partial correlation,0.49609375
645,aal_spm12,svc_l1,acpi,tangent,0.6171875
646,aal_spm12,svc_l2,acpi,tangent,0.546875
647,aal_spm12,ridge,acpi,tangent,0.5546875
648,aal_spm12,svc_l1,acpi,correlation,0.4453125
649,aal_spm12,svc_l2,acpi,correlation,0.57421875
650,aal_spm12,ridge,acpi,correlation,0.5859375
651,aal_spm12,svc_l1,acpi,partial correlation,0.46875
652,aal_spm12,svc_l2,acpi,partial correlation,0.578125
653,aal_spm12,ridge,acpi,partial correlation,0.62890625
654,aal_spm12,svc_l1,acpi,tangent,0.4921875
655,aal_spm12,svc_l2,acpi,tangent,0.57421875
656,aal_spm12,ridge,acpi,tangent,0.60546875
657,aal_spm12,svc_l1,acpi,correlation,0.35546875
658,aal_spm12,svc_l2,acpi,correlation,0.41796875
659,aal_spm12,ridge,acpi,correlation,0.4140625
660,aal_spm12,svc_l1,acpi,partial correlation,0.66015625
661,aal_spm12,svc_l2,acpi,partial correlation,0.4921875
662,aal_spm12,ridge,acpi,partial correlation,0.515625
663,aal_spm12,svc_l1,acpi,tangent,0.56640625
664,aal_spm12,svc_l2,acpi,tangent,0.3828125
665,aal_spm12,ridge,acpi,tangent,0.3828125
666,aal_spm12,svc_l1,acpi,correlation,0.4609375
667,aal_spm12,svc_l2,acpi,correlation,0.3828125
668,aal_spm12,ridge,acpi,correlation,0.37890625
669,aal_spm12,svc_l1,acpi,partial correlation,0.5859375
670,aal_spm12,svc_l2,acpi,partial correlation,0.3671875
671,aal_spm12,ridge,acpi,partial correlation,0.36328125
672,aal_spm12,svc_l1,acpi,tangent,0.34375
673,aal_spm12,svc_l2,acpi,tangent,0.4140625
674,aal_spm12,ridge,acpi,tangent,0.3984375
675,aal_spm12,svc_l1,acpi,correlation,0.32421875
676,aal_spm12,svc_l2,acpi,correlation,0.4140625
677,aal_spm12,ridge,acpi,correlation,0.4140625
678,aal_spm12,svc_l1,acpi,partial correlation,0.46875
679,aal_spm12,svc_l2,acpi,partial correlation,0.48046875
680,aal_spm12,ridge,acpi,partial correlation,0.48046875
681,aal_spm12,svc_l1,acpi,tangent,0.6015625
682,aal_spm12,svc_l2,acpi,tangent,0.3984375
683,aal_spm12,ridge,acpi,tangent,0.3984375
684,aal_spm12,svc_l1,acpi,correlation,0.40625
685,aal_spm12,svc_l2,acpi,correlation,0.3203125
686,aal_spm12,ridge,acpi,correlation,0.31640625
687,aal_spm12,svc_l1,acpi,partial correlation,0.4140625
688,aal_spm12,svc_l2,acpi,partial correlation,0.40234375
689,aal_spm12,ridge,acpi,partial correlation,0.3828125
690,aal_spm12,svc_l1,acpi,tangent,0.6015625
691,aal_spm12,svc_l2,acpi,tangent,0.33203125
692,aal_spm12,ridge,acpi,tangent,0.34375
693,aal_spm12,svc_l1,acpi,correlation,0.4609375
694,aal_spm12,svc_l2,acpi,correlation,0.421875
695,aal_spm12,ridge,acpi,correlation,0.4375
696,aal_spm12,svc_l1,acpi,partial correlation,0.4140625
697,aal_spm12,svc_l2,acpi,partial correlation,0.51953125
698,aal_spm12,ridge,acpi,partial correlation,0.54296875
699,aal_spm12,svc_l1,acpi,tangent,0.4375
700,aal_spm12,svc_l2,acpi,tangent,0.5078125
701,aal_spm12,ridge,acpi,tangent,0.51171875
702,aal_spm12,svc_l1,acpi,correlation,0.4609375
703,aal_spm12,svc_l2,acpi,correlation,0.47265625
704,aal_spm12,ridge,acpi,correlation,0.4609375
705,aal_spm12,svc_l1,acpi,partial correlation,0.55078125
706,aal_spm12,svc_l2,acpi,partial correlation,0.578125
707,aal_spm12,ridge,acpi,partial correlation,0.578125
708,aal_spm12,svc_l1,acpi,tangent,0.4375
709,aal_spm12,svc_l2,acpi,tangent,0.51953125
710,aal_spm12,ridge,acpi,tangent,0.5234375
711,aal_spm12,svc_l1,acpi,correlation,0.47265625
712,aal_spm12,svc_l2,acpi,correlation,0.37109375
713,aal_spm12,ridge,acpi,correlation,0.37109375
714,aal_spm12,svc_l1,acpi,partial correlation,0.37109375
715,aal_spm12,svc_l2,acpi,partial correlation,0.609375
716,aal_spm12,ridge,acpi,partial correlation,0.609375
717,aal_spm12,svc_l1,acpi,tangent,0.4453125
718,aal_spm12,svc_l2,acpi,tangent,0.4921875
719,aal_spm12,ridge,acpi,tangent,0.44921875
720,aal_spm12,svc_l1,acpi,correlation,0.4765625
721,aal_spm12,svc_l2,acpi,correlation,0.484375
722,aal_spm12,ridge,acpi,correlation,0.48046875
723,aal_spm12,svc_l1,acpi,partial correlation,0.5078125
724,aal_spm12,svc_l2,acpi,partial correlation,0.55078125
725,aal_spm12,ridge,acpi,partial correlation,0.55859375
726,aal_spm12,svc_l1,acpi,tangent,0.3828125
727,aal_spm12,svc_l2,acpi,tangent,0.51171875
728,aal_spm12,ridge,acpi,tangent,0.51171875
729,aal_spm12,svc_l1,acpi,correlation,0.3828125
730,aal_spm12,svc_l2,acpi,correlation,0.4609375
731,aal_spm12,ridge,acpi,correlation,0.45703125
732,aal_spm12,svc_l1,acpi,partial correlation,0.58203125
733,aal_spm12,svc_l2,acpi,partial correlation,0.4765625
734,aal_spm12,ridge,acpi,partial correlation,0.46484375
735,aal_spm12,svc_l1,acpi,tangent,0.40234375
736,aal_spm12,svc_l2,acpi,tangent,0.50390625
737,aal_spm12,ridge,acpi,tangent,0.48828125
738,aal_spm12,svc_l1,acpi,correlation,0.31640625
739,aal_spm12,svc_l2,acpi,correlation,0.359375
740,aal_spm12,ridge,acpi,correlation,0.3671875
741,aal_spm12,svc_l1,acpi,partial correlation,0.46875
742,aal_spm12,svc_l2,acpi,partial correlation,0.5546875
743,aal_spm12,ridge,acpi,partial correlation,0.55078125
744,aal_spm12,svc_l1,acpi,tangent,0.5
745,aal_spm12,svc_l2,acpi,tangent,0.54296875
746,aal_spm12,ridge,acpi,tangent,0.54296875
747,aal_spm12,svc_l1,acpi,correlation,0.4921875
748,aal_spm12,svc_l2,acpi,correlation,0.33984375
749,aal_spm12,ridge,acpi,correlation,0.359375
750,aal_spm12,svc_l1,acpi,partial correlation,0.56640625
751,aal_spm12,svc_l2,acpi,partial correlation,0.609375
752,aal_spm12,ridge,acpi,partial correlation,0.640625
753,aal_spm12,svc_l1,acpi,tangent,0.5625
754,aal_spm12,svc_l2,acpi,tangent,0.5625
755,aal_spm12,ridge,acpi,tangent,0.59765625
756,aal_spm12,svc_l1,acpi,correlation,0.54296875
757,aal_spm12,svc_l2,acpi,correlation,0.47265625
758,aal_spm12,ridge,acpi,correlation,0.4765625
759,aal_spm12,svc_l1,acpi,partial correlation,0.57421875
760,aal_spm12,svc_l2,acpi,partial correlation,0.52734375
761,aal_spm12,ridge,acpi,partial correlation,0.53125
762,aal_spm12,svc_l1,acpi,tangent,0.64453125
763,aal_spm12,svc_l2,acpi,tangent,0.51171875
764,aal_spm12,ridge,acpi,tangent,0.515625
765,aal_spm12,svc_l1,acpi,correlation,0.27734375
766,aal_spm12,svc_l2,acpi,correlation,0.30078125
767,aal_spm12,ridge,acpi,correlation,0.29296875
768,aal_spm12,svc_l1,acpi,partial correlation,0.453125
769,aal_spm12,svc_l2,acpi,partial correlation,0.48046875
770,aal_spm12,ridge,acpi,partial correlation,0.484375
771,aal_spm12,svc_l1,acpi,tangent,0.3515625
772,aal_spm12,svc_l2,acpi,tangent,0.3671875
773,aal_spm12,ridge,acpi,tangent,0.39453125
774,aal_spm12,svc_l1,acpi,correlation,0.38671875
775,aal_spm12,svc_l2,acpi,correlation,0.40625
776,aal_spm12,ridge,acpi,correlation,0.4140625
777,aal_spm12,svc_l1,acpi,partial correlation,0.53125
778,aal_spm12,svc_l2,acpi,partial correlation,0.48046875
779,aal_spm12,ridge,acpi,partial correlation,0.484375
780,aal_spm12,svc_l1,acpi,tangent,0.37109375
781,aal_spm12,svc_l2,acpi,tangent,0.44140625
782,aal_spm12,ridge,acpi,tangent,0.44921875
783,aal_spm12,svc_l1,acpi,correlation,0.55078125
784,aal_spm12,svc_l2,acpi,correlation,0.609375
785,aal_spm12,ridge,acpi,correlation,0.64453125
786,aal_spm12,svc_l1,acpi,partial correlation,0.62109375
787,aal_spm12,svc_l2,acpi,partial correlation,0.6796875
788,aal_spm12,ridge,acpi,partial correlation,0.6953125
789,aal_spm12,svc_l1,acpi,tangent,0.58984375
790,aal_spm12,svc_l2,acpi,tangent,0.640625
791,aal_spm12,ridge,acpi,tangent,0.6328125
792,aal_spm12,svc_l1,acpi,correlation,0.32421875
793,aal_spm12,svc_l2,acpi,correlation,0.36328125
794,aal_spm12,ridge,acpi,correlation,0.375
795,aal_spm12,svc_l1,acpi,partial correlation,0.68359375
796,aal_spm12,svc_l2,acpi,partial correlation,0.515625
797,aal_spm12,ridge,acpi,partial correlation,0.53515625
798,aal_spm12,svc_l1,acpi,tangent,0.5703125
799,aal_spm12,svc_l2,acpi,tangent,0.5
800,aal_spm12,ridge,acpi,tangent,0.5
801,aal_spm12,svc_l1,acpi,correlation,0.41796875
802,aal_spm12,svc_l2,acpi,correlation,0.5625
803,aal_spm12,ridge,acpi,correlation,0.58203125
804,aal_spm12,svc_l1,acpi,partial correlation,0.5
805,aal_spm12,svc_l2,acpi,partial correlation,0.62890625
806,aal_spm12,ridge,acpi,partial correlation,0.62890625
807,aal_spm12,svc_l1,acpi,tangent,0.5
808,aal_spm12,svc_l2,acpi,tangent,0.6015625
809,aal_spm12,ridge,acpi,tangent,0.60546875
810,aal_spm12,svc_l1,acpi,correlation,0.34765625
811,aal_spm12,svc_l2,acpi,correlation,0.4296875
812,aal_spm12,ridge,acpi,correlation,0.4296875
813,aal_spm12,svc_l1,acpi,partial correlation,0.40625
814,aal_spm12,svc_l2,acpi,partial correlation,0.52734375
815,aal_spm12,ridge,acpi,partial correlation,0.53125
816,aal_spm12,svc_l1,acpi,tangent,0.41796875
817,aal_spm12,svc_l2,acpi,tangent,0.515625
818,aal_spm12,ridge,acpi,tangent,0.515625
819,aal_spm12,svc_l1,acpi,correlation,0.24609375
820,aal_spm12,svc_l2,acpi,correlation,0.2734375
821,aal_spm12,ridge,acpi,correlation,0.265625
822,aal_spm12,svc_l1,acpi,partial correlation,0.5625
823,aal_spm12,svc_l2,acpi,partial correlation,0.4609375
824,aal_spm12,ridge,acpi,partial correlation,0.453125
825,aal_spm12,svc_l1,acpi,tangent,0.31640625
826,aal_spm12,svc_l2,acpi,tangent,0.30859375
827,aal_spm12,ridge,acpi,tangent,0.3046875
828,aal_spm12,svc_l1,acpi,correlation,0.3671875
829,aal_spm12,svc_l2,acpi,correlation,0.3046875
830,aal_spm12,ridge,acpi,correlation,0.32421875
831,aal_spm12,svc_l1,acpi,partial correlation,0.47265625
832,aal_spm12,svc_l2,acpi,partial correlation,0.51171875
833,aal_spm12,ridge,acpi,partial correlation,0.5078125
834,aal_spm12,svc_l1,acpi,tangent,0.484375
835,aal_spm12,svc_l2,acpi,tangent,0.46875
836,aal_spm12,ridge,acpi,tangent,0.4609375
837,aal_spm12,svc_l1,acpi,correlation,0.39453125
838,aal_spm12,svc_l2,acpi,correlation,0.3515625
839,aal_spm12,ridge,acpi,correlation,0.37890625
840,aal_spm12,svc_l1,acpi,partial correlation,0.4140625
841,aal_spm12,svc_l2,acpi,partial correlation,0.578125
842,aal_spm12,ridge,acpi,partial correlation,0.57421875
843,aal_spm12,svc_l1,acpi,tangent,0.34765625
844,aal_spm12,svc_l2,acpi,tangent,0.51953125
845,aal_spm12,ridge,acpi,tangent,0.51953125
846,aal_spm12,svc_l1,acpi,correlation,0.5
847,aal_spm12,svc_l2,acpi,correlation,0.50390625
848,aal_spm12,ridge,acpi,correlation,0.50390625
849,aal_spm12,svc_l1,acpi,partial correlation,0.53125
850,aal_spm12,svc_l2,acpi,partial correlation,0.61328125
851,aal_spm12,ridge,acpi,partial correlation,0.61328125
852,aal_spm12,svc_l1,acpi,tangent,0.55078125
853,aal_spm12,svc_l2,acpi,tangent,0.6171875
854,aal_spm12,ridge,acpi,tangent,0.6015625
855,aal_spm12,svc_l1,acpi,correlation,0.6484375
856,aal_spm12,svc_l2,acpi,correlation,0.60546875
857,aal_spm12,ridge,acpi,correlation,0.62890625
858,aal_spm12,svc_l1,acpi,partial correlation,0.50390625
859,aal_spm12,svc_l2,acpi,partial correlation,0.74609375
860,aal_spm12,ridge,acpi,partial correlation,0.75390625
861,aal_spm12,svc_l1,acpi,tangent,0.609375
862,aal_spm12,svc_l2,acpi,tangent,0.75
863,aal_spm12,ridge,acpi,tangent,0.75
864,aal_spm12,svc_l1,acpi,correlation,0.4375
865,aal_spm12,svc_l2,acpi,correlation,0.46484375
866,aal_spm12,ridge,acpi,correlation,0.46484375
867,aal_spm12,svc_l1,acpi,partial correlation,0.51171875
868,aal_spm12,svc_l2,acpi,partial correlation,0.39453125
869,aal_spm12,ridge,acpi,partial correlation,0.40234375
870,aal_spm12,svc_l1,acpi,tangent,0.36328125
871,aal_spm12,svc_l2,acpi,tangent,0.44140625
872,aal_spm12,ridge,acpi,tangent,0.44921875
873,aal_spm12,svc_l1,acpi,correlation,0.51953125
874,aal_spm12,svc_l2,acpi,correlation,0.58203125
875,aal_spm12,ridge,acpi,correlation,0.57421875
876,aal_spm12,svc_l1,acpi,partial correlation,0.734375
877,aal_spm12,svc_l2,acpi,partial correlation,0.68359375
878,aal_spm12,ridge,acpi,partial correlation,0.6640625
879,aal_spm12,svc_l1,acpi,tangent,0.66015625
880,aal_spm12,svc_l2,acpi,tangent,0.66015625
881,aal_spm12,ridge,acpi,tangent,0.640625
882,aal_spm12,svc_l1,acpi,correlation,0.44140625
883,aal_spm12,svc_l2,acpi,correlation,0.421875
884,aal_spm12,ridge,acpi,correlation,0.421875
885,aal_spm12,svc_l1,acpi,partial correlation,0.48046875
886,aal_spm12,svc_l2,acpi,partial correlation,0.68359375
887,aal_spm12,ridge,acpi,partial correlation,0.69140625
888,aal_spm12,svc_l1,acpi,tangent,0.546875
889,aal_spm12,svc_l2,acpi,tangent,0.64453125
890,aal_spm12,ridge,acpi,tangent,0.65625
891,aal_spm12,svc_l1,acpi,correlation,0.4296875
892,aal_spm12,svc_l2,acpi,correlation,0.44140625
893,aal_spm12,ridge,acpi,correlation,0.4609375
894,aal_spm12,svc_l1,acpi,partial correlation,0.609375
895,aal_spm12,svc_l2,acpi,partial correlation,0.5703125
896,aal_spm12,ridge,acpi,partial correlation,0.55078125
897,aal_spm12,svc_l1,acpi,tangent,0.40625
898,aal_spm12,svc_l2,acpi,tangent,0.52734375
899,aal_spm12,ridge,acpi,tangent,0.51171875
900,ho_cort_symm_split,svc_l1,acpi,correlation,0.52734375
901,ho_cort_symm_split,svc_l2,acpi,correlation,0.51953125
902,ho_cort_symm_split,ridge,acpi,correlation,0.51953125
903,ho_cort_symm_split,svc_l1,acpi,partial correlation,0.33203125
904,ho_cort_symm_split,svc_l2,acpi,partial correlation,0.40234375
905,ho_cort_symm_split,ridge,acpi,partial correlation,0.40234375
906,ho_cort_symm_split,svc_l1,acpi,tangent,0.42578125
907,ho_cort_symm_split,svc_l2,acpi,tangent,0.46875
908,ho_cort_symm_split,ridge,acpi,tangent,0.46875
909,ho_cort_symm_split,svc_l1,acpi,correlation,0.578125
910,ho_cort_symm_split,svc_l2,acpi,correlation,0.4375
911,ho_cort_symm_split,ridge,acpi,correlation,0.42578125
912,ho_cort_symm_split,svc_l1,acpi,partial correlation,0.5703125
913,ho_cort_symm_split,svc_l2,acpi,partial correlation,0.51171875
914,ho_cort_symm_split,ridge,acpi,partial correlation,0.51171875
915,ho_cort_symm_split,svc_l1,acpi,tangent,0.5078125
916,ho_cort_symm_split,svc_l2,acpi,tangent,0.515625
