,atlas,classifier,dataset,dimensionality,iter_shuffle_split,measure,n_regions,scores
885,basc_scale122,svc_l1,ABIDE,122,32,partial correlation,,[ 0.63648003]
886,basc_scale122,svc_l2,ABIDE,122,32,partial correlation,,[ 0.64125982]
887,basc_scale122,ridge,ABIDE,122,32,partial correlation,,[ 0.64322294]
888,basc_scale122,svc_l1,ABIDE,122,32,tangent,,[ 0.63391943]
889,basc_scale122,svc_l2,ABIDE,122,32,tangent,,[ 0.67215773]
890,basc_scale122,ridge,ABIDE,122,32,tangent,,[ 0.67275521]
891,ho_cort_symm_split,svc_l1,ABIDE,96,33,correlation,,[ 0.65278252]
892,ho_cort_symm_split,svc_l2,ABIDE,96,33,correlation,,[ 0.64279618]
893,ho_cort_symm_split,ridge,ABIDE,96,33,correlation,,[ 0.61829976]
894,ho_cort_symm_split,svc_l1,ABIDE,96,33,partial correlation,,[ 0.56179583]
895,ho_cort_symm_split,svc_l2,ABIDE,96,33,partial correlation,,[ 0.56751451]
896,ho_cort_symm_split,ridge,ABIDE,96,33,partial correlation,,[ 0.57024582]
897,ho_cort_symm_split,svc_l1,ABIDE,96,33,tangent,,[ 0.62478662]
898,ho_cort_symm_split,svc_l2,ABIDE,96,33,tangent,,[ 0.64125982]
899,ho_cort_symm_split,ridge,ABIDE,96,33,tangent,,[ 0.63904063]
900,aal_spm12,svc_l1,ABIDE,117,33,correlation,,[ 0.63613861]
901,aal_spm12,svc_l2,ABIDE,117,33,correlation,,[ 0.64015022]
902,aal_spm12,ridge,ABIDE,117,33,correlation,,[ 0.64134517]
903,aal_spm12,svc_l1,ABIDE,117,33,partial correlation,,[ 0.56614886]
904,aal_spm12,svc_l2,ABIDE,117,33,partial correlation,,[ 0.6231649]
905,aal_spm12,ridge,ABIDE,117,33,partial correlation,,[ 0.62435985]
906,aal_spm12,svc_l1,ABIDE,117,33,tangent,,[ 0.62948105]
907,aal_spm12,svc_l2,ABIDE,117,33,tangent,,[ 0.68863093]
908,aal_spm12,ridge,ABIDE,117,33,tangent,,[ 0.68931376]
909,basc_scale122,svc_l1,ABIDE,122,33,correlation,,[ 0.64902697]
910,basc_scale122,svc_l2,ABIDE,122,33,correlation,,[ 0.67070673]
911,basc_scale122,ridge,ABIDE,122,33,correlation,,[ 0.64723455]
912,basc_scale122,svc_l1,ABIDE,122,33,partial correlation,,[ 0.60916695]
913,basc_scale122,svc_l2,ABIDE,122,33,partial correlation,,[ 0.63852851]
914,basc_scale122,ridge,ABIDE,122,33,partial correlation,,[ 0.64117446]
915,basc_scale122,svc_l1,ABIDE,122,33,tangent,,[ 0.55052919]
916,basc_scale122,svc_l2,ABIDE,122,33,tangent,,[ 0.67574257]
917,basc_scale122,ridge,ABIDE,122,33,tangent,,[ 0.67608399]
918,ho_cort_symm_split,svc_l1,ABIDE,96,34,correlation,,[ 0.58193923]
919,ho_cort_symm_split,svc_l2,ABIDE,96,34,correlation,,[ 0.5889382]
920,ho_cort_symm_split,ridge,ABIDE,96,34,correlation,,[ 0.56256402]
921,ho_cort_symm_split,svc_l1,ABIDE,96,34,partial correlation,,[ 0.58782861]
922,ho_cort_symm_split,svc_l2,ABIDE,96,34,partial correlation,,[ 0.58688972]
923,ho_cort_symm_split,ridge,ABIDE,96,34,partial correlation,,[ 0.58671902]
924,ho_cort_symm_split,svc_l1,ABIDE,96,34,tangent,,[ 0.62470126]
925,ho_cort_symm_split,svc_l2,ABIDE,96,34,tangent,,[ 0.65457494]
926,ho_cort_symm_split,ridge,ABIDE,96,34,tangent,,[ 0.64749061]
927,aal_spm12,svc_l1,ABIDE,117,34,correlation,,[ 0.67864459]
928,aal_spm12,svc_l2,ABIDE,117,34,correlation,,[ 0.69170365]
929,aal_spm12,ridge,ABIDE,117,34,correlation,,[ 0.67941277]
930,aal_spm12,svc_l1,ABIDE,117,34,partial correlation,,[ 0.55744281]
931,aal_spm12,svc_l2,ABIDE,117,34,partial correlation,,[ 0.69887334]
932,aal_spm12,ridge,ABIDE,117,34,partial correlation,,[ 0.69742233]
933,aal_spm12,svc_l1,ABIDE,117,34,tangent,,[ 0.5902185]
934,aal_spm12,svc_l2,ABIDE,117,34,tangent,,[ 0.74300102]
935,aal_spm12,ridge,ABIDE,117,34,tangent,,[ 0.7435985]
936,basc_scale122,svc_l1,ABIDE,122,34,correlation,,[ 0.65047798]
937,basc_scale122,svc_l2,ABIDE,122,34,correlation,,[ 0.68461932]
938,basc_scale122,ridge,ABIDE,122,34,correlation,,[ 0.67412086]
939,basc_scale122,svc_l1,ABIDE,122,34,partial correlation,,[ 0.53584841]
940,basc_scale122,svc_l2,ABIDE,122,34,partial correlation,,[ 0.69588597]
941,basc_scale122,ridge,ABIDE,122,34,partial correlation,,[ 0.69759304]
942,basc_scale122,svc_l1,ABIDE,122,34,tangent,,[ 0.62094572]
943,basc_scale122,svc_l2,ABIDE,122,34,tangent,,[ 0.7106521]
944,basc_scale122,ridge,ABIDE,122,34,tangent,,[ 0.71031069]
945,ho_cort_symm_split,svc_l1,ABIDE,96,35,correlation,,[ 0.64049164]
946,ho_cort_symm_split,svc_l2,ABIDE,96,35,correlation,,[ 0.64655172]
947,ho_cort_symm_split,ridge,ABIDE,96,35,correlation,,[ 0.61172755]
948,ho_cort_symm_split,svc_l1,ABIDE,96,35,partial correlation,,[ 0.58945032]
949,ho_cort_symm_split,svc_l2,ABIDE,96,35,partial correlation,,[ 0.61249573]
950,ho_cort_symm_split,ridge,ABIDE,96,35,partial correlation,,[ 0.61480027]
951,ho_cort_symm_split,svc_l1,ABIDE,96,35,tangent,,[ 0.63758962]
952,ho_cort_symm_split,svc_l2,ABIDE,96,35,tangent,,[ 0.69238648]
953,ho_cort_symm_split,ridge,ABIDE,96,35,tangent,,[ 0.68743598]
954,aal_spm12,svc_l1,ABIDE,117,35,correlation,,[ 0.65116081]
955,aal_spm12,svc_l2,ABIDE,117,35,correlation,,[ 0.6852168]
956,aal_spm12,ridge,ABIDE,117,35,correlation,,[ 0.67121885]
957,aal_spm12,svc_l1,ABIDE,117,35,partial correlation,,[ 0.57186753]
958,aal_spm12,svc_l2,ABIDE,117,35,partial correlation,,[ 0.64364971]
959,aal_spm12,ridge,ABIDE,117,35,partial correlation,,[ 0.64322294]
960,aal_spm12,svc_l1,ABIDE,117,35,tangent,,[ 0.60182656]
961,aal_spm12,svc_l2,ABIDE,117,35,tangent,,[ 0.6954592]
962,aal_spm12,ridge,ABIDE,117,35,tangent,,[ 0.69400819]
963,basc_scale122,svc_l1,ABIDE,122,35,correlation,,[ 0.71082281]
964,basc_scale122,svc_l2,ABIDE,122,35,correlation,,[ 0.73933083]
965,basc_scale122,ridge,ABIDE,122,35,correlation,,[ 0.72703995]
966,basc_scale122,svc_l1,ABIDE,122,35,partial correlation,,[ 0.60464322]
967,basc_scale122,svc_l2,ABIDE,122,35,partial correlation,,[ 0.69725162]
968,basc_scale122,ridge,ABIDE,122,35,partial correlation,,[ 0.69955616]
969,basc_scale122,svc_l1,ABIDE,122,35,tangent,,[ 0.70783544]
970,basc_scale122,svc_l2,ABIDE,122,35,tangent,,[ 0.73071014]
971,basc_scale122,ridge,ABIDE,122,35,tangent,,[ 0.73207579]
972,ho_cort_symm_split,svc_l1,ABIDE,96,36,correlation,,[ 0.62461591]
973,ho_cort_symm_split,svc_l2,ABIDE,96,36,correlation,,[ 0.62196996]
974,ho_cort_symm_split,ridge,ABIDE,96,36,correlation,,[ 0.60617958]
975,ho_cort_symm_split,svc_l1,ABIDE,96,36,partial correlation,,[ 0.56375896]
976,ho_cort_symm_split,svc_l2,ABIDE,96,36,partial correlation,,[ 0.56546603]
977,ho_cort_symm_split,ridge,ABIDE,96,36,partial correlation,,[ 0.56751451]
978,ho_cort_symm_split,svc_l1,ABIDE,96,36,tangent,,[ 0.6013998]
979,ho_cort_symm_split,svc_l2,ABIDE,96,36,tangent,,[ 0.65252646]
980,ho_cort_symm_split,ridge,ABIDE,96,36,tangent,,[ 0.64638102]
981,aal_spm12,svc_l1,ABIDE,117,36,correlation,,[ 0.60617958]
982,aal_spm12,svc_l2,ABIDE,117,36,correlation,,[ 0.65491635]
983,aal_spm12,ridge,ABIDE,117,36,correlation,,[ 0.65414817]
984,aal_spm12,svc_l1,ABIDE,117,36,partial correlation,,[ 0.55846705]
985,aal_spm12,svc_l2,ABIDE,117,36,partial correlation,,[ 0.65926938]
986,aal_spm12,ridge,ABIDE,117,36,partial correlation,,[ 0.6597815]
987,aal_spm12,svc_l1,ABIDE,117,36,tangent,,[ 0.64919768]
988,aal_spm12,svc_l2,ABIDE,117,36,tangent,,[ 0.69699556]
989,aal_spm12,ridge,ABIDE,117,36,tangent,,[ 0.69725162]
990,basc_scale122,svc_l1,ABIDE,122,36,correlation,,[ 0.62111642]
991,basc_scale122,svc_l2,ABIDE,122,36,correlation,,[ 0.67232844]
992,basc_scale122,ridge,ABIDE,122,36,correlation,,[ 0.65687948]
993,basc_scale122,svc_l1,ABIDE,122,36,partial correlation,,[ 0.52731308]
994,basc_scale122,svc_l2,ABIDE,122,36,partial correlation,,[ 0.67872994]
995,basc_scale122,ridge,ABIDE,122,36,partial correlation,,[ 0.68035166]
996,basc_scale122,svc_l1,ABIDE,122,36,tangent,,[ 0.64134517]
997,basc_scale122,svc_l2,ABIDE,122,36,tangent,,[ 0.72994196]
998,basc_scale122,ridge,ABIDE,122,36,tangent,,[ 0.73002731]
999,ho_cort_symm_split,svc_l1,ABIDE,96,37,correlation,,[ 0.59687607]
1000,ho_cort_symm_split,svc_l2,ABIDE,96,37,correlation,,[ 0.59636395]
1001,ho_cort_symm_split,ridge,ABIDE,96,37,correlation,,[ 0.56213725]
1002,ho_cort_symm_split,svc_l1,ABIDE,96,37,partial correlation,,[ 0.55752817]
1003,ho_cort_symm_split,svc_l2,ABIDE,96,37,partial correlation,,[ 0.56870946]
1004,ho_cort_symm_split,ridge,ABIDE,96,37,partial correlation,,[ 0.5699044]
1005,ho_cort_symm_split,svc_l1,ABIDE,96,37,tangent,,[ 0.60071697]
1006,ho_cort_symm_split,svc_l2,ABIDE,96,37,tangent,,[ 0.64612496]
1007,ho_cort_symm_split,ridge,ABIDE,96,37,tangent,,[ 0.63980881]
1008,aal_spm12,svc_l1,ABIDE,117,37,correlation,,[ 0.67369409]
1009,aal_spm12,svc_l2,ABIDE,117,37,correlation,,[ 0.66080574]
1010,aal_spm12,ridge,ABIDE,117,37,correlation,,[ 0.65175828]
1011,aal_spm12,svc_l1,ABIDE,117,37,partial correlation,,[ 0.58603619]
1012,aal_spm12,svc_l2,ABIDE,117,37,partial correlation,,[ 0.6535507]
1013,aal_spm12,ridge,ABIDE,117,37,partial correlation,,[ 0.654831]
1014,aal_spm12,svc_l1,ABIDE,117,37,tangent,,[ 0.57237965]
1015,aal_spm12,svc_l2,ABIDE,117,37,tangent,,[ 0.678986]
1016,aal_spm12,ridge,ABIDE,117,37,tangent,,[ 0.67830318]
1017,basc_scale122,svc_l1,ABIDE,122,37,correlation,,[ 0.69844657]
1018,basc_scale122,svc_l2,ABIDE,122,37,correlation,,[ 0.67915671]
1019,basc_scale122,ridge,ABIDE,122,37,correlation,,[ 0.65961079]
1020,basc_scale122,svc_l1,ABIDE,122,37,partial correlation,,[ 0.56529532]
1021,basc_scale122,svc_l2,ABIDE,122,37,partial correlation,,[ 0.6612325]
1022,basc_scale122,ridge,ABIDE,122,37,partial correlation,,[ 0.66328098]
1023,basc_scale122,svc_l1,ABIDE,122,37,tangent,,[ 0.63562649]
1024,basc_scale122,svc_l2,ABIDE,122,37,tangent,,[ 0.68811881]
1025,basc_scale122,ridge,ABIDE,122,37,tangent,,[ 0.68828952]
1026,ho_cort_symm_split,svc_l1,ABIDE,96,38,correlation,,[ 0.5862069]
1027,ho_cort_symm_split,svc_l2,ABIDE,96,38,correlation,,[ 0.61462957]
1028,ho_cort_symm_split,ridge,ABIDE,96,38,correlation,,[ 0.60020485]
1029,ho_cort_symm_split,svc_l1,ABIDE,96,38,partial correlation,,[ 0.55786958]
1030,ho_cort_symm_split,svc_l2,ABIDE,96,38,partial correlation,,[ 0.57903721]
1031,ho_cort_symm_split,ridge,ABIDE,96,38,partial correlation,,[ 0.57818368]
1032,ho_cort_symm_split,svc_l1,ABIDE,96,38,tangent,,[ 0.63494367]
1033,ho_cort_symm_split,svc_l2,ABIDE,96,38,tangent,,[ 0.64066234]
1034,ho_cort_symm_split,ridge,ABIDE,96,38,tangent,,[ 0.6357972]
1035,aal_spm12,svc_l1,ABIDE,117,38,correlation,,[ 0.65841584]
1036,aal_spm12,svc_l2,ABIDE,117,38,correlation,,[ 0.66063503]
1037,aal_spm12,ridge,ABIDE,117,38,correlation,,[ 0.66311028]
1038,aal_spm12,svc_l1,ABIDE,117,38,partial correlation,,[ 0.55283373]
1039,aal_spm12,svc_l2,ABIDE,117,38,partial correlation,,[ 0.61454421]
1040,aal_spm12,ridge,ABIDE,117,38,partial correlation,,[ 0.61232503]
1041,aal_spm12,svc_l1,ABIDE,117,38,tangent,,[ 0.57246501]
1042,aal_spm12,svc_l2,ABIDE,117,38,tangent,,[ 0.70578696]
1043,aal_spm12,ridge,ABIDE,117,38,tangent,,[ 0.70766473]
1044,basc_scale122,svc_l1,ABIDE,122,38,correlation,,[ 0.65833049]
1045,basc_scale122,svc_l2,ABIDE,122,38,correlation,,[ 0.68205872]
1046,basc_scale122,ridge,ABIDE,122,38,correlation,,[ 0.66780471]
1047,basc_scale122,svc_l1,ABIDE,122,38,partial correlation,,[ 0.56017412]
1048,basc_scale122,svc_l2,ABIDE,122,38,partial correlation,,[ 0.62034824]
1049,basc_scale122,ridge,ABIDE,122,38,partial correlation,,[ 0.62162854]
1050,basc_scale122,svc_l1,ABIDE,122,38,tangent,,[ 0.57767156]
1051,basc_scale122,svc_l2,ABIDE,122,38,tangent,,[ 0.69366678]
1052,basc_scale122,ridge,ABIDE,122,38,tangent,,[ 0.69255719]
1053,ho_cort_symm_split,svc_l1,ABIDE,96,39,correlation,,[ 0.60447252]
1054,ho_cort_symm_split,svc_l2,ABIDE,96,39,correlation,,[ 0.65850119]
1055,ho_cort_symm_split,ridge,ABIDE,96,39,correlation,,[ 0.64629566]
1056,ho_cort_symm_split,svc_l1,ABIDE,96,39,partial correlation,,[ 0.56367361]
1057,ho_cort_symm_split,svc_l2,ABIDE,96,39,partial correlation,,[ 0.56922158]
1058,ho_cort_symm_split,ridge,ABIDE,96,39,partial correlation,,[ 0.56981905]
1059,ho_cort_symm_split,svc_l1,ABIDE,96,39,tangent,,[ 0.57792762]
1060,ho_cort_symm_split,svc_l2,ABIDE,96,39,tangent,,[ 0.65901332]
1061,ho_cort_symm_split,ridge,ABIDE,96,39,tangent,,[ 0.65466029]
1062,aal_spm12,svc_l1,ABIDE,117,39,correlation,,[ 0.63596791]
1063,aal_spm12,svc_l2,ABIDE,117,39,correlation,,[ 0.63537043]
1064,aal_spm12,ridge,ABIDE,117,39,correlation,,[ 0.63656538]
1065,aal_spm12,svc_l1,ABIDE,117,39,partial correlation,,[ 0.56427108]
1066,aal_spm12,svc_l2,ABIDE,117,39,partial correlation,,[ 0.68299761]
1067,aal_spm12,ridge,ABIDE,117,39,partial correlation,,[ 0.68086378]
1068,aal_spm12,svc_l1,ABIDE,117,39,tangent,,[ 0.63980881]
1069,aal_spm12,svc_l2,ABIDE,117,39,tangent,,[ 0.72174804]
1070,aal_spm12,ridge,ABIDE,117,39,tangent,,[ 0.72174804]
1071,basc_scale122,svc_l1,ABIDE,122,39,correlation,,[ 0.64535678]
1072,basc_scale122,svc_l2,ABIDE,122,39,correlation,,[ 0.667634]
1073,basc_scale122,ridge,ABIDE,122,39,correlation,,[ 0.66285422]
1074,basc_scale122,svc_l1,ABIDE,122,39,partial correlation,,[ 0.55385797]
1075,basc_scale122,svc_l2,ABIDE,122,39,partial correlation,,[ 0.66140321]
1076,basc_scale122,ridge,ABIDE,122,39,partial correlation,,[ 0.66302492]
1077,basc_scale122,svc_l1,ABIDE,122,39,tangent,,[ 0.5799761]
1078,basc_scale122,svc_l2,ABIDE,122,39,tangent,,[ 0.71799249]
1079,basc_scale122,ridge,ABIDE,122,39,tangent,,[ 0.71850461]
1080,ho_cort_symm_split,svc_l1,ABIDE,96,40,correlation,,[ 0.61070331]
1081,ho_cort_symm_split,svc_l2,ABIDE,96,40,correlation,,[ 0.65414817]
1082,ho_cort_symm_split,ridge,ABIDE,96,40,correlation,,[ 0.6180437]
1083,ho_cort_symm_split,svc_l1,ABIDE,96,40,partial correlation,,[ 0.55402868]
1084,ho_cort_symm_split,svc_l2,ABIDE,96,40,partial correlation,,[ 0.54335951]
1085,ho_cort_symm_split,ridge,ABIDE,96,40,partial correlation,,[ 0.53968931]
1086,ho_cort_symm_split,svc_l1,ABIDE,96,40,tangent,,[ 0.5774155]
1087,ho_cort_symm_split,svc_l2,ABIDE,96,40,tangent,,[ 0.64774667]
1088,ho_cort_symm_split,ridge,ABIDE,96,40,tangent,,[ 0.63895527]
1089,aal_spm12,svc_l1,ABIDE,117,40,correlation,,[ 0.66789006]
1090,aal_spm12,svc_l2,ABIDE,117,40,correlation,,[ 0.65303858]
1091,aal_spm12,ridge,ABIDE,117,40,correlation,,[ 0.64697849]
1092,aal_spm12,svc_l1,ABIDE,117,40,partial correlation,,[ 0.60703312]
1093,aal_spm12,svc_l2,ABIDE,117,40,partial correlation,,[ 0.66473199]
1094,aal_spm12,ridge,ABIDE,117,40,partial correlation,,[ 0.66643906]
1095,aal_spm12,svc_l1,ABIDE,117,40,tangent,,[ 0.66831683]
1096,aal_spm12,svc_l2,ABIDE,117,40,tangent,,[ 0.73301468]
1097,aal_spm12,ridge,ABIDE,117,40,tangent,,[ 0.73250256]
1098,basc_scale122,svc_l1,ABIDE,122,40,correlation,,[ 0.69434961]
1099,basc_scale122,svc_l2,ABIDE,122,40,correlation,,[ 0.7234551]
1100,basc_scale122,ridge,ABIDE,122,40,correlation,,[ 0.7208945]
1101,basc_scale122,svc_l1,ABIDE,122,40,partial correlation,,[ 0.56111301]
1102,basc_scale122,svc_l2,ABIDE,122,40,partial correlation,,[ 0.65764766]
1103,basc_scale122,ridge,ABIDE,122,40,partial correlation,,[ 0.65773301]
1104,basc_scale122,svc_l1,ABIDE,122,40,tangent,,[ 0.67156026]
1105,basc_scale122,svc_l2,ABIDE,122,40,tangent,,[ 0.71440765]
1106,basc_scale122,ridge,ABIDE,122,40,tangent,,[ 0.71304199]
1107,ho_cort_symm_split,svc_l1,ABIDE,96,41,correlation,,[ 0.6636224]
1108,ho_cort_symm_split,svc_l2,ABIDE,96,41,correlation,,[ 0.64655172]
1109,ho_cort_symm_split,ridge,ABIDE,96,41,correlation,,[ 0.63204165]
1110,ho_cort_symm_split,svc_l1,ABIDE,96,41,partial correlation,,[ 0.58006145]
1111,ho_cort_symm_split,svc_l2,ABIDE,96,41,partial correlation,,[ 0.57383066]
1112,ho_cort_symm_split,ridge,ABIDE,96,41,partial correlation,,[ 0.57664732]
1113,ho_cort_symm_split,svc_l1,ABIDE,96,41,tangent,,[ 0.66072038]
1114,ho_cort_symm_split,svc_l2,ABIDE,96,41,tangent,,[ 0.68880164]
1115,ho_cort_symm_split,ridge,ABIDE,96,41,tangent,,[ 0.68274155]
1116,aal_spm12,svc_l1,ABIDE,117,41,correlation,,[ 0.64996586]
1117,aal_spm12,svc_l2,ABIDE,117,41,correlation,,[ 0.68931376]
1118,aal_spm12,ridge,ABIDE,117,41,correlation,,[ 0.68589962]
1119,aal_spm12,svc_l1,ABIDE,117,41,partial correlation,,[ 0.65337999]
1120,aal_spm12,svc_l2,ABIDE,117,41,partial correlation,,[ 0.68214408]
1121,aal_spm12,ridge,ABIDE,117,41,partial correlation,,[ 0.68171731]
1122,aal_spm12,svc_l1,ABIDE,117,41,tangent,,[ 0.68513144]
1123,aal_spm12,svc_l2,ABIDE,117,41,tangent,,[ 0.74257426]
1124,aal_spm12,ridge,ABIDE,117,41,tangent,,[ 0.74453738]
1125,basc_scale122,svc_l1,ABIDE,122,41,correlation,,[ 0.70433595]
1126,basc_scale122,svc_l2,ABIDE,122,41,correlation,,[ 0.70254353]
1127,basc_scale122,ridge,ABIDE,122,41,correlation,,[ 0.69315466]
1128,basc_scale122,svc_l1,ABIDE,122,41,partial correlation,,[ 0.60532605]
1129,basc_scale122,svc_l2,ABIDE,122,41,partial correlation,,[ 0.64808808]
1130,basc_scale122,ridge,ABIDE,122,41,partial correlation,,[ 0.65107545]
1131,basc_scale122,svc_l1,ABIDE,122,41,tangent,,[ 0.62896893]
1132,basc_scale122,svc_l2,ABIDE,122,41,tangent,,[ 0.70331171]
1133,basc_scale122,ridge,ABIDE,122,41,tangent,,[ 0.70518948]
1134,ho_cort_symm_split,svc_l1,ABIDE,96,42,correlation,,[ 0.60635029]
1135,ho_cort_symm_split,svc_l2,ABIDE,96,42,correlation,,[ 0.59918061]
1136,ho_cort_symm_split,ridge,ABIDE,96,42,correlation,,[ 0.57878115]
1137,ho_cort_symm_split,svc_l1,ABIDE,96,42,partial correlation,,[ 0.57972004]
1138,ho_cort_symm_split,svc_l2,ABIDE,96,42,partial correlation,,[ 0.58868214]
1139,ho_cort_symm_split,ridge,ABIDE,96,42,partial correlation,,[ 0.5887675]
1140,ho_cort_symm_split,svc_l1,ABIDE,96,42,tangent,,[ 0.59849778]
1141,ho_cort_symm_split,svc_l2,ABIDE,96,42,tangent,,[ 0.62504268]
1142,ho_cort_symm_split,ridge,ABIDE,96,42,tangent,,[ 0.61983612]
1143,aal_spm12,svc_l1,ABIDE,117,42,correlation,,[ 0.56998976]
1144,aal_spm12,svc_l2,ABIDE,117,42,correlation,,[ 0.59619324]
1145,aal_spm12,ridge,ABIDE,117,42,correlation,,[ 0.57792762]
1146,aal_spm12,svc_l1,ABIDE,117,42,partial correlation,,[ 0.61360533]
1147,aal_spm12,svc_l2,ABIDE,117,42,partial correlation,,[ 0.70578696]
1148,aal_spm12,ridge,ABIDE,117,42,partial correlation,,[ 0.70595766]
1149,aal_spm12,svc_l1,ABIDE,117,42,tangent,,[ 0.61889723]
1150,aal_spm12,svc_l2,ABIDE,117,42,tangent,,[ 0.68402185]
1151,aal_spm12,ridge,ABIDE,117,42,tangent,,[ 0.68530215]
1152,basc_scale122,svc_l1,ABIDE,122,42,correlation,,[ 0.62333561]
1153,basc_scale122,svc_l2,ABIDE,122,42,correlation,,[ 0.62837146]
1154,basc_scale122,ridge,ABIDE,122,42,correlation,,[ 0.61113008]
1155,basc_scale122,svc_l1,ABIDE,122,42,partial correlation,,[ 0.56230795]
1156,basc_scale122,svc_l2,ABIDE,122,42,partial correlation,,[ 0.65022192]
1157,basc_scale122,ridge,ABIDE,122,42,partial correlation,,[ 0.65218505]
1158,basc_scale122,svc_l1,ABIDE,122,42,tangent,,[ 0.63468761]
1159,basc_scale122,svc_l2,ABIDE,122,42,tangent,,[ 0.65423353]
1160,basc_scale122,ridge,ABIDE,122,42,tangent,,[ 0.65244111]
1161,ho_cort_symm_split,svc_l1,ABIDE,96,43,correlation,,[ 0.63255377]
1162,ho_cort_symm_split,svc_l2,ABIDE,96,43,correlation,,[ 0.67010925]
1163,ho_cort_symm_split,ridge,ABIDE,96,43,correlation,,[ 0.64040628]
1164,ho_cort_symm_split,svc_l1,ABIDE,96,43,partial correlation,,[ 0.54899283]
1165,ho_cort_symm_split,svc_l2,ABIDE,96,43,partial correlation,,[ 0.56512462]
1166,ho_cort_symm_split,ridge,ABIDE,96,43,partial correlation,,[ 0.5646125]
1167,ho_cort_symm_split,svc_l1,ABIDE,96,43,tangent,,[ 0.62222602]
1168,ho_cort_symm_split,svc_l2,ABIDE,96,43,tangent,,[ 0.66959713]
1169,ho_cort_symm_split,ridge,ABIDE,96,43,tangent,,[ 0.66481734]
1170,aal_spm12,svc_l1,ABIDE,117,43,correlation,,[ 0.64484466]
1171,aal_spm12,svc_l2,ABIDE,117,43,correlation,,[ 0.63861386]
1172,aal_spm12,ridge,ABIDE,117,43,correlation,,[ 0.62674974]
1173,aal_spm12,svc_l1,ABIDE,117,43,partial correlation,,[ 0.58193923]
1174,aal_spm12,svc_l2,ABIDE,117,43,partial correlation,,[ 0.6458689]
1175,aal_spm12,ridge,ABIDE,117,43,partial correlation,,[ 0.64697849]
1176,aal_spm12,svc_l1,ABIDE,117,43,tangent,,[ 0.59192557]
1177,aal_spm12,svc_l2,ABIDE,117,43,tangent,,[ 0.68683851]
1178,aal_spm12,ridge,ABIDE,117,43,tangent,,[ 0.68581427]
1179,basc_scale122,svc_l1,ABIDE,122,43,correlation,,[ 0.7018607]
1180,basc_scale122,svc_l2,ABIDE,122,43,correlation,,[ 0.69076477]
1181,basc_scale122,ridge,ABIDE,122,43,correlation,,[ 0.6978491]
1182,basc_scale122,svc_l1,ABIDE,122,43,partial correlation,,[ 0.5506999]
1183,basc_scale122,svc_l2,ABIDE,122,43,partial correlation,,[ 0.63426084]
1184,basc_scale122,ridge,ABIDE,122,43,partial correlation,,[ 0.63468761]
1185,basc_scale122,svc_l1,ABIDE,122,43,tangent,,[ 0.6206043]
1186,basc_scale122,svc_l2,ABIDE,122,43,tangent,,[ 0.66925572]
1187,basc_scale122,ridge,ABIDE,122,43,tangent,,[ 0.66968249]
1188,ho_cort_symm_split,svc_l1,ABIDE,96,44,correlation,,[ 0.63263913]
1189,ho_cort_symm_split,svc_l2,ABIDE,96,44,correlation,,[ 0.642028]
1190,ho_cort_symm_split,ridge,ABIDE,96,44,correlation,,[ 0.62214066]
1191,ho_cort_symm_split,svc_l1,ABIDE,96,44,partial correlation,,[ 0.51818027]
1192,ho_cort_symm_split,svc_l2,ABIDE,96,44,partial correlation,,[ 0.49778081]
1193,ho_cort_symm_split,ridge,ABIDE,96,44,partial correlation,,[ 0.49812223]
1194,ho_cort_symm_split,svc_l1,ABIDE,96,44,tangent,,[ 0.61855582]
1195,ho_cort_symm_split,svc_l2,ABIDE,96,44,tangent,,[ 0.63878457]
1196,ho_cort_symm_split,ridge,ABIDE,96,44,tangent,,[ 0.63528508]
1197,aal_spm12,svc_l1,ABIDE,117,44,correlation,,[ 0.58927962]
1198,aal_spm12,svc_l2,ABIDE,117,44,correlation,,[ 0.61966541]
1199,aal_spm12,ridge,ABIDE,117,44,correlation,,[ 0.6218846]
1200,aal_spm12,svc_l1,ABIDE,117,44,partial correlation,,[ 0.60319222]
1201,aal_spm12,svc_l2,ABIDE,117,44,partial correlation,,[ 0.69324001]
1202,aal_spm12,ridge,ABIDE,117,44,partial correlation,,[ 0.69221577]
1203,aal_spm12,svc_l1,ABIDE,117,44,tangent,,[ 0.61582451]
1204,aal_spm12,svc_l2,ABIDE,117,44,tangent,,[ 0.71730966]
1205,aal_spm12,ridge,ABIDE,117,44,tangent,,[ 0.71748037]
1206,basc_scale122,svc_l1,ABIDE,122,44,correlation,,[ 0.73062479]
1207,basc_scale122,svc_l2,ABIDE,122,44,correlation,,[ 0.70868897]
1208,basc_scale122,ridge,ABIDE,122,44,correlation,,[ 0.70075111]
1209,basc_scale122,svc_l1,ABIDE,122,44,partial correlation,,[ 0.57425743]
1210,basc_scale122,svc_l2,ABIDE,122,44,partial correlation,,[ 0.67104814]
1211,basc_scale122,ridge,ABIDE,122,44,partial correlation,,[ 0.67352339]
1212,basc_scale122,svc_l1,ABIDE,122,44,tangent,,[ 0.65005121]
1213,basc_scale122,svc_l2,ABIDE,122,44,tangent,,[ 0.71884602]
1214,basc_scale122,ridge,ABIDE,122,44,tangent,,[ 0.72029703]
1215,ho_cort_symm_split,svc_l1,ABIDE,96,45,correlation,,[ 0.66328098]
1216,ho_cort_symm_split,svc_l2,ABIDE,96,45,correlation,,[ 0.67821782]
