,atlas,classifier,dataset,dimensionality,iter_shuffle_split,measure,n_regions,scores
396,dictlearn,svc_l1,ABIDE,40,44,correlation,143.0,[ 0.64160123]
397,dictlearn,svc_l2,ABIDE,40,44,correlation,143.0,[ 0.66669512]
398,dictlearn,ridge,ABIDE,40,44,correlation,143.0,[ 0.66345169]
399,dictlearn,svc_l1,ABIDE,40,44,partial correlation,143.0,[ 0.66140321]
400,dictlearn,svc_l2,ABIDE,40,44,partial correlation,143.0,[ 0.71790714]
401,dictlearn,ridge,ABIDE,40,44,partial correlation,143.0,[ 0.7181632]
402,dictlearn,svc_l1,ABIDE,40,44,tangent,143.0,[ 0.72755207]
403,dictlearn,svc_l2,ABIDE,40,44,tangent,143.0,[ 0.72277228]
404,dictlearn,ridge,ABIDE,40,44,tangent,143.0,[ 0.72260157]
405,dictlearn,svc_l1,ABIDE,40,45,correlation,136.0,[ 0.66439058]
406,dictlearn,svc_l2,ABIDE,40,45,correlation,136.0,[ 0.63699215]
407,dictlearn,ridge,ABIDE,40,45,correlation,136.0,[ 0.63050529]
408,dictlearn,svc_l1,ABIDE,40,45,partial correlation,136.0,[ 0.65414817]
409,dictlearn,svc_l2,ABIDE,40,45,partial correlation,136.0,[ 0.65167293]
410,dictlearn,ridge,ABIDE,40,45,partial correlation,136.0,[ 0.65286787]
411,dictlearn,svc_l1,ABIDE,40,45,tangent,136.0,[ 0.64364971]
412,dictlearn,svc_l2,ABIDE,40,45,tangent,136.0,[ 0.6738648]
413,dictlearn,ridge,ABIDE,40,45,tangent,136.0,[ 0.6725845]
414,dictlearn,svc_l1,ABIDE,40,46,correlation,143.0,[ 0.58902356]
415,dictlearn,svc_l2,ABIDE,40,46,correlation,143.0,[ 0.6370775]
416,dictlearn,ridge,ABIDE,40,46,correlation,143.0,[ 0.6319563]
417,dictlearn,svc_l1,ABIDE,40,46,partial correlation,143.0,[ 0.49283032]
418,dictlearn,svc_l2,ABIDE,40,46,partial correlation,143.0,[ 0.62077501]
419,dictlearn,ridge,ABIDE,40,46,partial correlation,143.0,[ 0.62103107]
420,dictlearn,svc_l1,ABIDE,40,46,tangent,143.0,[ 0.54020143]
421,dictlearn,svc_l2,ABIDE,40,46,tangent,143.0,[ 0.64877091]
422,dictlearn,ridge,ABIDE,40,46,tangent,143.0,[ 0.64936839]
423,dictlearn,svc_l1,ABIDE,40,47,correlation,133.0,[ 0.64988051]
424,dictlearn,svc_l2,ABIDE,40,47,correlation,133.0,[ 0.70083646]
425,dictlearn,ridge,ABIDE,40,47,correlation,133.0,[ 0.69878798]
426,dictlearn,svc_l1,ABIDE,40,47,partial correlation,133.0,[ 0.67301127]
427,dictlearn,svc_l2,ABIDE,40,47,partial correlation,133.0,[ 0.69750768]
428,dictlearn,ridge,ABIDE,40,47,partial correlation,133.0,[ 0.69810516]
429,dictlearn,svc_l1,ABIDE,40,47,tangent,133.0,[ 0.64271082]
430,dictlearn,svc_l2,ABIDE,40,47,tangent,133.0,[ 0.71585865]
431,dictlearn,ridge,ABIDE,40,47,tangent,133.0,[ 0.7157733]
432,dictlearn,svc_l1,ABIDE,40,48,correlation,147.0,[ 0.64211335]
433,dictlearn,svc_l2,ABIDE,40,48,correlation,147.0,[ 0.667634]
434,dictlearn,ridge,ABIDE,40,48,correlation,147.0,[ 0.66515876]
435,dictlearn,svc_l1,ABIDE,40,48,partial correlation,147.0,[ 0.63741891]
436,dictlearn,svc_l2,ABIDE,40,48,partial correlation,147.0,[ 0.69972687]
437,dictlearn,ridge,ABIDE,40,48,partial correlation,147.0,[ 0.70083646]
438,dictlearn,svc_l1,ABIDE,40,48,tangent,147.0,[ 0.61736087]
439,dictlearn,svc_l2,ABIDE,40,48,tangent,147.0,[ 0.70749403]
440,dictlearn,ridge,ABIDE,40,48,tangent,147.0,[ 0.70664049]
441,dictlearn,svc_l1,ABIDE,40,49,correlation,129.0,[ 0.52756914]
442,dictlearn,svc_l2,ABIDE,40,49,correlation,129.0,[ 0.67924206]
443,dictlearn,ridge,ABIDE,40,49,correlation,129.0,[ 0.67864459]
444,dictlearn,svc_l1,ABIDE,40,49,partial correlation,129.0,[ 0.60532605]
445,dictlearn,svc_l2,ABIDE,40,49,partial correlation,129.0,[ 0.69895869]
446,dictlearn,ridge,ABIDE,40,49,partial correlation,129.0,[ 0.70109252]
447,dictlearn,svc_l1,ABIDE,40,49,tangent,129.0,[ 0.62273814]
448,dictlearn,svc_l2,ABIDE,40,49,tangent,129.0,[ 0.74402526]
449,dictlearn,ridge,ABIDE,40,49,tangent,129.0,[ 0.74163537]
450,dictlearn,svc_l1,ABIDE,40,50,correlation,137.0,[ 0.61940935]
451,dictlearn,svc_l2,ABIDE,40,50,correlation,137.0,[ 0.6270058]
452,dictlearn,ridge,ABIDE,40,50,correlation,137.0,[ 0.62632298]
453,dictlearn,svc_l1,ABIDE,40,50,partial correlation,137.0,[ 0.60472858]
454,dictlearn,svc_l2,ABIDE,40,50,partial correlation,137.0,[ 0.66669512]
455,dictlearn,ridge,ABIDE,40,50,partial correlation,137.0,[ 0.66814612]
456,dictlearn,svc_l1,ABIDE,40,50,tangent,137.0,[ 0.61019119]
457,dictlearn,svc_l2,ABIDE,40,50,tangent,137.0,[ 0.6839365]
458,dictlearn,ridge,ABIDE,40,50,tangent,137.0,[ 0.68547286]
459,dictlearn,svc_l1,ABIDE,40,51,correlation,131.0,[ 0.58270741]
460,dictlearn,svc_l2,ABIDE,40,51,correlation,131.0,[ 0.62564015]
461,dictlearn,ridge,ABIDE,40,51,correlation,131.0,[ 0.6229942]
462,dictlearn,svc_l1,ABIDE,40,51,partial correlation,131.0,[ 0.53610447]
463,dictlearn,svc_l2,ABIDE,40,51,partial correlation,131.0,[ 0.60967907]
464,dictlearn,ridge,ABIDE,40,51,partial correlation,131.0,[ 0.61087402]
465,dictlearn,svc_l1,ABIDE,40,51,tangent,131.0,[ 0.65278252]
466,dictlearn,svc_l2,ABIDE,40,51,tangent,131.0,[ 0.64134517]
467,dictlearn,ridge,ABIDE,40,51,tangent,131.0,[ 0.64143052]
468,dictlearn,svc_l1,ABIDE,40,52,correlation,140.0,[ 0.62564015]
469,dictlearn,svc_l2,ABIDE,40,52,correlation,140.0,[ 0.6597815]
470,dictlearn,ridge,ABIDE,40,52,correlation,140.0,[ 0.65269717]
471,dictlearn,svc_l1,ABIDE,40,52,partial correlation,140.0,[ 0.54924889]
472,dictlearn,svc_l2,ABIDE,40,52,partial correlation,140.0,[ 0.68248549]
473,dictlearn,ridge,ABIDE,40,52,partial correlation,140.0,[ 0.68205872]
474,dictlearn,svc_l1,ABIDE,40,52,tangent,140.0,[ 0.58919426]
475,dictlearn,svc_l2,ABIDE,40,52,tangent,140.0,[ 0.68692386]
476,dictlearn,ridge,ABIDE,40,52,tangent,140.0,[ 0.68496074]
477,dictlearn,svc_l1,ABIDE,40,53,correlation,139.0,[ 0.57058723]
478,dictlearn,svc_l2,ABIDE,40,53,correlation,139.0,[ 0.64757596]
479,dictlearn,ridge,ABIDE,40,53,correlation,139.0,[ 0.64288153]
480,dictlearn,svc_l1,ABIDE,40,53,partial correlation,139.0,[ 0.55633322]
481,dictlearn,svc_l2,ABIDE,40,53,partial correlation,139.0,[ 0.64697849]
482,dictlearn,ridge,ABIDE,40,53,partial correlation,139.0,[ 0.64689314]
483,dictlearn,svc_l1,ABIDE,40,53,tangent,139.0,[ 0.60677706]
484,dictlearn,svc_l2,ABIDE,40,53,tangent,139.0,[ 0.67079208]
485,dictlearn,ridge,ABIDE,40,53,tangent,139.0,[ 0.67053602]
486,dictlearn,svc_l1,ABIDE,40,54,correlation,140.0,[ 0.60950836]
487,dictlearn,svc_l2,ABIDE,40,54,correlation,140.0,[ 0.71423694]
488,dictlearn,ridge,ABIDE,40,54,correlation,140.0,[ 0.70885968]
489,dictlearn,svc_l1,ABIDE,40,54,partial correlation,140.0,[ 0.59149881]
490,dictlearn,svc_l2,ABIDE,40,54,partial correlation,140.0,[ 0.6625128]
491,dictlearn,ridge,ABIDE,40,54,partial correlation,140.0,[ 0.66182998]
492,dictlearn,svc_l1,ABIDE,40,54,tangent,140.0,[ 0.57570843]
493,dictlearn,svc_l2,ABIDE,40,54,tangent,140.0,[ 0.6967395]
494,dictlearn,ridge,ABIDE,40,54,tangent,140.0,[ 0.69759304]
495,dictlearn,svc_l1,ABIDE,40,55,correlation,133.0,[ 0.71082281]
496,dictlearn,svc_l2,ABIDE,40,55,correlation,133.0,[ 0.73881871]
497,dictlearn,ridge,ABIDE,40,55,correlation,133.0,[ 0.73762376]
498,dictlearn,svc_l1,ABIDE,40,55,partial correlation,133.0,[ 0.56905087]
499,dictlearn,svc_l2,ABIDE,40,55,partial correlation,133.0,[ 0.69733698]
500,dictlearn,ridge,ABIDE,40,55,partial correlation,133.0,[ 0.69836122]
501,dictlearn,svc_l1,ABIDE,40,55,tangent,133.0,[ 0.64117446]
502,dictlearn,svc_l2,ABIDE,40,55,tangent,133.0,[ 0.72285763]
503,dictlearn,ridge,ABIDE,40,55,tangent,133.0,[ 0.72302834]
504,dictlearn,svc_l1,ABIDE,40,56,correlation,135.0,[ 0.70715261]
505,dictlearn,svc_l2,ABIDE,40,56,correlation,135.0,[ 0.72038238]
506,dictlearn,ridge,ABIDE,40,56,correlation,135.0,[ 0.71406623]
507,dictlearn,svc_l1,ABIDE,40,56,partial correlation,135.0,[ 0.61667805]
508,dictlearn,svc_l2,ABIDE,40,56,partial correlation,135.0,[ 0.70954251]
509,dictlearn,ridge,ABIDE,40,56,partial correlation,135.0,[ 0.71244452]
510,dictlearn,svc_l1,ABIDE,40,56,tangent,135.0,[ 0.68974053]
511,dictlearn,svc_l2,ABIDE,40,56,tangent,135.0,[ 0.77074087]
512,dictlearn,ridge,ABIDE,40,56,tangent,135.0,[ 0.77074087]
513,dictlearn,svc_l1,ABIDE,40,57,correlation,139.0,[ 0.62854216]
514,dictlearn,svc_l2,ABIDE,40,57,correlation,139.0,[ 0.6610618]
515,dictlearn,ridge,ABIDE,40,57,correlation,139.0,[ 0.6586719]
516,dictlearn,svc_l1,ABIDE,40,57,partial correlation,139.0,[ 0.59653465]
517,dictlearn,svc_l2,ABIDE,40,57,partial correlation,139.0,[ 0.66695118]
518,dictlearn,ridge,ABIDE,40,57,partial correlation,139.0,[ 0.66848754]
519,dictlearn,svc_l1,ABIDE,40,57,tangent,139.0,[ 0.65670877]
520,dictlearn,svc_l2,ABIDE,40,57,tangent,139.0,[ 0.66882895]
521,dictlearn,ridge,ABIDE,40,57,tangent,139.0,[ 0.6687436]
522,dictlearn,svc_l1,ABIDE,40,58,correlation,135.0,[ 0.63537043]
523,dictlearn,svc_l2,ABIDE,40,58,correlation,135.0,[ 0.6573916]
524,dictlearn,ridge,ABIDE,40,58,correlation,135.0,[ 0.65926938]
525,dictlearn,svc_l1,ABIDE,40,58,partial correlation,135.0,[ 0.60916695]
526,dictlearn,svc_l2,ABIDE,40,58,partial correlation,135.0,[ 0.65781837]
527,dictlearn,ridge,ABIDE,40,58,partial correlation,135.0,[ 0.65653807]
528,dictlearn,svc_l1,ABIDE,40,58,tangent,135.0,[ 0.61044725]
529,dictlearn,svc_l2,ABIDE,40,58,tangent,135.0,[ 0.66720724]
530,dictlearn,ridge,ABIDE,40,58,tangent,135.0,[ 0.66857289]
531,dictlearn,svc_l1,ABIDE,40,59,correlation,145.0,[ 0.61881188]
532,dictlearn,svc_l2,ABIDE,40,59,correlation,145.0,[ 0.64723455]
533,dictlearn,ridge,ABIDE,40,59,correlation,145.0,[ 0.64373506]
534,dictlearn,svc_l1,ABIDE,40,59,partial correlation,145.0,[ 0.58646296]
535,dictlearn,svc_l2,ABIDE,40,59,partial correlation,145.0,[ 0.6281154]
536,dictlearn,ridge,ABIDE,40,59,partial correlation,145.0,[ 0.63050529]
537,dictlearn,svc_l1,ABIDE,40,59,tangent,145.0,[ 0.66413452]
538,dictlearn,svc_l2,ABIDE,40,59,tangent,145.0,[ 0.66191533]
539,dictlearn,ridge,ABIDE,40,59,tangent,145.0,[ 0.66148856]
540,dictlearn,svc_l1,ABIDE,40,60,correlation,138.0,[ 0.62990782]
541,dictlearn,svc_l2,ABIDE,40,60,correlation,138.0,[ 0.66857289]
542,dictlearn,ridge,ABIDE,40,60,correlation,138.0,[ 0.66430522]
543,dictlearn,svc_l1,ABIDE,40,60,partial correlation,138.0,[ 0.55146808]
544,dictlearn,svc_l2,ABIDE,40,60,partial correlation,138.0,[ 0.61095937]
545,dictlearn,ridge,ABIDE,40,60,partial correlation,138.0,[ 0.61147149]
546,dictlearn,svc_l1,ABIDE,40,60,tangent,138.0,[ 0.62546944]
547,dictlearn,svc_l2,ABIDE,40,60,tangent,138.0,[ 0.66328098]
548,dictlearn,ridge,ABIDE,40,60,tangent,138.0,[ 0.66430522]
549,dictlearn,svc_l1,ABIDE,40,61,correlation,137.0,[ 0.60489928]
550,dictlearn,svc_l2,ABIDE,40,61,correlation,137.0,[ 0.64928303]
551,dictlearn,ridge,ABIDE,40,61,correlation,137.0,[ 0.64851485]
552,dictlearn,svc_l1,ABIDE,40,61,partial correlation,137.0,[ 0.54540799]
553,dictlearn,svc_l2,ABIDE,40,61,partial correlation,137.0,[ 0.67369409]
554,dictlearn,ridge,ABIDE,40,61,partial correlation,137.0,[ 0.67557187]
555,dictlearn,svc_l1,ABIDE,40,61,tangent,137.0,[ 0.59431547]
556,dictlearn,svc_l2,ABIDE,40,61,tangent,137.0,[ 0.67087743]
557,dictlearn,ridge,ABIDE,40,61,tangent,137.0,[ 0.67121885]
558,dictlearn,svc_l1,ABIDE,40,62,correlation,153.0,[ 0.63682144]
559,dictlearn,svc_l2,ABIDE,40,62,correlation,153.0,[ 0.65192899]
560,dictlearn,ridge,ABIDE,40,62,correlation,153.0,[ 0.65397747]
561,dictlearn,svc_l1,ABIDE,40,62,partial correlation,153.0,[ 0.58782861]
562,dictlearn,svc_l2,ABIDE,40,62,partial correlation,153.0,[ 0.62871287]
563,dictlearn,ridge,ABIDE,40,62,partial correlation,153.0,[ 0.63016388]
564,dictlearn,svc_l1,ABIDE,40,62,tangent,153.0,[ 0.63519973]
565,dictlearn,svc_l2,ABIDE,40,62,tangent,153.0,[ 0.68368044]
566,dictlearn,ridge,ABIDE,40,62,tangent,153.0,[ 0.68402185]
567,dictlearn,svc_l1,ABIDE,40,63,correlation,138.0,[ 0.68786275]
568,dictlearn,svc_l2,ABIDE,40,63,correlation,138.0,[ 0.7181632]
569,dictlearn,ridge,ABIDE,40,63,correlation,138.0,[ 0.71867532]
570,dictlearn,svc_l1,ABIDE,40,63,partial correlation,138.0,[ 0.61130079]
571,dictlearn,svc_l2,ABIDE,40,63,partial correlation,138.0,[ 0.64364971]
572,dictlearn,ridge,ABIDE,40,63,partial correlation,138.0,[ 0.6433083]
573,dictlearn,svc_l1,ABIDE,40,63,tangent,138.0,[ 0.65841584]
574,dictlearn,svc_l2,ABIDE,40,63,tangent,138.0,[ 0.70049505]
575,dictlearn,ridge,ABIDE,40,63,tangent,138.0,[ 0.70126323]
576,dictlearn,svc_l1,ABIDE,40,64,correlation,138.0,[ 0.59209628]
577,dictlearn,svc_l2,ABIDE,40,64,correlation,138.0,[ 0.65747695]
578,dictlearn,ridge,ABIDE,40,64,correlation,138.0,[ 0.66029362]
579,dictlearn,svc_l1,ABIDE,40,64,partial correlation,138.0,[ 0.59593718]
580,dictlearn,svc_l2,ABIDE,40,64,partial correlation,138.0,[ 0.66780471]
581,dictlearn,ridge,ABIDE,40,64,partial correlation,138.0,[ 0.66985319]
582,dictlearn,svc_l1,ABIDE,40,64,tangent,138.0,[ 0.62615227]
583,dictlearn,svc_l2,ABIDE,40,64,tangent,138.0,[ 0.69008194]
584,dictlearn,ridge,ABIDE,40,64,tangent,138.0,[ 0.69204507]
585,dictlearn,svc_l1,ABIDE,40,65,correlation,135.0,[ 0.65764766]
586,dictlearn,svc_l2,ABIDE,40,65,correlation,135.0,[ 0.67488904]
587,dictlearn,ridge,ABIDE,40,65,correlation,135.0,[ 0.66993855]
588,dictlearn,svc_l1,ABIDE,40,65,partial correlation,135.0,[ 0.60950836]
589,dictlearn,svc_l2,ABIDE,40,65,partial correlation,135.0,[ 0.71355411]
590,dictlearn,ridge,ABIDE,40,65,partial correlation,135.0,[ 0.71474906]
591,dictlearn,svc_l1,ABIDE,40,65,tangent,135.0,[ 0.63170024]
592,dictlearn,svc_l2,ABIDE,40,65,tangent,135.0,[ 0.76527825]
593,dictlearn,ridge,ABIDE,40,65,tangent,135.0,[ 0.76510755]
594,dictlearn,svc_l1,ABIDE,40,66,correlation,137.0,[ 0.62111642]
595,dictlearn,svc_l2,ABIDE,40,66,correlation,137.0,[ 0.66857289]
596,dictlearn,ridge,ABIDE,40,66,correlation,137.0,[ 0.65944008]
597,dictlearn,svc_l1,ABIDE,40,66,partial correlation,137.0,[ 0.58296347]
598,dictlearn,svc_l2,ABIDE,40,66,partial correlation,137.0,[ 0.68359508]
599,dictlearn,ridge,ABIDE,40,66,partial correlation,137.0,[ 0.68342438]
600,dictlearn,svc_l1,ABIDE,40,66,tangent,137.0,[ 0.62077501]
601,dictlearn,svc_l2,ABIDE,40,66,tangent,137.0,[ 0.6980198]
602,dictlearn,ridge,ABIDE,40,66,tangent,137.0,[ 0.69682485]
603,dictlearn,svc_l1,ABIDE,40,67,correlation,144.0,[ 0.60763059]
604,dictlearn,svc_l2,ABIDE,40,67,correlation,144.0,[ 0.66225674]
605,dictlearn,ridge,ABIDE,40,67,correlation,144.0,[ 0.66660976]
606,dictlearn,svc_l1,ABIDE,40,67,partial correlation,144.0,[ 0.52202117]
607,dictlearn,svc_l2,ABIDE,40,67,partial correlation,144.0,[ 0.61189826]
608,dictlearn,ridge,ABIDE,40,67,partial correlation,144.0,[ 0.61394674]
609,dictlearn,svc_l1,ABIDE,40,67,tangent,144.0,[ 0.57144076]
610,dictlearn,svc_l2,ABIDE,40,67,tangent,144.0,[ 0.62990782]
611,dictlearn,ridge,ABIDE,40,67,tangent,144.0,[ 0.63033459]
612,dictlearn,svc_l1,ABIDE,40,68,correlation,134.0,[ 0.6229942]
613,dictlearn,svc_l2,ABIDE,40,68,correlation,134.0,[ 0.65508706]
614,dictlearn,ridge,ABIDE,40,68,correlation,134.0,[ 0.6522704]
615,dictlearn,svc_l1,ABIDE,40,68,partial correlation,134.0,[ 0.59269375]
616,dictlearn,svc_l2,ABIDE,40,68,partial correlation,134.0,[ 0.65687948]
617,dictlearn,ridge,ABIDE,40,68,partial correlation,134.0,[ 0.6586719]
618,dictlearn,svc_l1,ABIDE,40,68,tangent,134.0,[ 0.61130079]
619,dictlearn,svc_l2,ABIDE,40,68,tangent,134.0,[ 0.66311028]
620,dictlearn,ridge,ABIDE,40,68,tangent,134.0,[ 0.66174462]
621,dictlearn,svc_l1,ABIDE,40,69,correlation,138.0,[ 0.61437351]
622,dictlearn,svc_l2,ABIDE,40,69,correlation,138.0,[ 0.6841072]
623,dictlearn,ridge,ABIDE,40,69,correlation,138.0,[ 0.68530215]
624,dictlearn,svc_l1,ABIDE,40,69,partial correlation,138.0,[ 0.57459884]
625,dictlearn,svc_l2,ABIDE,40,69,partial correlation,138.0,[ 0.6484295]
626,dictlearn,ridge,ABIDE,40,69,partial correlation,138.0,[ 0.64996586]
627,dictlearn,svc_l1,ABIDE,40,69,tangent,138.0,[ 0.60933766]
628,dictlearn,svc_l2,ABIDE,40,69,tangent,138.0,[ 0.70169]
629,dictlearn,ridge,ABIDE,40,69,tangent,138.0,[ 0.70109252]
630,dictlearn,svc_l1,ABIDE,40,70,correlation,146.0,[ 0.71073745]
631,dictlearn,svc_l2,ABIDE,40,70,correlation,146.0,[ 0.71048139]
632,dictlearn,ridge,ABIDE,40,70,correlation,146.0,[ 0.70638443]
633,dictlearn,svc_l1,ABIDE,40,70,partial correlation,146.0,[ 0.57784227]
634,dictlearn,svc_l2,ABIDE,40,70,partial correlation,146.0,[ 0.68419256]
635,dictlearn,ridge,ABIDE,40,70,partial correlation,146.0,[ 0.68470468]
636,dictlearn,svc_l1,ABIDE,40,70,tangent,146.0,[ 0.58518266]
637,dictlearn,svc_l2,ABIDE,40,70,tangent,146.0,[ 0.71637078]
638,dictlearn,ridge,ABIDE,40,70,tangent,146.0,[ 0.71671219]
639,dictlearn,svc_l1,ABIDE,40,71,correlation,135.0,[ 0.69597132]
640,dictlearn,svc_l2,ABIDE,40,71,correlation,135.0,[ 0.66370775]
641,dictlearn,ridge,ABIDE,40,71,correlation,135.0,[ 0.66037897]
642,dictlearn,svc_l1,ABIDE,40,71,partial correlation,135.0,[ 0.60361898]
643,dictlearn,svc_l2,ABIDE,40,71,partial correlation,135.0,[ 0.65730625]
644,dictlearn,ridge,ABIDE,40,71,partial correlation,135.0,[ 0.65705019]
645,dictlearn,svc_l1,ABIDE,40,71,tangent,135.0,[ 0.63178559]
646,dictlearn,svc_l2,ABIDE,40,71,tangent,135.0,[ 0.71406623]
647,dictlearn,ridge,ABIDE,40,71,tangent,135.0,[ 0.71235917]
648,dictlearn,svc_l1,ABIDE,40,72,correlation,142.0,[ 0.65184363]
649,dictlearn,svc_l2,ABIDE,40,72,correlation,142.0,[ 0.6054114]
650,dictlearn,ridge,ABIDE,40,72,correlation,142.0,[ 0.60464322]
651,dictlearn,svc_l1,ABIDE,40,72,partial correlation,142.0,[ 0.58245135]
652,dictlearn,svc_l2,ABIDE,40,72,partial correlation,142.0,[ 0.60891089]
653,dictlearn,ridge,ABIDE,40,72,partial correlation,142.0,[ 0.6105326]
654,dictlearn,svc_l1,ABIDE,40,72,tangent,142.0,[ 0.57587914]
655,dictlearn,svc_l2,ABIDE,40,72,tangent,142.0,[ 0.62743257]
656,dictlearn,ridge,ABIDE,40,72,tangent,142.0,[ 0.62760328]
657,dictlearn,svc_l1,ABIDE,40,73,correlation,138.0,[ 0.61847047]
658,dictlearn,svc_l2,ABIDE,40,73,correlation,138.0,[ 0.65730625]
659,dictlearn,ridge,ABIDE,40,73,correlation,138.0,[ 0.65500171]
660,dictlearn,svc_l1,ABIDE,40,73,partial correlation,138.0,[ 0.56401502]
661,dictlearn,svc_l2,ABIDE,40,73,partial correlation,138.0,[ 0.62973711]
662,dictlearn,ridge,ABIDE,40,73,partial correlation,138.0,[ 0.63135883]
663,dictlearn,svc_l1,ABIDE,40,73,tangent,138.0,[ 0.58074428]
664,dictlearn,svc_l2,ABIDE,40,73,tangent,138.0,[ 0.68658245]
665,dictlearn,ridge,ABIDE,40,73,tangent,138.0,[ 0.68632639]
666,dictlearn,svc_l1,ABIDE,40,74,correlation,147.0,[ 0.50921816]
667,dictlearn,svc_l2,ABIDE,40,74,correlation,147.0,[ 0.59107204]
668,dictlearn,ridge,ABIDE,40,74,correlation,147.0,[ 0.58390236]
669,dictlearn,svc_l1,ABIDE,40,74,partial correlation,147.0,[ 0.52509389]
670,dictlearn,svc_l2,ABIDE,40,74,partial correlation,147.0,[ 0.63229771]
671,dictlearn,ridge,ABIDE,40,74,partial correlation,147.0,[ 0.63298054]
672,dictlearn,svc_l1,ABIDE,40,74,tangent,147.0,[ 0.51288836]
673,dictlearn,svc_l2,ABIDE,40,74,tangent,147.0,[ 0.64032093]
674,dictlearn,ridge,ABIDE,40,74,tangent,147.0,[ 0.63810174]
675,dictlearn,svc_l1,ABIDE,40,75,correlation,143.0,[ 0.64680778]
676,dictlearn,svc_l2,ABIDE,40,75,correlation,143.0,[ 0.70450666]
677,dictlearn,ridge,ABIDE,40,75,correlation,143.0,[ 0.70450666]
678,dictlearn,svc_l1,ABIDE,40,75,partial correlation,143.0,[ 0.5863776]
679,dictlearn,svc_l2,ABIDE,40,75,partial correlation,143.0,[ 0.64936839]
680,dictlearn,ridge,ABIDE,40,75,partial correlation,143.0,[ 0.65030727]
681,dictlearn,svc_l1,ABIDE,40,75,tangent,143.0,[ 0.61949471]
682,dictlearn,svc_l2,ABIDE,40,75,tangent,143.0,[ 0.70390918]
683,dictlearn,ridge,ABIDE,40,75,tangent,143.0,[ 0.70646978]
684,dictlearn,svc_l1,ABIDE,40,76,correlation,138.0,[ 0.65628201]
685,dictlearn,svc_l2,ABIDE,40,76,correlation,138.0,[ 0.66737794]
686,dictlearn,ridge,ABIDE,40,76,correlation,138.0,[ 0.66695118]
687,dictlearn,svc_l1,ABIDE,40,76,partial correlation,138.0,[ 0.60694776]
688,dictlearn,svc_l2,ABIDE,40,76,partial correlation,138.0,[ 0.68863093]
689,dictlearn,ridge,ABIDE,40,76,partial correlation,138.0,[ 0.68999659]
690,dictlearn,svc_l1,ABIDE,40,76,tangent,138.0,[ 0.62384773]
691,dictlearn,svc_l2,ABIDE,40,76,tangent,138.0,[ 0.70484807]
692,dictlearn,ridge,ABIDE,40,76,tangent,138.0,[ 0.70646978]
693,dictlearn,svc_l1,ABIDE,40,77,correlation,138.0,[ 0.70211676]
694,dictlearn,svc_l2,ABIDE,40,77,correlation,138.0,[ 0.68769205]
695,dictlearn,ridge,ABIDE,40,77,correlation,138.0,[ 0.68828952]
696,dictlearn,svc_l1,ABIDE,40,77,partial correlation,138.0,[ 0.62248208]
697,dictlearn,svc_l2,ABIDE,40,77,partial correlation,138.0,[ 0.71227381]
698,dictlearn,ridge,ABIDE,40,77,partial correlation,138.0,[ 0.71218846]
699,dictlearn,svc_l1,ABIDE,40,77,tangent,138.0,[ 0.64800273]
700,dictlearn,svc_l2,ABIDE,40,77,tangent,138.0,[ 0.71611471]
701,dictlearn,ridge,ABIDE,40,77,tangent,138.0,[ 0.71654148]
702,dictlearn,svc_l1,ABIDE,40,78,correlation,139.0,[ 0.63434619]
703,dictlearn,svc_l2,ABIDE,40,78,correlation,139.0,[ 0.66421987]
704,dictlearn,ridge,ABIDE,40,78,correlation,139.0,[ 0.66353704]
705,dictlearn,svc_l1,ABIDE,40,78,partial correlation,139.0,[ 0.53192216]
706,dictlearn,svc_l2,ABIDE,40,78,partial correlation,139.0,[ 0.5761352]
707,dictlearn,ridge,ABIDE,40,78,partial correlation,139.0,[ 0.5786958]
708,dictlearn,svc_l1,ABIDE,40,78,tangent,139.0,[ 0.56572209]
709,dictlearn,svc_l2,ABIDE,40,78,tangent,139.0,[ 0.62000683]
710,dictlearn,ridge,ABIDE,40,78,tangent,139.0,[ 0.61992147]
711,dictlearn,svc_l1,ABIDE,40,79,correlation,141.0,[ 0.68240014]
712,dictlearn,svc_l2,ABIDE,40,79,correlation,141.0,[ 0.71159099]
713,dictlearn,ridge,ABIDE,40,79,correlation,141.0,[ 0.70817685]
714,dictlearn,svc_l1,ABIDE,40,79,partial correlation,141.0,[ 0.53823831]
715,dictlearn,svc_l2,ABIDE,40,79,partial correlation,141.0,[ 0.68572892]
716,dictlearn,ridge,ABIDE,40,79,partial correlation,141.0,[ 0.68572892]
717,dictlearn,svc_l1,ABIDE,40,79,tangent,141.0,[ 0.62862752]
718,dictlearn,svc_l2,ABIDE,40,79,tangent,141.0,[ 0.73770912]
719,dictlearn,ridge,ABIDE,40,79,tangent,141.0,[ 0.73642882]
720,dictlearn,svc_l1,ABIDE,40,80,correlation,138.0,[ 0.67403551]
721,dictlearn,svc_l2,ABIDE,40,80,correlation,138.0,[ 0.65005121]
722,dictlearn,ridge,ABIDE,40,80,correlation,138.0,[ 0.64484466]
723,dictlearn,svc_l1,ABIDE,40,80,partial correlation,138.0,[ 0.62128713]
724,dictlearn,svc_l2,ABIDE,40,80,partial correlation,138.0,[ 0.68914305]
725,dictlearn,ridge,ABIDE,40,80,partial correlation,138.0,[ 0.69025265]
726,dictlearn,svc_l1,ABIDE,40,80,tangent,138.0,[ 0.59568112]
727,dictlearn,svc_l2,ABIDE,40,80,tangent,138.0,[ 0.7042506]
